match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_fouls,player_firstName,player_lastName,stat_goals,stat_bigChanceMissed,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
14566659,home,Paris Saint-Germain,Matvey Safonov,matvey-safonov,M. Safonov,G,39,191.0,16273,M,MSafonov,800749,EUR,919900800,G,39,39,False,26.0,18.0,15.0,7.0,0.0,15.0,17.0,3.0,9.0,1.0,1.0,2.0,8.0,2.0,3.0,1.0,1.0,90.0,35.0,6.9,8.0,0.00067174,24.696,5.25424,0.0,25.48624767533,4.0,5.88,7.245,0.141,0,-0.139,0.03,0.0,0.13,0.16,3.61,1.46,0.14,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566659,home,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181.0,124695,M,AHakimi,814594,EUR,910137600,D,2,2,False,75.0,66.0,3.0,2.0,0.0,24.0,28.0,42.0,47.0,1.0,4.0,,4.0,,,,,90.0,92.0,6.8,14.0,0.154158,33.588,11.06005,13.0,213.95072800147,22.0,131.145,47.145,,2,,0.13,0.4,-0.2,,3.05,5.29,1.63,0.69,0.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.167,113.71958744737,4.0,1.0,-0.53,,,,,,,,,,,,,,,,,,,,,,
14566659,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183.0,36487,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,63.0,60.0,,,0.0,34.0,35.0,26.0,28.0,4.0,5.0,3.0,1.0,,,,,90.0,79.0,7.5,3.0,0.103179,31.212,10.44824,9.0,84.865255119117,13.0,52.71,10.29,,0,,0.36,0.07,0.31,,3.06,5.11,1.57,0.48,0.23,,,2.0,,,,,,1.0,,,,,,True,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
14566659,home,Paris Saint-Germain,Willian Pacho,willian-pacho,W. Pacho,D,51,187.0,25706,M,pachowilliam,979480,EUR,1003190400,D,51,51,False,58.0,52.0,1.0,,0.0,40.0,44.0,12.0,14.0,2.0,3.0,9.0,5.0,,,,,90.0,73.0,6.7,6.0,0.010055,31.788,9.88722,9.0,38.465165004089,9.0,-24.885,1.365,,1,,0.07,0.0,0.21,,3.16,4.73,1.32,0.48,0.19,,,2.0,,1.0,,1.0,,,0.0463,,,1.0,-0.39,,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
14566659,home,Paris Saint-Germain,Nuno Mendes,nuno-mendes,N. Mendes,D,25,180.0,37488,M,nunomendes_5,989768,EUR,1024444800,D,25,25,False,57.0,53.0,2.0,2.0,0.0,24.0,24.0,29.0,33.0,,4.0,2.0,8.0,,,,,90.0,86.0,7.0,14.0,0.0979799,32.796,9.9134,18.0,252.00162456814,25.0,191.415,42.735,,1,,0.35,0.38,-0.1,,3.24,4.41,1.28,0.59,0.39,2.0,1.0,4.0,5.0,,,1.0,4.0,,0.0209,104.45657748109,4.0,2.0,-0.12,,,,,3.0,1.0,,2.0,3.0,1.0,1.0,0.0092,,,,,,,,,,
14566659,home,Paris Saint-Germain,João Neves,joao-neves,J. Neves,M,87,174.0,37245,M,joao_neves,1190933,EUR,1096243200,M,87,87,False,63.0,58.0,6.0,2.0,0.0,18.0,21.0,40.0,42.0,1.0,8.0,,6.0,,,,,87.0,82.0,6.7,9.0,0.113387,30.42,11.32262,9.0,223.46806867302,27.0,3.465,17.955,,0,,-0.22,0.17,-0.07,,2.39,5.92,2.08,0.74,0.19,,,7.0,2.0,,,4.0,2.0,1.0,,,,2.0,,,2.0,2.0,,3.0,2.0,,2.0,2.0,,,,1.0,,,,,,,,,
14566659,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172.0,50727,M,vitinha,902029,EUR,950400000,M,17,17,False,113.0,105.0,3.0,3.0,0.0,34.0,38.0,71.0,75.0,,2.0,3.0,5.0,,,,,90.0,127.0,8.7,10.0,0.225807,30.924,11.78045,12.0,468.4466897992,50.0,194.775,33.81,,6,,0.46,0.53,-0.08,,2.82,6.38,1.67,0.67,0.23,,,1.0,1.0,2.0,1.0,,2.0,1.0,0.3587,159.99643665215,7.0,1.0,0.48,,,1.0,,1.0,,,,1.0,,3.0,0.5904,,,,1.0,,,,,,
14566659,home,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178.0,16174,M,wzairemery6,1142672,EUR,1141776000,M,33,33,False,60.0,55.0,1.0,,0.0,16.0,18.0,39.0,42.0,,,,9.0,,,,,87.0,65.0,6.5,6.0,0.111508,32.58,11.28158,15.0,293.31619042871,29.0,150.255,20.475,,1,,-0.09,0.41,-0.07,,2.49,5.63,2.11,0.74,0.32,,,3.0,1.0,1.0,,,,,0.0339,54.711638090675,3.0,5.0,-0.25,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,
14566659,home,Paris Saint-Germain,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183.0,97566,M,Kvaradona,889259,EUR,981936000,F,7,7,False,13.0,12.0,,,1.0,5.0,5.0,7.0,8.0,1.0,1.0,,,,,,,22.0,18.0,6.6,3.0,0.0122801,29.844,2.28062,4.0,93.442796182504,5.0,32.655,26.88,,2,,-0.1,0.34,-0.01,,0.64,1.03,0.39,0.15,0.07,1.0,,3.0,,,1.0,,,,0.1774,65.568663430479,3.0,1.0,-0.54,,1.0,,,,,,1.0,,,1.0,0.1165,1.0,,,,,,,,,
14566659,home,Paris Saint-Germain,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,178.0,239860,M,ODembélé,818244,EUR,863654400,F,10,10,False,67.0,59.0,5.0,5.0,0.0,13.0,14.0,46.0,53.0,,3.0,,4.0,,,,,90.0,86.0,6.5,14.0,0.259306,30.24,10.77855,9.0,210.17851904666,31.0,41.16,14.28,,7,,0.35,0.64,-0.01,,3.18,5.26,1.35,0.8,0.18,1.0,,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.4116,43.5068336646,4.0,3.0,-1.0,,,,,2.0,,,1.0,1.0,,2.0,0.7404,,,,,3.0,1.0,,,,
