match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_accurateCross,stat_keyPass,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAShot,stat_hitWoodwork,player_sofascoreId,stat_ownGoals,stat_goals,stat_totalOffside
14065719,home,Auxerre,Théo De Percin,Théo De Percin,,theo-de-percin,T. D. Percin,G,40,186.0,100,M,1095836,EUR,981072000,G,40,40,False,25.0,12.0,23.0,10.0,0.0,3.0,3.0,9.0,22.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,28.0,6.4,13.0,0.00168152,0.4,0,-0.6757,0.06,0.01,-0.2,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065719,home,Auxerre,Josué Casimir,,,josue-casimir,J. Casimir,M,7,178.0,9086,M,1035986,EUR,1001289600,D,7,7,False,18.0,11.0,1.0,,0.0,4.0,7.0,7.0,11.0,3.0,6.0,6.0,,,,68.0,41.0,6.2,13.0,0.0079859,,1,,0.02,0.41,-0.01,,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,0.1626,-0.54,,,,,,,,,,,,,,,,,,,
14065719,home,Auxerre,Marvin Senaya,Marvin Senaya,,marvin-senaya,M. Senaya,D,29,179.0,213,M,1087805,EUR,980640000,D,29,29,False,24.0,14.0,6.0,1.0,0.0,5.0,9.0,9.0,15.0,2.0,7.0,2.0,4.0,,,90.0,47.0,6.8,10.0,0.0191741,,0,,0.2,0.02,-0.13,,,1.0,3.0,,,9.0,3.0,1.0,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,
14065719,home,Auxerre,Telli Siwe,Telli,Siwe,telli-siwe,T. Siwe,D,13,,67,,1897492,EUR,1102982400,D,13,13,False,20.0,17.0,3.0,2.0,0.0,8.0,10.0,9.0,10.0,,3.0,4.0,,,,90.0,38.0,6.4,5.0,0.00473033,,0,,0.1,0.07,-0.2,,,3.0,3.0,,,5.0,3.0,2.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
14065719,home,Auxerre,Gideon Mensah,,,gideon-mensah,G. Mensah,D,14,177.0,2401,M,844942,EUR,900720000,D,14,14,False,38.0,33.0,6.0,2.0,0.0,15.0,15.0,18.0,23.0,1.0,9.0,5.0,5.0,,,90.0,60.0,7.7,5.0,0.0240077,,0,,0.29,0.03,0.45,,,2.0,3.0,,,6.0,5.0,3.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
14065719,home,Auxerre,Fredrik Oppegård,,,fredrik-oppegard,F. Oppegård,D,22,175.0,199,M,1005648,EUR,1028678400,D,22,22,False,25.0,16.0,4.0,,0.0,8.0,12.0,8.0,13.0,,4.0,6.0,,,,90.0,50.0,6.1,18.0,0.0595877,,0,,-0.02,0.1,-0.36,,5.0,2.0,4.0,,,2.0,2.0,3.0,1.0,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
14065719,home,Auxerre,Lassine Sinayoko,,,sinayoko-lassine,L. Sinayoko,F,10,186.0,10455,M,927005,EUR,944611200,M,10,10,False,14.0,8.0,2.0,1.0,0.0,1.0,1.0,7.0,13.0,,3.0,2.0,2.0,,,77.0,29.0,5.9,16.0,0.0136088,,0,,-0.04,0.12,-0.06,,1.0,3.0,11.0,5.0,,,,1.0,1.0,2.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,
14065719,home,Auxerre,Elisha Owusu,,,elisha-owusu,E. Owusu,M,42,179.0,1294,M,904424,EUR,878860800,M,42,42,False,26.0,21.0,2.0,2.0,0.0,10.0,10.0,11.0,16.0,,5.0,6.0,,,,90.0,45.0,6.9,8.0,0.106778,,1,,0.28,0.03,0.31,,,3.0,6.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,2.0,0.02,-0.14,,1.0,,,,1.0,True,,,,,,,,,,,,
14065719,home,Auxerre,Kévin Danois,Kévin Danois,,kevin-danois,K. Danois,M,5,183.0,449,M,1151803,EUR,1088380800,M,5,5,False,36.0,29.0,3.0,2.0,0.0,12.0,16.0,17.0,20.0,,3.0,9.0,1.0,,,89.0,56.0,6.5,16.0,0.350001,,1,,0.29,0.25,-0.12,,3.0,1.0,8.0,3.0,,,2.0,2.0,2.0,2.0,2.0,0.0211,0.01,1.0,,1.0,,,2.0,,1.0,,,,,,,,,,,
14065719,home,Auxerre,Danny Namaso,,,danny-namaso,D. Namaso,F,19,182.0,4899,M,867440,EUR,967420800,M,19,19,False,24.0,18.0,2.0,2.0,0.0,10.0,10.0,8.0,14.0,4.0,11.0,5.0,4.0,,,90.0,48.0,7.0,13.0,0.10076,,4,,0.23,0.31,-0.13,,,2.0,7.0,2.0,2.0,1.0,,1.0,1.0,5.0,2.0,0.1637,-0.4,1.0,,2.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,
