match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_interceptionWon,stat_fouls,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_goodHighClaim
11352521,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,18.0,5.0,18.0,5.0,1.0,6.0,4.0,12.0,1.0,1.0,6.0,3.0,5.0,90.0,26.0,6.9,13.0,0.00049875,0,-0.6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352521,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,138024,EUR,714441600,D,5,5,False,34.0,27.0,5.0,2.0,12.0,14.0,18.0,23.0,,4.0,5.0,,,90.0,50.0,7.5,10.0,0.240302,0,,,,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
11352521,home,West Ham United,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2680,M,829022,EUR,881798400,D,15,15,False,34.0,25.0,7.0,3.0,13.0,16.0,12.0,18.0,2.0,4.0,5.0,,,90.0,49.0,6.8,9.0,0.00308543,0,,,,,,,1.0,2.0,,,,7.0,2.0,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,
11352521,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,139227,EUR,783216000,D,4,4,False,22.0,16.0,4.0,2.0,12.0,16.0,4.0,6.0,2.0,3.0,2.0,,,90.0,37.0,7.0,7.0,0.00162239,1,,,,,,,1.0,2.0,,,,8.0,1.0,,,,1.0,1.0,True,1.0,3.0,1.0,0.0313,,,,,,,,,,,
11352521,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,155997,EUR,775872000,D,33,33,False,53.0,40.0,7.0,4.0,10.0,14.0,32.0,42.0,2.0,9.0,6.0,,,90.0,90.0,9.6,21.0,0.147207,1,,,,1.0,3.0,2.0,1.0,5.0,4.0,2.0,,1.0,4.0,4.0,1.0,4.0,5.0,,,,1.0,2.0,0.0412,1.0,1.0,1.0,1.0,1.0,0.5074,,,,,
11352521,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,799041,EUR,793843200,M,28,28,False,32.0,26.0,1.0,,12.0,13.0,14.0,19.0,6.0,9.0,5.0,,,90.0,54.0,7.1,8.0,0.00743306,2,,,,,,,3.0,6.0,1.0,,,8.0,2.0,2.0,1.0,,2.0,,,,2.0,1.0,0.4832,2.0,,,,,,1.0,2.0,1.0,,
11352521,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,847151,EUR,877651200,M,19,19,False,52.0,39.0,3.0,2.0,19.0,26.0,20.0,26.0,2.0,5.0,6.0,,,90.0,77.0,6.8,19.0,0.0139827,0,,,,,,,1.0,7.0,3.0,2.0,,4.0,1.0,,,2.0,4.0,1.0,,,,1.0,,,4.0,,,,,,,,EdsonAlvarez19,
11352521,home,West Ham United,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,905163,EUR,965174400,M,14,14,False,31.0,25.0,3.0,,7.0,7.0,20.0,30.0,1.0,8.0,7.0,,,89.0,66.0,7.4,22.0,0.502101,6,,,,1.0,6.0,2.0,3.0,12.0,9.0,5.0,1.0,,1.0,,1.0,2.0,,1.0,,,,4.0,0.1384,,4.0,1.0,,,0.0163,,5.0,,Kudus,
11352521,home,West Ham United,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,7,7,False,47.0,44.0,2.0,2.0,12.0,13.0,32.0,36.0,1.0,4.0,3.0,,,90.0,58.0,7.8,6.0,0.0209868,2,,,,,2.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,0.0749,,,1.0,,,0.078,,1.0,,prowsey16,
11352521,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,42.0,36.0,4.0,2.0,4.0,4.0,33.0,39.0,2.0,6.0,6.0,,,76.0,67.0,6.9,14.0,0.200172,2,,,,,1.0,1.0,1.0,9.0,4.0,,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,0.1542,,3.0,,,,,,2.0,,Paqueta,
