match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,captain,stat_outfielderBlock,stat_totalOffside,player_sofascoreId
11407514,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,17.0,3.0,15.0,1.0,2.0,4.0,1.0,13.0,1.0,1.0,8.0,1.0,4.0,5.0,1.0,90.0,26.0,7.8,14.0,0.00054661,0,0.5757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407514,home,Udinese,João Ferreira,,,joao-ferreira,J. Ferreira,D,13,185,384,M,976401,EUR,985219200,D,13,13,False,27.0,22.0,2.0,1.0,15.0,17.0,8.0,11.0,7.0,3.0,3.0,1.0,,,,90.0,50.0,7.5,8.0,0.00592166,0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
11407514,home,Udinese,Nehuén Pérez,,,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,19.0,16.0,3.0,1.0,11.0,12.0,5.0,7.0,6.0,6.0,1.0,1.0,,,,90.0,32.0,7.3,3.0,0.00280205,0,,,,2.0,3.0,,,,3.0,1.0,,,1.0,4.0,1.0,,,,,,,,,,,,,,
11407514,home,Udinese,Thomas Kristensen,Thomas Kristensen,,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,13.0,9.0,4.0,1.0,6.0,6.0,3.0,7.0,5.0,3.0,1.0,1.0,,,,90.0,27.0,7.0,9.0,0.00077917,1,,,,,2.0,1.0,,,1.0,2.0,1.0,,1.0,2.0,,1.0,0.0562,,,,,,,,,,,,
11407514,home,Udinese,Festy Ebosele,,,festy-ebosele,F. Ebosele,D,36,180,593,M,983059,EUR,1028246400,M,2,2,False,4.0,4.0,,,1.0,1.0,4.0,6.0,6.0,,1.0,3.0,,,,70.0,23.0,6.7,10.0,0.249077,1,,3.0,1.0,,10.0,1.0,7.0,2.0,,1.0,1.0,,1.0,,,,0.0282,3.0,1.0,0.0455,,,,,,,,,
11407514,home,Udinese,Sandi Lovrić,,,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,4,4,False,16.0,14.0,,,3.0,4.0,12.0,22.0,1.0,,6.0,,,,,90.0,36.0,7.2,12.0,0.060228,2,,10.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,1.0,,2.0,1.0,0.0641,,,,1.0,1.0,1.0,,,,,,
11407514,home,Udinese,Walace,,,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,22.0,18.0,3.0,2.0,9.0,11.0,9.0,11.0,2.0,1.0,8.0,2.0,,,,80.0,31.0,7.0,5.0,0.0132445,0,,,,,3.0,2.0,,,4.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,
11407514,home,Udinese,Martín Payero,,,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,32,32,False,17.0,15.0,2.0,,3.0,3.0,12.0,14.0,9.0,,9.0,2.0,,,,90.0,45.0,7.8,11.0,0.0106733,5,,,,1.0,8.0,1.0,5.0,3.0,1.0,4.0,4.0,1.0,2.0,,,1.0,0.1786,2.0,3.0,0.583,,,1.0,1.0,,,,,
11407514,home,Udinese,Hassane Kamara,,,hassane-kamara,H. Kamara,M,11,168,1023,M,351434,EUR,762825600,M,12,12,False,22.0,18.0,1.0,1.0,7.0,7.0,12.0,17.0,2.0,1.0,1.0,1.0,,,,87.0,33.0,6.9,7.0,0.041372,1,,2.0,1.0,,1.0,,2.0,1.0,,,,,,,1.0,,0.1988,,1.0,0.5865,,,,,1.0,,,,
11407514,home,Udinese,Roberto Pereyra,,,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,F,37,37,False,18.0,13.0,1.0,1.0,1.0,1.0,12.0,18.0,2.0,2.0,2.0,1.0,,,,81.0,38.0,7.3,14.0,0.0336293,2,,1.0,,1.0,6.0,1.0,2.0,,,1.0,1.0,5.0,2.0,,2.0,1.0,0.2051,,1.0,0.0408,,,,1.0,,True,,,
