match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_wasFouled,stat_challengeLost,captain,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,stat_blockedScoringAttempt,stat_shotOffTarget,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_outfielderBlock,player_sofascoreId
10388257,home,1. FSV Mainz 05,Nelson Weiper,nelson-weiper,N. Weiper,F,44,192,1136,M,1152505,EUR,1111017600,F,44,44,True,4.0,3.0,,,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,,,9.0,6.0,7.3,2.0,0.6912,0.9736,0.00259354,1,,Nelson Weiper,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,
10388257,home,1. FSV Mainz 05,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388257,home,1. FSV Mainz 05,Aarón Martín,aaron-martin,A. Martín,D,3,180,1160,M,797286,EUR,861667200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388257,home,1. FSV Mainz 05,Alexander Hack,alexander-hack,A. Hack,D,42,186,103,M,142208,EUR,747446400,D,42,42,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388257,home,1. FSV Mainz 05,Aymen Barkok,aymen-barkok,A. Barkok,M,6,188,1379,M,856594,EUR,895708800,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388257,home,1. FSV Mainz 05,Delano Burgzorg,delano-burgzorg,D. Burgzorg,M,11,185,220,M,914276,EUR,910396800,F,37,37,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,31.0,18.0,23.0,10.0,8.0,8.0,10.0,23.0,,,2.0,15.0,3.0,6.0,8.0,1.0,90.0,51.0,8.2,13.0,0.0,0.0,0.00550295,0,-0.0545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Niklas Stark,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,False,48.0,41.0,4.0,2.0,32.0,35.0,9.0,14.0,,2.0,4.0,6.0,,,,,90.0,60.0,6.8,8.0,0.0,0.0,0.00443173,0,,,,1.0,,4.0,,1.0,2.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,1.0,
10388257,away,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,71.0,56.0,16.0,10.0,39.0,46.0,17.0,25.0,3.0,4.0,4.0,7.0,,,,,90.0,79.0,6.9,15.0,0.0,0.0,0.0117206,0,,,,,,5.0,,1.0,1.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,42.0,31.0,11.0,6.0,20.0,23.0,11.0,19.0,1.0,4.0,8.0,4.0,,,,,90.0,62.0,6.6,13.0,0.0317,0.0,0.00350578,1,,,,,,4.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,True,,,,,,,,1.0,,,,,
10388257,away,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,46.0,28.0,8.0,2.0,15.0,22.0,14.0,29.0,,5.0,2.0,6.0,,,,,90.0,77.0,7.3,28.0,0.0411,0.0,0.186968,1,,,,5.0,1.0,5.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,5.0,3.0,1.0,1.0,,,1.0,1.0,,,1.0,
10388257,away,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,34.0,24.0,3.0,,9.0,11.0,15.0,28.0,1.0,8.0,2.0,5.0,,,,,73.0,61.0,6.3,23.0,0.0,0.0,0.0133439,0,,,,5.0,,8.0,,,1.0,,2.0,2.0,,3.0,1.0,,,8.0,3.0,,,,,,,,,,
10388257,away,SV Werder Bremen,Christian Groß,christian-gross,C. Groß,D,,182,27,M,40323,EUR,602899200,M,36,36,False,31.0,23.0,4.0,1.0,14.0,19.0,9.0,12.0,1.0,2.0,2.0,6.0,,,,,63.0,35.0,6.4,8.0,0.0,0.0,0.00555362,0,,,,,,5.0,,1.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,33.0,24.0,3.0,1.0,16.0,20.0,8.0,14.0,2.0,2.0,3.0,5.0,,,,,90.0,43.0,7.0,10.0,0.0643,0.1145,0.0236921,1,,,,1.0,,3.0,1.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,,1.0,1.0,
10388257,away,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,M,3,3,False,27.0,21.0,4.0,3.0,13.0,18.0,8.0,9.0,,,2.0,7.0,,,,,62.0,36.0,6.7,8.0,0.0149,0.0,0.00459545,1,,,,,,3.0,,3.0,,,1.0,,2.0,,,,,1.0,,,,,,1.0,,,,,
10388257,away,SV Werder Bremen,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,132645,EUR,729216000,F,11,11,False,40.0,26.0,1.0,1.0,9.0,9.0,17.0,31.0,9.0,13.0,,5.0,,,,,90.0,57.0,7.3,22.0,0.7427,1.0243,0.0657939,4,,,,,,15.0,3.0,,,,5.0,5.0,8.0,3.0,,,,2.0,1.0,,,1.0,,1.0,2.0,1.0,1.0,,niclas.fuellkrug24
10388257,away,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,15.0,13.0,3.0,2.0,1.0,1.0,14.0,19.0,1.0,2.0,2.0,1.0,,,,,73.0,27.0,7.0,8.0,0.0443,0.0,0.109024,1,,,,5.0,2.0,1.0,,,,,3.0,1.0,,1.0,,,,,,,2.0,,,1.0,,,,,
10388257,away,SV Werder Bremen,Lee Buchanan,lee-buchanan,L. Buchanan,D,3,175,143,M,973785,EUR,983923200,D,26,26,True,13.0,5.0,6.0,2.0,3.0,6.0,2.0,7.0,,1.0,,3.0,,,,,28.0,21.0,6.0,9.0,0.0,0.0,0.00338395,0,,,,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Ilia Gruev,ilia-gruev,I. Gruev,M,44,185,2652,M,911679,EUR,957571200,M,28,28,True,17.0,16.0,1.0,1.0,9.0,9.0,7.0,8.0,1.0,2.0,1.0,3.0,,,,,27.0,21.0,6.4,1.0,0.0,0.0,0.0089152,0,,,,,,2.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,True,7.0,6.0,,,3.0,3.0,3.0,4.0,1.0,1.0,,3.0,,,,,17.0,9.0,6.3,2.0,0.0,0.0,0.00350032,0,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
10388257,away,SV Werder Bremen,Maximilian Philipp,maximilian-philipp,M. Philipp,F,26,184,492,M,171927,EUR,762480000,F,17,17,True,6.0,4.0,1.0,,2.0,4.0,2.0,2.0,,1.0,,,,,,,17.0,7.0,6.4,2.0,0.0,0.0,0.029132,0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Jean-Manuel Mbom,jean-manuel-mbom,J. Mbom,D,18,185,90,M,941342,EUR,951350400,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Fabio Chiarodia,fabio-chiarodia,F. Chiarodia,D,2,186,609,M,1130067,EUR,1117929600,D,39,39,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Fabio Chiarodia,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Niklas Schmidt,niklas-schmidt,N. Schmidt,M,31,183,151,M,795002,EUR,888710400,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388257,away,SV Werder Bremen,Eren Dinkçi,eren-dinkci,E. Dinkçi,M,8,188,848,M,1067120,EUR,1008201600,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
