match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,length,playerName,rescinded,reason
14573091,FT,3.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
14573091,,,,,90,5.0,,1,,,substitution,125247485.0,False,True,regular,,,,,,
14573091,,,,,90,5.0,,1,,,substitution,125247484.0,False,True,regular,,,,,,
14573091,,3.0,1.0,,90,2.0,,1,,,goal,331935724.0,,True,regular,64384.0,Kristinn Jónsson,,,,
14573091,,,,,90,0.0,,1,,,injuryTime,,,,,,,4.0,,,
14573091,,,,,88,,,3,,,substitution,125247439.0,False,True,regular,,,,,,
14573091,,,,,88,,,3,,,substitution,125247438.0,False,True,regular,,,,,,
14573091,,,,,84,,,7,,,card,124431537.0,,True,yellow,2203670.0,Ágúst Orri Thorsteinsson,,Ágúst Orri Thorsteinsson,False,
14573091,,,,,84,,,7,,,substitution,125247388.0,True,False,injury,,,,,,
14573091,,,,,83,,,8,,,substitution,125247382.0,False,False,regular,,,,,,
14573091,,,,,75,,,16,,,substitution,125247296.0,False,True,regular,,,,,,
14573091,,2.0,1.0,,74,,,17,,,goal,331934129.0,,True,regular,957138.0,Óli Valur Ómarsson,,,,
14573091,,,,,69,,,22,,,card,124431453.0,,True,yellow,1029004.0,Arnór Gauti Jónsson,,Arnór Gauti Jónsson,False,Foul
14573091,,,,,69,,,22,,,substitution,125247160.0,False,False,regular,,,,,,
14573091,,,,,61,,,30,,,substitution,125247109.0,True,False,injury,,,,,,
14573091,HT,1.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
14573091,,,,,45,0.0,,1,,,injuryTime,,,,,,,1.0,,,
14573091,,1.0,1.0,,35,,,11,,,goal,331929253.0,,True,regular,796721.0,Viktor Orn Margeirsson,,,,
14573091,,0.0,1.0,,32,,,14,,,goal,331928801.0,,False,regular,204272.0,Graham Burke,,,,
14573091,,,,,-5,,,6,,,card,124431521.0,,False,yellow,,,,Stephen Bradley,False,Argument
