match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_interceptionWon,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal,stat_errorLeadToAShot
12421216,home,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185.0,265,M,122399,EUR,712800000,G,26,26,False,True,49.0,41.0,23.0,15.0,0.0,35.0,36.0,6.0,13.0,1.0,12.0,3.0,90.0,61.0,7.8,8.0,0.00193866,0,0.5932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421216,home,RSC Anderlecht,Killian Sardella,,,killian-sardella,K. Sardella,D,54,177.0,482,M,909964,EUR,1020297600,D,54,54,False,,43.0,37.0,2.0,1.0,1.0,15.0,18.0,23.0,30.0,2.0,2.0,,90.0,71.0,8.0,17.0,0.352041,1,,5.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0427,0.3032,2.0,,,,,,,,,,,,,,,,
12421216,home,RSC Anderlecht,Adryelson,,,adryelson,Adryelson,D,34,184.0,1087,M,795261,EUR,890611200,D,34,34,False,,57.0,50.0,5.0,2.0,0.0,44.0,46.0,6.0,12.0,5.0,2.0,,90.0,67.0,7.0,10.0,0.0030759,0,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
12421216,home,RSC Anderlecht,Lucas Hey,Lucas Hey,,lucas-hey,L. Hey,D,3,189.0,338,M,1122698,EUR,1050192000,D,3,3,False,,73.0,68.0,3.0,2.0,0.0,52.0,56.0,16.0,17.0,3.0,4.0,,90.0,82.0,7.3,5.0,0.0151721,1,,,,3.0,2.0,7.0,,1.0,,2.0,1.0,,2.0,,0.4131,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,
12421216,home,RSC Anderlecht,Ludwig Augustinsson,,,ludwig-augustinsson,L. Augustinsson,D,6,181.0,394,M,138546,EUR,766886400,D,6,6,False,,53.0,43.0,9.0,4.0,0.0,21.0,25.0,23.0,36.0,1.0,3.0,,90.0,82.0,7.4,17.0,0.0938758,1,,8.0,1.0,3.0,2.0,6.0,1.0,,,2.0,1.0,,,1.0,0.0371,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,
12421216,home,RSC Anderlecht,Leander Dendoncker,,,leander-dendoncker,L. Dendoncker,M,20,188.0,1662,M,190405,EUR,797904000,M,32,32,False,,41.0,35.0,,,0.0,22.0,25.0,13.0,16.0,1.0,7.0,,90.0,59.0,6.6,8.0,0.0120852,3,,,,2.0,7.0,8.0,,,1.0,5.0,4.0,1.0,1.0,1.0,0.6018,0.8251,,,,5.0,2.0,2.0,,,1.0,1.0,,,,,,,
12421216,home,RSC Anderlecht,Thorgan Hazard,,,thorgan-hazard,T. Hazard,F,11,174.0,3646,M,94286,EUR,733363200,M,11,11,False,,41.0,32.0,2.0,2.0,0.0,10.0,14.0,24.0,31.0,,5.0,,84.0,62.0,7.6,16.0,0.43818,0,,4.0,2.0,1.0,7.0,9.0,5.0,1.0,,2.0,2.0,2.0,4.0,2.0,,,3.0,,,2.0,,,2.0,,,,THazard,,,,,,
12421216,home,RSC Anderlecht,Mario Stroeykens,Mathieu,Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177.0,3682,M,1101702,EUR,1096416000,M,29,29,False,,42.0,36.0,1.0,1.0,0.0,15.0,17.0,21.0,25.0,,4.0,,84.0,51.0,6.5,11.0,0.0157478,0,,,,,6.0,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,3.0,,,1.0,,,,,
12421216,home,RSC Anderlecht,Yari Verschaeren,,,verschaeren-yari,Y. Verschaeren,M,10,172.0,1145,M,901898,EUR,994896000,M,10,10,False,,32.0,29.0,3.0,2.0,0.0,19.0,19.0,10.0,15.0,,3.0,,69.0,41.0,7.0,8.0,0.0103619,1,,2.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,0.0777,,1.0,,,,,1.0,,,1.0,,,,,,,,
12421216,home,RSC Anderlecht,César Huerta,,,cesar-huerta,C. Huerta,M,21,173.0,5239,M,905257,EUR,975801600,M,21,21,False,,23.0,15.0,,,1.0,5.0,8.0,10.0,17.0,,3.0,,89.0,41.0,7.2,17.0,0.0864515,1,,2.0,,,9.0,4.0,4.0,1.0,,1.0,,3.0,2.0,2.0,0.0257,,3.0,1.0,,3.0,,,1.0,1.0,,,,1.0,,,,,
12421216,home,RSC Anderlecht,Kasper Dolberg,,,kasper-dolberg,K. Dolberg,F,9,187.0,4191,M,795761,EUR,876096000,F,12,12,False,,11.0,9.0,,,0.0,3.0,3.0,6.0,8.0,,1.0,,69.0,18.0,8.5,3.0,0.00577305,4,,,,2.0,1.0,3.0,,,3.0,,,1.0,1.0,1.0,0.4634,0.6445,,,,,,,,1.0,,1.0,KDolberg,,2.0,,,,
