match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_bigChanceCreated,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalCross,captain,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_lastManTackle,stat_wonContest,stat_bigChanceMissed,stat_outfielderBlock,stat_totalOffside,stat_hitWoodwork,stat_punches,stat_errorLeadToAShot,player_sofascoreId
14065117,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,28.0,13.0,25.0,10.0,0.0,4.0,7.0,9.0,21.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,90.0,37.0,7.0,15.0,0.00222237,0.0237,0,0.2529,0.15,0.01,-0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065117,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,19.0,13.0,5.0,1.0,0.0,7.0,9.0,6.0,10.0,7.0,8.0,5.0,2.0,,,,90.0,33.0,8.6,9.0,0.0222989,,3,,0.18,0.0,-0.13,,,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0.6267,1.6148,1.0,0.69,,,,,,,,,,,,,,,,,,,,
14065117,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,17.0,13.0,6.0,4.0,0.0,5.0,5.0,8.0,12.0,1.0,5.0,4.0,3.0,,,,90.0,26.0,6.8,4.0,0.0738023,,0,,0.28,0.01,-0.06,,,,2.0,6.0,,,,,2.0,,,,1.0,,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,
14065117,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,28.0,20.0,8.0,4.0,0.0,7.0,7.0,13.0,21.0,2.0,2.0,8.0,1.0,,,,90.0,46.0,6.7,11.0,0.0188316,,0,,0.16,0.16,-0.11,,,,,3.0,,,,2.0,,2.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,
14065117,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,6.0,4.0,,,1.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,,,,39.0,20.0,6.8,7.0,0.152961,,0,,0.26,0.04,-0.06,,,,,5.0,,,,,1.0,,,,2.0,,1.0,1.0,,1.0,2.0,3.0,True,2.0,1.0,1.0,,,,,,,,,,
14065117,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,24.0,18.0,4.0,2.0,0.0,7.0,8.0,11.0,16.0,1.0,6.0,4.0,5.0,,,,90.0,44.0,8.5,11.0,0.0360403,,2,,0.27,0.25,0.69,,,,,4.0,,1.0,1.0,2.0,5.0,,0.1129,0.6628,2.0,0.53,,,4.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,
14065117,home,1. FC Union Berlin,Aljoscha Kemlein,aljoscha-kemlein,A. Kemlein,M,6,185,331,M,1198074,EUR,1091404800,M,6,6,False,52.0,36.0,7.0,3.0,0.0,16.0,18.0,20.0,34.0,4.0,10.0,2.0,5.0,,,,90.0,68.0,7.5,17.0,0.0417854,,1,,0.29,0.12,0.23,,Aljoscha Kemlein,,,1.0,1.0,,,2.0,2.0,1.0,0.0245,,,-0.04,,,2.0,1.0,1.0,,,,,3.0,,,3.0,,,,,,,
14065117,home,1. FC Union Berlin,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1916,M,886737,EUR,918086400,M,39,39,False,18.0,15.0,1.0,1.0,0.0,5.0,5.0,10.0,13.0,,2.0,4.0,5.0,,,,69.0,51.0,6.7,19.0,0.0572938,,3,,0.25,0.01,0.21,,,,,7.0,1.0,1.0,,,1.0,3.0,0.1442,0.2728,,0.06,1.0,,1.0,1.0,4.0,9.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,,
14065117,home,1. FC Union Berlin,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,F,21,21,False,18.0,11.0,1.0,1.0,0.0,3.0,3.0,8.0,15.0,,1.0,2.0,4.0,,,,69.0,27.0,6.6,9.0,0.0845633,,2,,-0.12,0.51,0.24,,,,3.0,4.0,1.0,1.0,,,,,0.0832,0.0564,1.0,-0.48,,,,1.0,1.0,2.0,,,,,,,,,,1.0,,,,
14065117,home,1. FC Union Berlin,Ilyas Ansah,ansah-ilyas,I. Ansah,F,10,197,2076,M,1462742,EUR,1099872000,F,10,10,False,16.0,13.0,1.0,1.0,0.0,1.0,1.0,12.0,15.0,,4.0,,4.0,,,,76.0,35.0,6.8,13.0,0.0142326,,1,,0.05,-0.31,0.39,,,,1.0,6.0,1.0,,,,,5.0,0.0761,,,0.01,,,,3.0,,,,,2.0,4.0,,,1.0,,1.0,,1.0,,,
