match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,captain,stat_totalContest,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_totalOffside,stat_goals,stat_goalAssist
10385573,home,Leicester City,Danny Ward,danny-ward,D. Ward,G,21,191,698,M,197428,EUR,740707200,G,1,1,False,55.0,46.0,16.0,7.0,44.0,45.0,2.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,90.0,64.0,6.7,9.0,0.0,0.0,0.00131939,0,0.1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385573,home,Leicester City,James Justin,james-justin,J. Justin,D,24,183,1165,M,827681,EUR,888192000,D,2,2,False,55.0,42.0,5.0,2.0,24.0,28.0,18.0,29.0,6.0,,4.0,7.0,,,,90.0,80.0,7.2,17.0,0.1849,0.0,0.0128919,1,,,,2.0,5.0,3.0,7.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,
10385573,home,Leicester City,Wilfred Ndidi,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,D,25,25,False,90.0,81.0,3.0,1.0,68.0,71.0,13.0,19.0,,,5.0,13.0,,,,90.0,105.0,7.3,10.0,0.0,0.0,0.0047606,0,,,,,,1.0,4.0,,,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10385573,home,Leicester City,Jonny Evans,jonny-evans,J. Evans,D,,188,4344,M,30144,EUR,568166400,D,6,6,False,93.0,80.0,14.0,8.0,62.0,66.0,18.0,27.0,1.0,,1.0,9.0,,,,90.0,108.0,7.7,13.0,0.0,0.0,0.00700338,0,,,,,,4.0,6.0,,1.0,7.0,2.0,,,,1.0,6jevans,True,,,,,,,,,,,,,
10385573,home,Leicester City,Luke Thomas,luke-thomas,L. Thomas,D,33,178,491,M,991584,EUR,992131200,D,33,33,False,51.0,43.0,4.0,1.0,23.0,25.0,20.0,28.0,2.0,1.0,3.0,6.0,,,,90.0,79.0,6.9,12.0,0.0,0.0,0.00670007,0,,,,2.0,1.0,2.0,6.0,,,,2.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
10385573,home,Leicester City,Boubakary Soumaré,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,42,42,False,48.0,40.0,2.0,2.0,23.0,25.0,17.0,23.0,5.0,2.0,,7.0,,,,90.0,59.0,6.9,10.0,0.0,0.0,0.0161795,0,,,,,1.0,3.0,10.0,,,,5.0,4.0,,2.0,,,,,,2.0,,,,,,,,,,
10385573,home,Leicester City,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,356398,EUR,848707200,M,10,10,False,45.0,35.0,3.0,2.0,13.0,15.0,22.0,33.0,6.0,1.0,,7.0,,,,90.0,66.0,6.8,19.0,0.2031,0.4789,0.030308,3,,,,3.0,,1.0,6.0,1.0,,1.0,2.0,1.0,1.0,3.0,,Madders,,2.0,,3.0,1.0,1.0,2.0,,,,,,,
10385573,home,Leicester City,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,331737,EUR,862963200,M,8,8,False,65.0,53.0,5.0,1.0,28.0,30.0,25.0,35.0,4.0,1.0,1.0,5.0,,,,76.0,73.0,7.0,13.0,0.0,0.0,0.0261976,0,,,,,,,4.0,,,1.0,3.0,1.0,,,2.0,youritielemans,,1.0,1.0,1.0,,,2.0,,,,,,,
10385573,home,Leicester City,Kiernan Dewsbury-Hall,dewsbury-hall-kiernan,K. Dewsbury-Hall,M,22,178,10632,M,861970,EUR,905040000,M,22,22,False,48.0,35.0,5.0,2.0,16.0,20.0,20.0,31.0,2.0,,,9.0,,,,90.0,70.0,7.7,18.0,0.0686,0.114,0.157661,3,,,,3.0,1.0,,9.0,,,1.0,4.0,2.0,3.0,3.0,1.0,kdh_8,,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,
10385573,home,Leicester City,Harvey Barnes,harvey-barnes,H. Barnes,F,11,181,5550,M,855647,EUR,881625600,M,7,7,False,25.0,19.0,,,3.0,6.0,16.0,21.0,12.0,2.0,,3.0,,,,90.0,48.0,5.6,18.0,0.2395,0.0,0.0726655,2,,,,2.0,3.0,,2.0,2.0,,1.0,,,3.0,1.0,,,,5.0,1.0,3.0,,,,,,1.0,,,,
