match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,player_gender,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_goodHighClaim,stat_goals,stat_goalAssist
11061798,home,SC Heerenveen,Xavier Mous,,,xavier-mous,X. Mous,G,188,36,352328,EUR,807494400,G,1,1,False,40.0,27.0,24.0,11.0,21.0,24.0,6.0,16.0,9.0,5.0,6.0,90.0,50.0,7.6,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061798,home,SC Heerenveen,Milan van Ewijk,,,milan-van-ewijk,M. v. Ewijk,D,175,698,948723,EUR,968371200,D,27,27,False,42.0,30.0,7.0,4.0,16.0,19.0,14.0,23.0,11.0,,,90.0,62.0,7.1,15.0,1,27,M,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11061798,home,SC Heerenveen,Jeffrey Bruma,,,jeffrey-bruma,J. Bruma,D,190,56,87223,EUR,689990400,D,25,25,False,49.0,38.0,10.0,5.0,26.0,30.0,12.0,19.0,6.0,,,90.0,65.0,7.1,12.0,0,,M,,5.0,1.0,1.0,,4.0,3.0,3.0,3.0,,,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11061798,home,SC Heerenveen,Paweł Bochniewicz,,,pawel-bochniewicz,P. Bochniewicz,D,194,796,286097,EUR,822960000,D,5,5,False,56.0,43.0,13.0,7.0,28.0,29.0,15.0,27.0,5.0,,,90.0,70.0,7.5,13.0,2,4,M,6.0,10.0,,,1.0,5.0,,4.0,3.0,,,3.0,,2.0,,,True,3.0,1.0,,,,,,,,,,,
11061798,home,SC Heerenveen,Mats Köhlert,,,mats-kohlert,M. Köhlert,D,168,173,794998,EUR,894067200,D,7,7,False,46.0,35.0,7.0,5.0,17.0,23.0,19.0,24.0,8.0,,,90.0,61.0,6.9,13.0,0,27,M,,2.0,2.0,2.0,,,2.0,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,
11061798,home,SC Heerenveen,Anas Tahiri,,,anas-tahiri,A. Tahiri,M,179,259,544156,EUR,800496000,M,26,26,False,59.0,52.0,5.0,3.0,21.0,21.0,32.0,41.0,2.0,,,86.0,69.0,7.3,9.0,0,19,M,,3.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,3.0,1.0,1.0,,,,,,,,
11061798,home,SC Heerenveen,Simon Olsson,,,simon-olsson,S. Olsson,M,185,160,850851,EUR,874195200,M,19,19,False,53.0,47.0,6.0,4.0,26.0,29.0,21.0,25.0,11.0,,,90.0,62.0,6.8,9.0,0,10,M,2.0,4.0,3.0,2.0,,1.0,,,,,2.0,4.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,
11061798,home,SC Heerenveen,Ché Nunnely,Ché,Nunnely,che-nunnely,C. Nunnely,M,170,190,825841,EUR,918086400,M,24,24,False,18.0,15.0,,,5.0,6.0,10.0,14.0,5.0,,,81.0,32.0,6.2,10.0,1,11,M,,2.0,1.0,,,,,,,3.0,1.0,8.0,,,2.0,1.0,,3.0,,2.0,,3.0,1.0,1.0,,,,,,
11061798,home,SC Heerenveen,Rami Al Hajj,,,rami-al-hajj,R. Al Hajj,M,180,219,978289,EUR,1000684800,M,22,22,False,28.0,22.0,1.0,1.0,8.0,8.0,14.0,21.0,9.0,,,86.0,46.0,7.4,9.0,5,22,M,1.0,6.0,2.0,1.0,2.0,,,2.0,,1.0,1.0,3.0,,,2.0,1.0,,1.0,3.0,1.0,,,,,1.0,,,,,
11061798,home,SC Heerenveen,Osame Sahraoui,,,osame-sahraoui,O. Sahraoui,M,170,7349,965357,EUR,992217600,M,20,20,False,29.0,23.0,,,6.0,6.0,18.0,25.0,3.0,,,90.0,58.0,7.2,15.0,2,11,M,1.0,10.0,6.0,4.0,2.0,,1.0,2.0,2.0,4.0,5.0,4.0,1.0,,3.0,,,,,2.0,1.0,1.0,,,,osamesahraoui,,,,
