match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,rescinded,id,isHome,incidentClass,player_id,player_name,length,from,period,injury
12512554,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
12512554,,,,,90,3.0,,1,,,card,False,121456951.0,True,yellow,859713.0,Marco Imperiale,,,,
12512554,,,,,90,0.0,,1,,,injuryTime,,,,,,,7.0,,,
12512554,,2.0,1.0,,89,,,2,,,goal,,185499643.0,True,regular,1068581.0,Leonardo Cerri,,regular,period2,
12512554,,,,,81,,,10,,,substitution,,122900767.0,False,regular,,,,,,False
12512554,,,,,81,,,10,,,substitution,,122900766.0,False,regular,,,,,,False
12512554,,,,,78,,,13,,,substitution,,122900762.0,True,regular,,,,,,False
12512554,,,,,65,,,26,,,card,False,121456924.0,True,yellow,806058.0,Manuel Cicconi,,,,
12512554,,,,,63,,,28,,,substitution,,122900758.0,True,regular,,,,,,False
12512554,,,,,56,,,35,,,card,False,121456846.0,False,yellow,265147.0,Salvatore Monaco,,,,
12512554,,,,,56,,,35,,,card,False,121456845.0,True,yellow,363872.0,Giuseppe Panico,,,,
12512554,,1.0,1.0,,54,,,37,,,goal,,185499059.0,False,regular,989995.0,Gabriel Popovic,,regular,period2,
12512554,,,,,50,,,41,,,card,False,121456804.0,True,yellow,560434.0,Nicolas Schiavi,,,,
12512554,,,,,46,,,45,,,substitution,,122900757.0,True,regular,,,,,,False
12512554,,,,,46,,,45,,,substitution,,122900753.0,True,regular,,,,,,False
12512554,,1.0,0.0,,46,,,45,,,goal,,185498832.0,True,regular,1152834.0,Luigi Cherubini,,regular,period2,
12512554,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
12512554,,,,,45,0.0,,1,,,injuryTime,,,,,,,3.0,,,
12512554,,,,,32,,,14,,,card,False,121456753.0,True,yellow,967738.0,Riccardo Palmieri,,,,
12512554,,,,,27,,,19,,,card,False,121456655.0,False,yellow,989995.0,Gabriel Popovic,,,,
