match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_wonTackle,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,stat_onTargetScoringAttempt,player_sofascoreId,captain,stat_goals,stat_errorLeadToAGoal,stat_ownGoals
11067309,home,Grêmio,Caíque,,,caique,Caíque,G,97,198,375,M,839514,EUR,870307200,G,31,31,False,17.0,6.0,13.0,2.0,5.0,8.0,1.0,9.0,1.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,90.0,30.0,7.5,12.0,0.0,0.0,0.00027074,0,1.0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067309,home,Grêmio,João Pedro,,,joao-pedro,J. Pedro,D,18,179,1116,M,605528,EUR,848016000,D,18,18,False,30.0,25.0,2.0,,12.0,13.0,14.0,18.0,3.0,7.0,5.0,2.0,,,,,,,,90.0,51.0,6.7,10.0,0.0719,0.0,0.0505852,1,,1.0,1.0,2.0,8.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,
11067309,home,Grêmio,Rodrigo Ely,,,rodrigo-ely,R. Ely,D,5,188,865,M,168745,EUR,752284800,D,5,5,False,41.0,35.0,7.0,4.0,24.0,27.0,11.0,14.0,3.0,4.0,3.0,4.0,,,,,,,,90.0,51.0,7.3,6.0,0.0,0.0,0.00553815,0,,,,6.0,7.0,,,,,,,1.0,,1.0,,3.0,1.0,,,,,,,,,,,,
11067309,home,Grêmio,Walter Kannemann,,,walter-kannemann,W. Kannemann,D,4,183,2119,M,249647,EUR,668908800,D,4,4,False,32.0,27.0,3.0,2.0,17.0,19.0,10.0,13.0,1.0,1.0,3.0,4.0,,,,,,,,90.0,38.0,6.8,6.0,0.0,0.0,0.00435512,0,,,,3.0,6.0,1.0,,,,,,,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,
11067309,home,Grêmio,Reinaldo,,,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,46.0,36.0,2.0,2.0,14.0,18.0,24.0,31.0,1.0,6.0,5.0,5.0,,,,,,,,90.0,80.0,7.9,16.0,0.0127,0.0,0.276045,1,,3.0,2.0,,5.0,1.0,2.0,2.0,1.0,,1.0,3.0,1.0,1.0,2.0,2.0,,,1.0,3.0,,,,,,,,,
11067309,home,Grêmio,Felipe Carballo,,,felipe-carballo,F. Carballo,M,,177,618,M,805038,EUR,844387200,M,8,8,False,29.0,23.0,1.0,1.0,6.0,9.0,17.0,20.0,1.0,3.0,2.0,3.0,,,,,,,,59.0,34.0,6.5,6.0,0.0,0.0,0.0205317,0,,,,,4.0,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
11067309,home,Grêmio,Mathias Villasanti,,,mathias-villasanti,M. Villasanti,M,20,178,2843,M,1139775,EUR,854064000,M,20,20,False,49.0,42.0,2.0,1.0,16.0,19.0,26.0,30.0,,5.0,3.0,10.0,,,,,,,,90.0,63.0,8.0,7.0,0.0256,0.0,0.224388,1,,,,,3.0,2.0,,1.0,1.0,,,4.0,,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,,,,,,,
11067309,home,Grêmio,Pepê,,,pepe,Pepê,M,6,183,730,M,946945,EUR,884044800,M,23,23,False,49.0,43.0,2.0,1.0,14.0,14.0,29.0,36.0,1.0,3.0,,3.0,,,,,,,,89.0,57.0,6.6,9.0,0.0,0.0,0.0375852,0,,1.0,,2.0,7.0,2.0,,1.0,,,,,2.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,
11067309,home,Grêmio,Franco Cristaldo,,,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,558820,EUR,840067200,M,19,19,False,38.0,28.0,4.0,1.0,10.0,12.0,18.0,26.0,1.0,3.0,1.0,3.0,,,,,,,,72.0,45.0,7.0,10.0,0.0586,0.1152,0.0201091,1,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,
11067309,home,Grêmio,João Pedro Galvão,,,joao-pedro-galvao,João Pedro Galvão,F,9,184,2071,M,123208,EUR,700099200,F,11,11,False,12.0,9.0,,,2.0,2.0,7.0,10.0,1.0,3.0,1.0,2.0,,,,,,,,59.0,20.0,6.5,6.0,0.0177,0.0,0.00740227,1,,,,1.0,6.0,,2.0,,,,,,2.0,4.0,,,,1.0,,,1.0,,,,,,,,
11067309,home,Grêmio,Luis Suárez,,,luis-suarez,L. Suárez,F,9,182,125903,M,16943,EUR,538444800,F,9,9,False,36.0,30.0,4.0,1.0,5.0,7.0,25.0,30.0,,9.0,,3.0,,,,,,,,89.0,55.0,7.9,12.0,0.1728,0.0677,0.0540421,4,,1.0,,1.0,3.0,1.0,,3.0,2.0,,1.0,3.0,4.0,,1.0,,,2.0,,1.0,1.0,1.0,,2.0,ElPistolero,True,1.0,,
11067309,home,Grêmio,Ferreirinha,,,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,F,10,10,True,14.0,11.0,2.0,1.0,5.0,5.0,6.0,9.0,,4.0,,5.0,,,,,,,,31.0,25.0,6.5,9.0,0.0,0.0,0.0161133,0,,,,,4.0,,2.0,4.0,2.0,,,,2.0,,,,,,,,,,,,,,,,
11067309,home,Grêmio,Everton Galdino,,,everton-galdino,Everton Galdino,F,17,177,260,M,871162,EUR,858556800,M,13,13,True,5.0,2.0,,,1.0,1.0,1.0,4.0,,,1.0,,,,,,,,,31.0,14.0,6.0,6.0,0.3189,0.5629,0.00017741,2,,,,,6.0,2.0,2.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,2.0,,,,,
11067309,home,Grêmio,Luan,,,luan,Luan,F,,180,1036,M,386210,EUR,733190400,F,7,7,True,13.0,12.0,3.0,3.0,2.0,2.0,10.0,11.0,,1.0,,2.0,,,,,,,,18.0,15.0,6.9,1.0,0.0,0.0,0.0263778,0,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
11067309,home,Grêmio,Gustavo Martins,Gustavo Martins,,gustavo-martins,G. Martins,D,53,191,1207,M,1105796,EUR,1029024000,D,53,53,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,0.0,0.0,0.00015826,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11067309,home,Grêmio,Juan Iturbe,,,juan-iturbe,J. Iturbe,F,11,170,695,M,146415,EUR,739152000,F,21,21,True,1.0,1.0,,,,,1.0,1.0,,3.0,,1.0,,,,,,,,1.0,7.0,,2.0,0.0,0.0,0.00021024,0,,,,,1.0,,,1.0,1.0,,,2.0,,1.0,,,1.0,2.0,,2.0,,,,,,,,,
11067309,home,Grêmio,Felipe Scheibig,,,felipe-scheibig,Felipe Scheibig,G,25,196,117,M,1122953,EUR,952473600,G,41,41,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067309,home,Grêmio,Bruno Alves,,,bruno-alves,B. Alves,D,3,184,261,M,551810,EUR,671760000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067309,home,Grêmio,Wesley Costa,Wesley Costa,,wesley-costa,Wesley Costa,D,66,181,88,M,1500368,EUR,1073174400,D,51,51,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067309,home,Grêmio,Bruno Uvini,,,bruno-uvini,Bruno Uvini,D,,187,190,M,158267,EUR,675907200,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067309,home,Grêmio,Nathan,,,nathan,Nathan,M,,177,486,M,358538,EUR,826675200,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067309,home,Grêmio,Lucas Besozzi,Lucas Besozzi,,lucas-besozzi,L. Besozzi,M,77,176,272,M,1086339,EUR,1043193600,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067309,home,Grêmio,André Henrique,,,andre-henrique,A. Henrique,F,77,189,1034,M,1463912,EUR,1008547200,F,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067309,away,Cuiabá,Walter,,,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,31.0,26.0,14.0,9.0,23.0,24.0,3.0,7.0,1.0,1.0,1.0,12.0,,2.0,2.0,4.0,1.0,1.0,1.0,90.0,47.0,6.8,5.0,0.0,0.0,0.00065061,0,-1.2542,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,
11067309,away,Cuiabá,Allyson,,,allyson,Allyson,D,3,184,69,M,809194,EUR,656640000,D,34,34,False,61.0,55.0,7.0,4.0,42.0,46.0,13.0,15.0,2.0,6.0,1.0,8.0,,,,,,,,90.0,72.0,6.7,8.0,0.0,0.0,0.0241163,0,,,,2.0,6.0,1.0,,,,,,3.0,1.0,3.0,,,1.0,2.0,,2.0,,,,,,,,,
11067309,away,Cuiabá,Filipe Augusto,,,filipe-augusto,Filipe Augusto,M,6,182,119,M,254561,EUR,745113600,D,5,5,False,72.0,71.0,7.0,6.0,52.0,52.0,21.0,29.0,1.0,4.0,3.0,1.0,,,,,,,,90.0,95.0,7.2,10.0,0.0112,0.0,0.0521253,1,,9.0,2.0,1.0,4.0,,2.0,1.0,1.0,,,2.0,,1.0,,2.0,,,,1.0,1.0,,,,,,,,
11067309,away,Cuiabá,Alan Empereur,,,alan-empereur,A. Empereur,D,33,186,199,M,373740,EUR,763257600,D,33,33,False,64.0,58.0,7.0,5.0,28.0,31.0,30.0,33.0,1.0,1.0,,5.0,,,,,,,,90.0,70.0,6.3,8.0,0.0,0.0,0.0105681,0,,,,,2.0,1.0,1.0,,,,,,,,,,3.0,1.0,,,,,,,,,,,
11067309,away,Cuiabá,Matheus Alexandre,,,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,M,2,2,False,47.0,40.0,2.0,1.0,19.0,23.0,21.0,30.0,,5.0,,5.0,,,,,,,,90.0,72.0,7.0,17.0,0.0,0.0,0.604528,0,,6.0,,1.0,5.0,,,3.0,1.0,,,4.0,,2.0,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,
11067309,away,Cuiabá,Lucas Mineiro,,,lucas-mineiro,L. Mineiro,M,8,188,116,M,840077,EUR,825120000,M,31,31,False,42.0,37.0,1.0,1.0,17.0,18.0,20.0,25.0,3.0,5.0,,3.0,,,,,,,,66.0,50.0,6.6,6.0,0.0537,0.0,0.0414248,2,,1.0,,1.0,4.0,,,,,,,,2.0,4.0,1.0,,1.0,,,,2.0,,,,,,,,
11067309,away,Cuiabá,Denilson,Denilson,,denilson,Denilson,M,8,180,370,M,1175760,EUR,985305600,M,27,27,False,60.0,53.0,9.0,7.0,20.0,20.0,33.0,41.0,,8.0,,3.0,,,,,,,,85.0,74.0,7.2,9.0,0.041,0.0,0.0496242,2,,1.0,,,5.0,1.0,1.0,3.0,3.0,,1.0,2.0,3.0,3.0,1.0,,,,,2.0,1.0,,,,,,,,
