match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_aerialLost,stat_aerialWon,stat_accurateCross,stat_wonContest,stat_unsuccessfulTouch,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,player_firstName,stat_goalAssist,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,player_lastName,stat_bigChanceCreated
11449998,home,Sivasspor,Ali Şaşal Vural,ali-sasal-vural,A. Ş. Vural,G,187.0,62,M,94540,EUR,647568000,G,35,35,False,31.0,22.0,19.0,10.0,21.0,22.0,1.0,9.0,1.0,1.0,3.0,12.0,2.0,2.0,2.0,2.0,1.0,1.0,90.0,45.0,7.1,10.0,0.0,0.0,0.00026914,0,-0.6944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11449998,home,Sivasspor,Alaaddin Okumuş,alaaddin-okumus,A. Okumuş,D,175.0,23,M,844640,EUR,809136000,D,23,23,False,46.0,41.0,6.0,4.0,28.0,28.0,13.0,19.0,5.0,,,4.0,,,,,,,90.0,66.0,6.8,8.0,0.0,0.0,0.00785052,0,,22,1.0,7.0,2.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11449998,home,Sivasspor,Caner Osmanpaşa,caner-osmanpasa,C. Osmanpaşa,D,182.0,35,M,135941,EUR,569203200,D,88,88,False,38.0,37.0,6.0,5.0,35.0,35.0,2.0,3.0,1.0,,2.0,3.0,,,,,,,90.0,48.0,7.0,1.0,0.0,0.0,0.000792,0,,20,,,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,
11449998,home,Sivasspor,Samba Camara,samba-camara,S. Camara,D,190.0,68,M,837301,EUR,721699200,D,14,14,False,58.0,53.0,6.0,4.0,44.0,47.0,9.0,11.0,4.0,,2.0,6.0,,,,,,,90.0,64.0,6.8,5.0,0.0,0.0,0.00317013,0,,14,,2.0,1.0,,,1.0,1.0,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
11449998,home,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,180.0,65,M,142850,EUR,704937600,D,3,3,False,57.0,52.0,,,31.0,31.0,23.0,34.0,1.0,3.0,2.0,6.0,,,,,,,90.0,83.0,7.4,12.0,0.0,0.0,0.103369,0,,58,8.0,9.0,1.0,,,5.0,3.0,1.0,,,1.0,,,2.0,3.0,1.0,,,,,,,,,,,
11449998,home,Sivasspor,Hakan Arslan,hakan-arslan,H. Arslan,M,186.0,42,M,60646,EUR,585187200,M,37,37,False,23.0,22.0,2.0,2.0,16.0,17.0,6.0,6.0,5.0,2.0,,4.0,,,,,,,89.0,31.0,6.3,3.0,0.7627,0.0,0.00437583,1,,,,4.0,1.0,1.0,,1.0,1.0,,2.0,,,2.0,1.0,,2.0,1.0,True,1.0,1.0,1.0,,,,,,,
11449998,home,Sivasspor,Yunus Konak,yunus-konak,Y. Konak,M,181.0,1116,M,1518589,EUR,1136851200,M,72,72,False,40.0,37.0,9.0,9.0,25.0,28.0,12.0,12.0,6.0,2.0,1.0,4.0,,,,,,,64.0,51.0,6.7,5.0,0.0,0.0,0.0106622,0,,5,,4.0,1.0,,,2.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,Yunus Konak,,,,,,
11449998,home,Sivasspor,Samu Sáiz,samu-saiz,S. Sáiz,M,174.0,123,M,99527,EUR,664502400,M,24,24,False,39.0,33.0,4.0,4.0,13.0,14.0,20.0,25.0,5.0,4.0,,3.0,,,,,,,75.0,56.0,7.8,12.0,0.0464,0.4375,0.0832116,2,,,,7.0,1.0,2.0,,2.0,2.0,2.0,,1.0,1.0,1.0,,,3.0,1.0,,,,,,1.0,1.0,1.0,,,
11449998,home,Sivasspor,Emrah Başsan,emrah-bassan,E. Başsan,M,177.0,60,M,174141,EUR,703468800,F,17,17,False,39.0,27.0,9.0,7.0,10.0,13.0,17.0,27.0,7.0,,,2.0,,,,,,,90.0,50.0,6.8,16.0,0.0534,0.0,0.0505422,2,,14,1.0,4.0,7.0,,,2.0,,2.0,,1.0,,,,,,3.0,,,1.0,,,,,1.0,,,
11449998,home,Sivasspor,Clinton N'Jie,clinton-njie,C. N'Jie,F,175.0,914,M,291665,EUR,745372800,F,10,10,False,10.0,9.0,1.0,1.0,7.0,7.0,2.0,3.0,4.0,,,,,,,,,,76.0,15.0,7.1,3.0,0.0639,0.4128,0.00300351,1,,,,2.0,1.0,,,1.0,,,2.0,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,1.0,,
