match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_blockedScoringAttempt,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_accurateCross,stat_totalOffside,captain,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_lastManTackle,stat_errorLeadToAShot
10438204,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,12,12,False,23.0,18.0,11.0,6.0,14.0,15.0,4.0,8.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,90.0,35.0,6.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,
10438204,home,Santa Clara,Nanú,,,nanu,Nanú,D,14,177,273,M,343965,EUR,769132800,D,31,31,False,50.0,46.0,,,26.0,26.0,20.0,26.0,1.0,4.0,2.0,2.0,1.0,2.0,,,,,,,90.0,64.0,6.2,9.0,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10438204,home,Santa Clara,Kennedy Boateng,,,kennedy-boateng,K. Boateng,D,4,191,330,M,845884,EUR,849225600,D,4,4,False,63.0,57.0,2.0,2.0,30.0,32.0,27.0,31.0,4.0,8.0,,,1.0,6.0,,,,,,,90.0,70.0,6.6,7.0,0,,2.0,4.0,,,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,
10438204,home,Santa Clara,Ítalo,,,italo,Ítalo,D,16,191,58,M,1110161,EUR,1013990400,D,44,44,False,61.0,50.0,2.0,,38.0,41.0,12.0,20.0,3.0,9.0,2.0,1.0,3.0,4.0,,,,,,,90.0,80.0,6.6,14.0,1,,4.0,7.0,1.0,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
10438204,home,Santa Clara,Xavi Quintilla,,,xavier-quintilla,X. Quintilla,D,19,177,87,M,286153,EUR,840758400,D,3,3,False,58.0,46.0,4.0,2.0,18.0,19.0,28.0,46.0,,2.0,,,2.0,3.0,,,,,,,80.0,85.0,6.4,20.0,0,7.0,,1.0,,,1.0,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,
10438204,home,Santa Clara,Bruno Almeida,,,bruno-almeida,B. Almeida,M,10,172,75,M,941314,EUR,842227200,M,19,19,False,40.0,32.0,9.0,5.0,15.0,15.0,17.0,28.0,,4.0,6.0,3.0,,5.0,,,,,,,62.0,57.0,6.7,15.0,4,3.0,,4.0,,2.0,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,
10438204,home,Santa Clara,Kento Misao,,,kento-misao,K. Misao,M,6,180,90,M,358988,EUR,829612800,M,40,40,False,54.0,46.0,8.0,5.0,23.0,25.0,23.0,29.0,,3.0,,,,5.0,,,,,,,90.0,67.0,6.4,13.0,0,,1.0,6.0,,,3.0,2.0,,1.0,1.0,2.0,,,3.0,,1.0,,,,,,,,
10438204,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,20,20,False,80.0,75.0,6.0,5.0,35.0,37.0,41.0,44.0,,4.0,1.0,1.0,,19.0,,,,,,,90.0,93.0,7.3,5.0,1,1.0,2.0,3.0,,,,1.0,1.0,2.0,,1.0,1.0,2.0,,,1.0,1.0,,,,,,,
10438204,home,Santa Clara,Gabriel Silva,Gabriel Silva,,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,F,49,49,False,7.0,4.0,,,1.0,1.0,3.0,8.0,1.0,5.0,2.0,2.0,,2.0,,,,,,,62.0,20.0,6.7,9.0,1,2.0,,5.0,1.0,,1.0,2.0,,,,3.0,1.0,,1.0,,,,,,,,,,
10438204,home,Santa Clara,Kyosuke Tagawa,,,kyosuke-tagawa,K. Tagawa,F,11,181,119,M,858886,EUR,918691200,F,9,9,False,11.0,7.0,,,2.0,3.0,5.0,8.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,62.0,16.0,6.4,8.0,0,,3.0,6.0,1.0,,2.0,,,,,1.0,,1.0,,,,,1.0,,,,,,
10438204,home,Santa Clara,Ricardinho,,,ricardinho,Ricardinho,M,21,178,116,M,1094399,EUR,902361600,F,10,10,False,18.0,14.0,,,1.0,2.0,13.0,16.0,,1.0,1.0,,,1.0,,,,,,,42.0,25.0,6.5,8.0,0,,,3.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,True,,,,,
10438204,home,Santa Clara,Rildo,,,rildo,Rildo,F,37,178,262,M,1047095,EUR,948412800,F,37,37,True,13.0,11.0,,,2.0,2.0,9.0,13.0,,4.0,3.0,3.0,,3.0,,,,,,,48.0,26.0,7.8,5.0,3,2.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,,1.0,,,,
10438204,home,Santa Clara,Victor Bobsin,,,victor-bobsin,V. Bobsin,M,8,184,110,M,905451,EUR,947635200,M,80,80,True,34.0,24.0,5.0,4.0,9.0,12.0,15.0,23.0,3.0,3.0,,,1.0,4.0,,,,,,,28.0,42.0,7.3,12.0,1,1.0,1.0,3.0,1.0,1.0,,,,,,1.0,,3.0,,,,,,,,1.0,1.0,,
