match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_shotOffTarget,stat_totalCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_accurateCross,stat_bigChanceCreated,stat_goalAssist,stat_totalKeeperSweeper,stat_hitWoodwork,stat_clearanceOffLine
10408472,home,Real Betis,Claudio Bravo,claudio-bravo,C. Bravo,G,184,2223,M,13249,EUR,419040000,G,1,1,False,30.0,16.0,24.0,10.0,6.0,7.0,10.0,23.0,1.0,1.0,1.0,7.0,2.0,3.0,4.0,1.0,90.0,39.0,7.2,14.0,0.0,0.0,0.00123417,0,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408472,home,Real Betis,Youssouf Sabaly,youssouf-sabaly,Y. Sabaly,D,174,5678,M,111803,EUR,731289600,D,23,23,False,40.0,29.0,3.0,,9.0,12.0,20.0,28.0,,5.0,,4.0,,,,,90.0,69.0,7.0,21.0,0.0317,0.55,0.0214863,1,,,,17,youssouf_sabaly23,6.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10408472,home,Real Betis,Germán Pezzella,german-pezzella,G. Pezzella,D,187,3493,M,158241,EUR,677980800,D,16,16,False,39.0,33.0,7.0,3.0,24.0,25.0,9.0,14.0,1.0,1.0,2.0,3.0,,,,,90.0,43.0,6.3,6.0,0.0,0.0,0.00534478,0,,,,6,germanpezzella,5.0,1.0,,,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,
10408472,home,Real Betis,Edgar González,edgar-gonzalez,E. González,D,193,375,M,914522,EUR,859852800,D,3,3,False,25.0,21.0,2.0,,18.0,19.0,3.0,6.0,1.0,3.0,6.0,2.0,,,,,90.0,37.0,6.7,4.0,0.051,0.0,0.00162703,1,,,,12,,4.0,,,,,,,,1.0,1.0,,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,
10408472,home,Real Betis,Juan Miranda,juan-miranda,J. Miranda,D,185,2208,M,855829,EUR,948240000,D,33,33,False,29.0,23.0,5.0,3.0,11.0,11.0,12.0,20.0,,1.0,5.0,2.0,,,,,90.0,52.0,6.5,12.0,0.18,0.0,0.00775109,2,,,,33,,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,2.0,1.0,2.0,,,,,,,,
10408472,home,Real Betis,Guido Rodríguez,guido-rodriguez,G. Rodríguez,M,185,3908,M,609752,EUR,766108800,M,5,5,False,33.0,28.0,3.0,1.0,15.0,15.0,13.0,18.0,2.0,14.0,4.0,6.0,,,,,90.0,58.0,7.8,5.0,0.0577,0.0,0.0068313,2,,,,2,guiido_rodriguez,4.0,2.0,,1.0,1.0,,,2.0,8.0,4.0,,3.0,1.0,,1.0,2.0,1.0,,,1.0,,,,,,,,
10408472,home,Real Betis,William Carvalho,william-carvalho,W. Carvalho,M,187,1602,M,137978,EUR,702604800,M,14,14,False,40.0,34.0,1.0,1.0,15.0,17.0,19.0,23.0,,3.0,,6.0,,,,,45.0,45.0,6.8,6.0,0.4506,0.2079,0.0228047,1,,,,41,,1.0,,,,,1.0,,,3.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,
10408472,home,Real Betis,Luiz Henrique,luiz-henrique,L. Henrique,M,182,12996,M,1035995,EUR,978393600,M,11,11,False,33.0,25.0,1.0,1.0,12.0,14.0,13.0,20.0,1.0,8.0,3.0,9.0,,,,,76.0,56.0,6.6,18.0,0.0,0.0,0.0205203,0,,Luiz Henrique,,11,luizhenrique_07,6.0,,4.0,5.0,4.0,,,,2.0,1.0,3.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,
10408472,home,Real Betis,Sergio Canales,sergio-canales,S. Canales,M,176,2979,M,41560,EUR,666662400,M,10,10,False,49.0,41.0,,,11.0,11.0,32.0,44.0,1.0,6.0,,3.0,,,,,89.0,67.0,7.2,15.0,0.0,0.0,0.250022,0,,,,10,,3.0,,1.0,5.0,4.0,,,,,,1.0,1.0,,3.0,1.0,,,6.0,,,,True,2.0,,,,,
10408472,home,Real Betis,Ayoze Pérez,ayoze-perez,A. Pérez,F,180,3785,M,345195,EUR,743385600,M,21,21,False,28.0,23.0,1.0,1.0,4.0,4.0,19.0,24.0,,3.0,,5.0,,,,,89.0,39.0,6.9,8.0,0.3421,0.9593,0.124965,1,,,,22,,10.0,7.0,,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,
