match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_challengeLost,stat_wonContest,stat_bigChanceMissed,stat_wonTackle,stat_errorLeadToAShot,stat_outfielderBlock,stat_totalOffside,player_sofascoreId,stat_hitWoodwork
12421234,home,Royal Antwerp FC,Senne Lammens,,,senne-lammens,S. Lammens,G,31,193.0,27447,M,964753,EUR,1026000000,G,91,91,False,21.0,13.0,13.0,5.0,0.0,9.0,13.0,4.0,8.0,6.0,2.0,3.0,90.0,27.0,6.5,8.0,0.00105937,0,-0.4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421234,home,Royal Antwerp FC,Denis Odoi,Denis,Odoi,denis-odoi,D. Odoi,M,3,177.0,876,M,58994,EUR,580694400,D,6,6,False,42.0,33.0,1.0,,0.0,12.0,14.0,22.0,32.0,5.0,,,63.0,60.0,7.4,17.0,0.0966458,2,,4.0,1.0,3.0,1.0,10.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.1635,0.2389,3.0,,,,,,,,,,,,,
12421234,home,Royal Antwerp FC,Toby Alderweireld,,,toby-alderweireld,T. Alderweireld,D,,186.0,1445,M,44575,EUR,604800000,D,23,23,False,47.0,40.0,9.0,5.0,0.0,29.0,30.0,11.0,17.0,2.0,,,90.0,56.0,6.5,7.0,0.0033693,1,,,,2.0,2.0,5.0,2.0,,,,,,,,,,3.0,0.0517,,,True,1.0,5.0,2.0,,,,,,,,,
12421234,home,Royal Antwerp FC,Zeno Van Den Bosch,,,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191.0,594,M,1103765,EUR,1057449600,D,33,33,False,44.0,37.0,4.0,3.0,0.0,31.0,36.0,6.0,8.0,1.0,,,90.0,58.0,6.7,8.0,0.00257403,1,,,,,1.0,2.0,1.0,,,,,1.0,,,1.0,,2.0,0.0243,0.2103,,,,7.0,,,,,,,,,,
12421234,home,Royal Antwerp FC,Olivier Deman,,,deman-olivier,O. Deman,D,2,181.0,445,M,960114,EUR,954979200,D,5,5,False,34.0,32.0,1.0,,0.0,12.0,14.0,21.0,26.0,3.0,,,90.0,63.0,7.2,9.0,0.073598,1,,6.0,1.0,,1.0,4.0,7.0,,2.0,,1.0,,,4.0,,1.0,1.0,0.1514,,1.0,,,4.0,,2.0,1.0,1.0,3.0,,,,,
12421234,home,Royal Antwerp FC,Mahamadou Doumbia,Mahamadou Doumbia,,mahamadou-doumbia,M. Doumbia,M,17,186.0,5407,M,1400846,EUR,1084579200,M,20,20,False,42.0,41.0,1.0,1.0,0.0,18.0,18.0,23.0,24.0,8.0,,,90.0,63.0,7.0,5.0,0.0340487,5,,,,,,6.0,7.0,2.0,1.0,,4.0,,,5.0,1.0,2.0,2.0,0.1557,,,,1.0,2.0,,1.0,,,1.0,1.0,,,,
12421234,home,Royal Antwerp FC,Jaïro Riedewald,,,jairo-riedewald,J. Riedewald,M,44,186.0,1207,M,285989,EUR,842227200,M,4,4,False,34.0,29.0,3.0,3.0,0.0,11.0,12.0,18.0,22.0,8.0,,,63.0,50.0,7.2,6.0,0.0109506,0,,,,,,2.0,5.0,1.0,2.0,,,,,3.0,,,1.0,,,,,,6.0,,,2.0,,2.0,,1.0,,,
12421234,home,Royal Antwerp FC,Tjaronn Chery,,,tjaronn-chery,T. Chery,M,10,170.0,874,M,35208,EUR,581385600,M,9,9,False,33.0,29.0,2.0,,0.0,4.0,4.0,25.0,34.0,4.0,,,79.0,50.0,7.3,12.0,0.0625714,4,,5.0,,,,3.0,2.0,1.0,2.0,,,3.0,,,1.0,1.0,1.0,0.1571,0.3575,1.0,,1.0,,,,1.0,,,,,,,
12421234,home,Royal Antwerp FC,Dennis Praet,,,dennis-praet,D. Praet,M,8,181.0,724,M,135647,EUR,768873600,M,8,8,False,26.0,20.0,3.0,2.0,1.0,5.0,7.0,16.0,24.0,2.0,,,79.0,43.0,6.8,18.0,0.21877,0,,5.0,1.0,,1.0,6.0,2.0,5.0,1.0,1.0,,,,1.0,2.0,,,,,3.0,,,,1.0,,,,1.0,,,,,
12421234,home,Royal Antwerp FC,Gyrano Kerk,,,gyrano-kerk,G. Kerk,M,7,175.0,505,M,386950,EUR,817862400,M,7,7,False,26.0,20.0,1.0,,1.0,4.0,5.0,16.0,21.0,6.0,,,89.0,48.0,7.5,15.0,0.572879,1,,,,,,7.0,7.0,2.0,5.0,1.0,,1.0,,2.0,4.0,3.0,2.0,0.091,0.2781,3.0,,,1.0,,,2.0,,2.0,,,,,
