match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_expectedGoalsOnTarget,stat_saves,stat_goalsPrevented,player_sofascoreId
12437690,home,Getafe,David Soria,david-soria,D. Soria,G,13,192.0,676,M,604258,EUR,733881600,G,13,13,False,11.0,7.0,6.0,2.0,0.0,6.0,7.0,1.0,4.0,5.0,1.0,90.0,15.0,6.9,5.0,0.00053216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437690,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185.0,520,M,949707,EUR,899424000,D,21,21,False,40.0,23.0,8.0,3.0,0.0,4.0,7.0,20.0,39.0,2.0,,90.0,77.0,7.2,29.0,0.438892,2,,,6.0,1.0,1.0,3.0,6.0,9.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,0.019,2.0,,,,,,,,,,,,
12437690,home,Getafe,Djené,djene,Djené,D,2,178.0,2527,M,307702,EUR,694137600,D,2,2,False,34.0,25.0,7.0,2.0,0.0,17.0,19.0,8.0,15.0,3.0,,90.0,43.0,7.0,10.0,0.00798958,0,,,,,1.0,5.0,2.0,6.0,1.0,,,,4.0,,,,,,,True,1.0,1.0,1.0,1.0,,,,,,,
12437690,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187.0,5163,M,805137,EUR,851558400,D,15,15,False,48.0,36.0,18.0,11.0,0.0,16.0,17.0,20.0,31.0,7.0,,90.0,67.0,7.9,13.0,0.0369044,2,,,,,3.0,2.0,4.0,5.0,,,1.0,,7.0,1.0,1.0,1.0,1.0,0.0294,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.0822,,,
12437690,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181.0,662,M,350560,EUR,730425600,D,16,16,False,42.0,27.0,7.0,2.0,0.0,8.0,11.0,19.0,37.0,6.0,,90.0,73.0,7.3,22.0,0.0109159,0,,,6.0,,,,1.0,7.0,,,,,2.0,5.0,3.0,1.0,,,,,2.0,1.0,3.0,,,,,,,,
12437690,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175.0,1429,M,811629,EUR,781488000,M,5,5,False,46.0,35.0,9.0,5.0,0.0,10.0,12.0,26.0,39.0,6.0,,90.0,72.0,7.4,21.0,0.0846605,1,,,5.0,1.0,4.0,3.0,9.0,9.0,,2.0,1.0,,,2.0,1.0,2.0,3.0,0.0183,4.0,,3.0,2.0,1.0,3.0,,,,,,,
12437690,home,Getafe,Nabil Aberdin,nabil-aberdin,N. Aberdin,D,3,182.0,254,M,1136806,EUR,1030060800,M,27,27,False,15.0,10.0,2.0,1.0,0.0,,2.0,10.0,13.0,3.0,,67.0,22.0,6.9,5.0,0.0809162,1,,,,,2.0,4.0,3.0,7.0,,,,1.0,,1.0,1.0,1.0,1.0,0.0253,,,1.0,1.0,,,,,,,,,
12437690,home,Getafe,Carles Pérez,carles-perez,C. Pérez,M,7,172.0,1038,M,794950,EUR,887587200,M,17,17,False,17.0,9.0,1.0,,0.0,2.0,2.0,7.0,16.0,1.0,,67.0,35.0,6.4,15.0,0.00674365,3,,,1.0,,3.0,,8.0,3.0,,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,0.1649,,,2.0,,,1.0,,,,,,,
12437690,home,Getafe,Christantus Uche,christantus-uche,C. Uche,F,12,190.0,4381,M,1884145,EUR,1053302400,M,6,6,False,20.0,13.0,2.0,,0.0,2.0,4.0,11.0,16.0,4.0,,89.0,40.0,7.4,16.0,0.116275,1,Christantus Uche,,,,2.0,2.0,3.0,9.0,,,,1.0,,1.0,1.0,4.0,,0.0533,3.0,,4.0,3.0,,7.0,,,,,,,
12437690,home,Getafe,Álex Sola,alex-sola,Á. Sola,M,7,178.0,195,M,966836,EUR,928886400,M,7,7,False,17.0,9.0,1.0,,0.0,1.0,2.0,8.0,17.0,4.0,,85.0,42.0,5.9,23.0,0.006811,2,,,2.0,,1.0,5.0,12.0,6.0,1.0,,1.0,1.0,1.0,,,,3.0,0.0298,,,8.0,1.0,,6.0,,,1.0,,,,
