match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,captain,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_totalCross,stat_dispossessed,player_firstName,player_lastName,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalTackle,stat_blockedScoringAttempt,stat_wonTackle,player_sofascoreId,stat_totalOffside,stat_goals,stat_errorLeadToAGoal,stat_ownGoals,stat_accurateCross
11396402,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,30,30,False,27.0,21.0,14.0,9.0,21.0,22.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,39.0,7.6,6.0,0.00026485,0,0.1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396402,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,81.0,70.0,18.0,12.0,51.0,56.0,25.0,4.0,5.0,5.0,4.0,,,,,,,90.0,92.0,8.0,12.0,0.0449836,0,,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396402,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,63.0,58.0,7.0,5.0,47.0,49.0,14.0,6.0,6.0,8.0,3.0,,,,,,,90.0,77.0,7.4,6.0,0.00304641,0,,,11.0,1.0,3.0,,,,1.0,,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11396402,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,98.0,89.0,14.0,10.0,65.0,67.0,31.0,,,5.0,3.0,,,,,,,90.0,108.0,7.2,10.0,0.0091038,0,,,24.0,3.0,4.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
11396402,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,47.0,36.0,5.0,3.0,20.0,24.0,27.0,2.0,3.0,,3.0,1.0,,,,,,90.0,71.0,6.6,22.0,0.0141332,0,,,16.0,2.0,5.0,,,,,,,,2.0,,1.0,4.0,2.0,,,,,,,,,,,,,,,
11396402,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,35.0,29.0,1.0,,12.0,15.0,20.0,2.0,6.0,2.0,7.0,3.0,,,,,,89.0,57.0,6.8,14.0,0.201389,2,,,17.0,,6.0,4.0,1.0,,,1.0,,,3.0,,1.0,,2.0,,,1.0,1.0,0.1664,0.1851,,,,,,,,,
11396402,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,51.0,43.0,6.0,3.0,26.0,30.0,21.0,1.0,3.0,,5.0,,,,,,,90.0,56.0,6.8,8.0,0.0216556,0,,,17.0,3.0,8.0,,,,,2.0,,1.0,,5.0,,,,,,,,,,2.0,,,,,,,,
11396402,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,45.0,38.0,4.0,1.0,24.0,24.0,24.0,,3.0,,5.0,3.0,,,,,,76.0,60.0,6.8,12.0,0.0287686,3,,,14.0,1.0,6.0,1.0,,,1.0,,,,,2.0,2.0,3.0,,,,2.0,,0.0539,,,1.0,,,,,,,
11396402,home,SV Werder Bremen,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,2,2,False,52.0,47.0,6.0,5.0,29.0,32.0,22.0,,5.0,,5.0,1.0,,,,,,89.0,74.0,7.3,11.0,0.0405396,0,,,18.0,,3.0,1.0,,,,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,4.0,,3.0,,,,,,
11396402,home,SV Werder Bremen,Rafael Borré,rafael-borre,R. Borré,F,19,174,5880,M,560116,EUR,811123200,F,19,19,False,26.0,22.0,,,7.0,8.0,19.0,2.0,6.0,,3.0,2.0,,,,,,90.0,38.0,6.7,9.0,0.019326,1,,,15.0,,3.0,1.0,1.0,,,,,,2.0,,1.0,1.0,2.0,,,,,0.0407,,1.0,1.0,1.0,rafaelsantosborre,1.0,,,,
11396402,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,25.0,16.0,4.0,3.0,4.0,8.0,19.0,,3.0,1.0,3.0,1.0,,,,,,84.0,38.0,7.7,14.0,0.0520182,2,,,12.0,,3.0,4.0,2.0,,,1.0,,,,,,2.0,1.0,,,1.0,1.0,0.4275,0.1874,,,,,2.0,1.0,,,
