match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,player_firstName,player_lastName,stat_bigChanceMissed,player_sofascoreId,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_penaltyConceded
13473385,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189.0,1142,M,358524,EUR,829353600,G,22,22,False,True,26.0,22.0,5.0,1.0,0.0,22.0,22.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,90.0,34.0,7.3,4.0,0.00010872,0,1.2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473385,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181.0,1500,M,261687,EUR,731462400,D,2,2,False,,71.0,67.0,1.0,1.0,0.0,30.0,30.0,41.0,1.0,3.0,,,,,,90.0,91.0,7.3,9.0,0.0235519,0,,37.0,1.0,1.0,2.0,4.0,7.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
13473385,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192.0,765,M,810715,EUR,790905600,D,33,33,False,,87.0,80.0,10.0,5.0,0.0,51.0,51.0,36.0,5.0,3.0,,,,,,90.0,96.0,7.2,8.0,0.0216792,0,,29.0,,3.0,4.0,5.0,4.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
13473385,home,Bahia,Santiago Ramos Mingo,ramos-mingo-santiago,S. R. Mingo,D,21,185.0,2035,M,989843,EUR,1006300800,D,21,21,False,,55.0,48.0,1.0,,0.0,17.0,20.0,35.0,5.0,2.0,,,,,,90.0,72.0,8.0,8.0,0.015575,1,,31.0,,2.0,4.0,4.0,9.0,,2.0,1.0,,4.0,3.0,,,2.0,1.0,,1.0,3.0,0.0317,,,,,,,,,,,,,,,
13473385,home,Bahia,Iago Borduchi,iago,I. Borduchi,D,25,181.0,848,M,869644,EUR,859075200,D,25,25,False,,28.0,24.0,2.0,,0.0,4.0,4.0,24.0,3.0,1.0,,,,,,59.0,42.0,7.5,6.0,0.0215145,3,,20.0,1.0,2.0,1.0,2.0,3.0,,,,1.0,1.0,1.0,,1.0,,1.0,,2.0,,0.0979,1.0,0.2575,,,,,,,,,,,,,
13473385,home,Bahia,Erick,erick,Erick,M,14,176.0,1116,M,874063,EUR,879465600,M,14,14,False,,22.0,20.0,,,0.0,9.0,10.0,12.0,1.0,3.0,,,,,,90.0,37.0,6.6,7.0,0.014037,0,,11.0,1.0,2.0,1.0,6.0,4.0,,2.0,1.0,1.0,2.0,,2.0,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,
13473385,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173.0,1112,M,959620,EUR,924048000,M,26,26,False,,96.0,88.0,3.0,1.0,0.0,44.0,46.0,50.0,,8.0,,,,,,90.0,112.0,7.3,14.0,0.0602159,1,,44.0,,2.0,,8.0,8.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,,,,,0.0309,,,1.0,1.0,,,,,,,,,,,
13473385,home,Bahia,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174.0,2064,M,905461,EUR,965779200,M,11,11,False,,54.0,49.0,5.0,4.0,0.0,18.0,18.0,36.0,,2.0,,,,,,59.0,67.0,7.6,8.0,0.150841,1,,31.0,2.0,,1.0,1.0,4.0,,1.0,,,2.0,1.0,,1.0,,,2.0,,,0.0084,1.0,0.0093,,,1.0,1.0,,,,,,,,,
13473385,home,Bahia,Ademir,ademir,Ademir,F,7,172.0,1700,M,922546,EUR,792892800,F,7,7,False,,27.0,24.0,,,0.0,7.0,7.0,20.0,,4.0,,,,,,82.0,55.0,6.9,16.0,0.0165765,1,,17.0,5.0,1.0,,11.0,9.0,2.0,5.0,2.0,,1.0,1.0,1.0,6.0,2.0,,,1.0,,0.0072,,,3.0,,,,,,,,,,,,
13473385,home,Bahia,Luciano Rodríguez,luciano-rodriguez,L. Rodríguez,F,19,179.0,4244,M,1099361,EUR,1058313600,F,9,9,False,,5.0,3.0,,,0.0,2.0,3.0,2.0,,2.0,,,,,,45.0,10.0,6.6,4.0,0.0017996,0,,1.0,,,,2.0,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,
13473385,home,Bahia,Cauly,cauly,Cauly,M,8,175.0,2903,M,255873,EUR,811123200,F,8,8,False,,31.0,28.0,1.0,1.0,0.0,9.0,9.0,22.0,,3.0,,,,,,59.0,44.0,6.6,11.0,0.108964,1,,19.0,3.0,,,5.0,2.0,3.0,2.0,1.0,,1.0,1.0,2.0,,1.0,,1.0,1.0,,0.2571,,,,,1.0,,,,1.0,,,,,,
13473385,home,Bahia,Erick Pulga,erick-pulga,E. Pulga,M,16,169.0,4844,M,1104070,EUR,970358400,F,16,16,True,,15.0,13.0,1.0,1.0,0.0,3.0,3.0,12.0,,1.0,,,,,,45.0,27.0,7.0,6.0,0.03759,1,,10.0,1.0,1.0,,3.0,4.0,,2.0,1.0,,1.0,1.0,2.0,2.0,,,1.0,1.0,,0.0263,,,1.0,,,,Erick,Pulga,,,,,,,
13473385,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176.0,3659,M,1017264,EUR,935884800,D,46,46,True,,21.0,21.0,1.0,1.0,0.0,11.0,11.0,10.0,2.0,1.0,,,,,,31.0,28.0,7.0,2.0,0.0606828,1,,10.0,3.0,,1.0,,1.0,,,,,,,,,,,2.0,1.0,,0.0817,,,,,1.0,,,,,,,,,,
13473385,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174.0,5845,M,145063,EUR,608169600,M,10,10,True,,22.0,18.0,2.0,1.0,0.0,9.0,9.0,13.0,,3.0,,,,,,31.0,38.0,7.6,11.0,0.356376,1,,9.0,4.0,,,3.0,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,2.0,,,0.7884,1.0,0.6544,,,2.0,1.0,,,,evertonri,1.0,,,,
13473385,home,Bahia,Tiago Souza,tiago-souza,T. Souza,F,77,178.0,943,M,1469531,EUR,1112918400,F,77,77,True,,4.0,4.0,,,0.0,2.0,2.0,2.0,,,,,,,,31.0,13.0,6.8,4.0,0.00243756,0,,2.0,1.0,,,3.0,2.0,2.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,
13473385,home,Bahia,Ruan Pablo,ruan-pablo-barbosa-sousa,R. Pablo,M,52,183.0,1540,M,1633616,EUR,1216684800,F,52,52,True,,7.0,7.0,,,0.0,1.0,1.0,6.0,,1.0,,,,,,8.0,11.0,6.4,2.0,0.00816441,2,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,0.353,1.0,0.4499,,,,,Ruan Pablo Barbosa Sousa,,1.0,,,,,,
13473385,home,Bahia,Danilo Fernandes,danilo-fernandes,D. Fernandes,G,1,189.0,643,M,145054,EUR,576028800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473385,home,Bahia,Fredi Gomes,frederico-lippert-neto-gomes,F. Gomes,D,83,,374,M,2031382,EUR,1148342400,D,83,83,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederico Lippert Neto Gomes,,,,,,,,
