match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,from,id,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,confirmed,injury,length
13473385,FT,1.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
13473385,,1.0,0.0,,90,14.0,,1,,,goal,penalty,305314470.0,True,penalty,145063.0,Everton Ribeiro,,,,,,
13473385,,,,,90,14.0,,1,,,card,,123372530.0,False,yellow,1130513.0,Fabiano Souza,Fabiano Souza,Argument,False,,,
13473385,,,,,90,10.0,,1,,,varDecision,,33159.0,True,penaltyNotAwarded,1469531.0,Tiago Souza,,,,False,,
13473385,,,,,90,1.0,,1,,,substitution,,123896729.0,False,regular,,,,,,,False,
13473385,,,,,90,1.0,,1,,,substitution,,123896728.0,False,regular,,,,,,,False,
13473385,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,,,9.0
13473385,,,,,84,,,7,,,card,,123372509.0,False,yellow,931479.0,Fernando Sobral,Fernando Sobral,Foul,False,,,
13473385,,,,,82,,,9,,,substitution,,123896717.0,True,regular,,,,,,,False,
13473385,,,,,76,,,15,,,card,,123372505.0,False,yellow,788195.0,Rafael Ramos,Rafael Ramos,Foul,False,,,
13473385,,,,,74,,,17,,,substitution,,123896699.0,False,regular,,,,,,,False,
13473385,,,,,74,,,17,,,substitution,,123896700.0,False,regular,,,,,,,False,
13473385,,,,,64,,,27,,,card,,123372496.0,True,yellow,145063.0,Everton Ribeiro,Everton Ribeiro,Foul,False,,,
13473385,,,,,59,,,32,,,substitution,,123896683.0,True,regular,,,,,,,False,
13473385,,,,,59,,,32,,,substitution,,123896684.0,True,regular,,,,,,,False,
13473385,,,,,59,,,32,,,substitution,,123896682.0,True,regular,,,,,,,False,
13473385,,,,,49,,,42,,,card,,123372473.0,True,yellow,922546.0,Ademir,Ademir,Foul,False,,,
13473385,,,,,46,,,45,,,substitution,,123896658.0,True,regular,,,,,,,False,
13473385,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
13473385,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,,6.0
13473385,,,,,44,,,2,,,substitution,,123896632.0,False,injury,,,,,,,True,
13473385,,,,,40,,,6,,,card,,123372457.0,False,yellow,249881.0,Lucas Mugni,Lucas Mugni,Foul,False,,,
