match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_fouls,stat_keyPass,stat_aerialLost,stat_interceptionWon,captain,stat_challengeLost,player_lastName,stat_totalContest,stat_wonContest,stat_ownGoals,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_accurateKeeperSweeper,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
14771941,home,Al-Hazem,Yousef Al-Shammari,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600,F,7,7,False,14.0,10.0,1.0,,0.0,5.0,5.0,5.0,9.0,1.0,1.0,,,,79.0,25.0,6.3,7.0,0.0277879,23.684267220688,4.0,-4.41,3.885,,2,,-0.03,0.08,-0.01,,,2.0,1.0,4.0,9.0,5.0,1.0,,,,,,,2.0,8.0,,,,,,,,1.0,,,1.0,0.062,-0.37,,1.0,0.0088,,,,,,,
14771941,home,Al-Hazem,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,F,10,10,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,,,,,,28.0,8.0,6.4,2.0,0.00243013,13.684108343071,2.0,3.15,4.83,,2,,-0.01,0.04,0.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.0884,-0.33,1.0,1.0,0.0496,,,,,,,
14771941,home,Al-Hazem,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,M,11,11,True,13.0,12.0,,,0.0,4.0,5.0,8.0,8.0,2.0,3.0,,,,28.0,32.0,6.6,10.0,0.0686366,48.123510503047,6.0,31.71,13.335,,3,,0.24,0.24,-0.18,,,2.0,1.0,,4.0,4.0,3.0,,,1.0,1.0,,,1.0,,1.0,,,,4.0,3.0,,,14.069981130051,1.0,3.0,0.1536,-0.17,,,,,,,,,,
14771941,home,Al-Hazem,Aboubacar Bah,aboubacar-bah,A. Bah,M,24,170.0,462,M,2018134,EUR,1128038400,M,24,24,True,17.0,14.0,,,0.0,7.0,8.0,7.0,9.0,3.0,1.0,,,,22.0,26.0,7.9,5.0,0.00355611,94.071153926414,11.0,29.085,23.625,,2,,-0.1,0.13,-0.19,,Aboubacar Bah,,,,2.0,4.0,1.0,,,1.0,,,1.0,,,1.0,,,,2.0,2.0,,1.0,35.279783409024,2.0,,0.0465,0.55,,1.0,0.1641,1.0,1.0,,,,,
14771941,home,Al-Hazem,Ahmed Al-Shamrani,ahmed-al-shamrani,A. Al-Shamrani,M,70,,8,M,1134206,EUR,1015977600,M,70,70,True,14.0,12.0,,,0.0,3.0,4.0,9.0,10.0,2.0,1.0,,,,22.0,19.0,6.1,4.0,0.00849961,20.254123197139,3.0,5.88,5.565,,0,,-0.05,0.02,-0.3,,Ahmed Al-Shamrani,,,,5.0,2.0,1.0,,,2.0,1.0,,,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,
14771941,home,Al-Hazem,Mohammed Al-Yami,mohammed-issa,M. Al-Yami,M,5,181.0,14,M,1398871,EUR,1017705600,D,5,5,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,11.0,5.0,5.4,1.0,0.00702608,5.4389639638446,1.0,5.355,5.355,,0,,0.05,0.04,-0.92,,Mohammed Issa,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
14771941,home,Al-Hazem,Ibrahim Zaied,ibrahim-zaied,I. Zaied,G,23,190.0,14,M,328745,EUR,632966400,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771941,home,Al-Hazem,Abdulaziz Al-Harbi,abdulaziz-al-harbi,A. Al-Harbi,D,82,,15,M,1216091,EUR,1060732800,D,82,82,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Abdulaziz Al-Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771941,home,Al-Hazem,Abdullah Al-Shanqiti,abdullah-al-shanqiti,A. Al-Shanqiti,D,13,179.0,10,M,1085896,EUR,914284800,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Abdullah Alshenqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771941,home,Al-Hazem,Abdulhadi Al-Harajin,abdulhadi-al-harajin,A. Al-Harajin,M,8,171.0,18,M,818887,EUR,785289600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,32.0,30.0,5.0,5.0,0.0,29.0,31.0,1.0,1.0,10.0,,2.0,2.0,1.0,90.0,41.0,6.3,2.0,0.00029067,42.040655935069,7.0,20.265,7.245,0.0237,0,-0.7775,0.08,0.02,-0.12,-0.72,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
14771941,away,Al-Qadsiah,Yasir Al-Shahrani,yasir-al-shahrani,Y. Al-Shahrani,D,12,171.0,762,M,160923,EUR,706752000,D,12,12,False,39.0,37.0,3.0,3.0,0.0,20.0,22.0,17.0,17.0,1.0,1.0,,,,57.0,43.0,6.9,4.0,0.00765383,46.143379933613,8.0,7.77,8.4,,0,,0.15,0.01,-0.15,,,1.0,,2.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,
14771941,away,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,64.0,62.0,5.0,4.0,0.0,31.0,32.0,31.0,32.0,5.0,,,,,87.0,71.0,7.3,2.0,0.0219941,211.64774463434,31.0,94.5,11.97,,0,,0.37,0.17,-0.05,,,,,3.0,3.0,5.0,,1.0,,,,,1.0,,2.0,1.0,True,,,1.0,1.0,,1.0,,,,,,,,,,,,,nachofdez90,,
14771941,away,Al-Qadsiah,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,492,M,980578,EUR,953856000,D,17,17,False,87.0,78.0,4.0,1.0,0.0,37.0,42.0,41.0,45.0,9.0,,,,,90.0,111.0,7.2,15.0,0.0245198,198.17504406869,31.0,105.42,13.335,,0,,0.27,0.07,0.13,,,1.0,,1.0,4.0,7.0,2.0,5.0,,4.0,2.0,,1.0,,,1.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Mohammed Abu Al-Shamat,mohammed-waheeb-abu-al-shamat,M. A. Al-Shamat,M,2,170.0,199,M,1804369,EUR,1029024000,M,2,2,False,60.0,46.0,6.0,4.0,1.0,20.0,21.0,26.0,39.0,3.0,1.0,,,,90.0,76.0,7.8,18.0,0.47392,312.37520866906,27.0,202.44,31.815,,2,,0.43,0.36,-0.06,,Mohammed Waheeb Abu Al-Shamat,4.0,1.0,3.0,3.0,6.0,,,,3.0,1.0,,1.0,2.0,2.0,2.0,,,,,,,,137.33331883241,6.0,1.0,0.1195,0.18,1.0,1.0,0.3777,,,,,,1.0,
14771941,away,Al-Qadsiah,Julian Weigl,julian-weigl,J. Weigl,M,5,186.0,1193,M,237068,EUR,810518400,M,5,5,False,94.0,83.0,6.0,3.0,0.0,30.0,30.0,53.0,64.0,9.0,1.0,,,,90.0,104.0,7.2,13.0,0.0973317,127.24322045673,20.0,63.42,17.955,,1,,0.39,0.06,-0.01,,,2.0,1.0,1.0,2.0,3.0,,1.0,,2.0,2.0,,1.0,2.0,,3.0,,1.0,,,,,,18.00643287828,1.0,,0.0149,-0.02,,,,1.0,,,,,,
14771941,away,Al-Qadsiah,Ali Hazazi,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600,M,11,11,False,36.0,31.0,2.0,2.0,0.0,10.0,12.0,21.0,24.0,5.0,1.0,,,,57.0,45.0,6.6,8.0,0.0117414,70.770567374987,12.0,-2.73,7.14,,0,,-0.15,-0.36,-0.06,,,1.0,,1.0,3.0,3.0,,,,1.0,1.0,,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Christopher Baah,christopher-baah,C. Baah,M,22,172.0,2658,M,1477662,EUR,1102982400,M,22,22,False,57.0,48.0,2.0,1.0,2.0,14.0,16.0,34.0,41.0,9.0,4.0,,,,77.0,80.0,7.4,21.0,0.429923,189.82707282295,21.0,117.18,16.695,,0,,0.15,0.19,0.16,,Christopher Baah,5.0,1.0,,4.0,4.0,2.0,,,,,,,2.0,1.0,3.0,,,,3.0,2.0,,2.0,52.663835342282,3.0,,,,,,,,,,,,2.0,
14771941,away,Al-Qadsiah,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,10,175.0,850,M,1106234,EUR,1056067200,F,10,10,False,82.0,67.0,4.0,2.0,0.0,17.0,19.0,50.0,63.0,5.0,1.0,,,,90.0,95.0,7.6,21.0,0.170606,199.85146794458,25.0,71.715,21.42,,3,,-0.18,0.24,0.0,,Musab Fahz Aljuwayr,2.0,,,2.0,2.0,1.0,,,,,,,3.0,,,,,,2.0,1.0,,1.0,54.354264098165,3.0,1.0,0.6151,0.5,,1.0,0.6552,1.0,1.0,,,,,
14771941,away,Al-Qadsiah,Julián Quiñones,julian-quinones,J. Quiñones,F,33,180.0,6539,M,843114,EUR,859161600,F,33,33,False,30.0,21.0,2.0,,0.0,10.0,12.0,11.0,18.0,4.0,,,,,90.0,42.0,6.9,10.0,0.0513731,68.714552319107,9.0,38.22,7.77,,5,,-0.4,0.2,0.14,,,,,,3.0,3.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,,2.0,9.7795909934925,1.0,2.0,0.8057,0.38,1.0,2.0,1.061,1.0,1.0,,,julianquinones33,,1.0
14771941,away,Al-Qadsiah,Mateo Retegui,mateo-retegui,M. Retegui,F,32,186.0,15780,M,914501,EUR,925344000,F,32,32,False,23.0,16.0,4.0,4.0,0.0,4.0,4.0,12.0,19.0,4.0,1.0,,,,77.0,33.0,7.6,10.0,0.208752,79.107846651763,12.0,-3.57,9.87,,3,,-0.09,0.02,0.0,,,,,1.0,2.0,4.0,1.0,,,,,,,1.0,,,,,,2.0,1.0,,2.0,,,2.0,1.0607,0.46,1.0,1.0,0.9943,,1.0,,,mateoretegui,1.0,
14771941,away,Al-Qadsiah,Jehad Thakri,thakri-jehad,J. Thakri,D,4,184.0,259,M,1845169,EUR,995673600,M,4,4,True,21.0,19.0,,,0.0,14.0,16.0,5.0,5.0,1.0,,,,,33.0,25.0,6.1,2.0,0.00271059,97.745935463373,13.0,75.6,9.45,,0,,0.05,0.09,-0.41,,,,,1.0,2.0,2.0,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Gabriel Carvalho,gabriel-teixeira,G. Carvalho,M,20,168.0,1272,M,1485218,EUR,1187308800,F,20,20,True,25.0,22.0,3.0,2.0,0.0,6.0,6.0,16.0,19.0,3.0,,,,,33.0,35.0,6.9,5.0,0.0599307,47.292582680607,8.0,25.515,10.185,,0,,0.14,0.11,-0.09,,,,,,7.0,5.0,1.0,1.0,1.0,3.0,2.0,,1.0,1.0,,,,4.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Turki Al-Ammar,turki-al-ammar,T. Al-Ammar,M,7,170.0,151,M,965177,EUR,938044800,M,7,7,True,6.0,6.0,,,0.0,4.0,4.0,2.0,2.0,1.0,,,,,13.0,8.0,6.3,2.0,0.00240567,12.072903917451,1.0,8.295,8.295,,0,,0.07,-0.21,-0.1,,,,,,3.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Saif Rashad Mohamed,saif-rashad-mohamed,S. R. Mohamed,F,74,,60,M,1548483,EUR,1099180800,F,14,14,True,6.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,4.0,,2.0,,,,13.0,13.0,6.9,4.0,0.0365966,39.764188590902,6.0,13.65,7.245,,0,,0.17,0.05,-0.08,,Saif Rashad Mohamed,2.0,1.0,,2.0,3.0,,,,1.0,1.0,,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Qasim Lajami,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,True,3.0,3.0,,,0.0,3.0,3.0,,,,,,,,9.0,5.0,6.9,,2.94e-06,,,,,,0,,0.0,,0.27,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Ahmed Al-Kassar,ahmed-al-kassar,A. Al-Kassar,G,28,187.0,128,M,818749,EUR,673660800,G,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Ibrahim Mahnashi,ibrahim-mahnashi,I. Mahnashi,M,40,,10,M,917267,EUR,942883200,M,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Eyad Houssa,eyad-houssa,E. Houssa,M,27,172.0,17,M,2172397,EUR,1164067200,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771941,away,Al-Qadsiah,Abdullah Al-Salem,abdullah-al-salem,A. Al-Salem,F,9,183.0,285,M,818674,EUR,724723200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
