match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_lastName,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_wasFouled,stat_aerialLost,stat_shotOffTarget,stat_expectedGoals,captain,stat_blockedScoringAttempt,stat_totalCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId
12421063,home,Standard Liège,Matthieu Epolo,Matthieu Epolo,matthieu-epolo,M. Epolo,G,1,185,3162,M,1121943,EUR,1105747200,G,40,40,False,28.0,14.0,19.0,5.0,0.0,10.0,12.0,4.0,16.0,2.0,10.0,1.0,7.0,7.0,2.0,90.0,42.0,9.1,14.0,0.00196282,0,1.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421063,home,Standard Liège,Boško Šutalo,,bosko-sutalo,B. Šutalo,D,21,188,725,M,942992,EUR,946684800,D,4,4,False,33.0,25.0,5.0,2.0,0.0,20.0,24.0,5.0,9.0,7.0,6.0,,,,,90.0,58.0,7.9,9.0,0.00455558,0,,2.0,2.0,9.0,2.0,2.0,1.0,6.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12421063,home,Standard Liège,Ibe Hautekiet,,ibe-hautekiet,I. Hautekiet,D,25,188,153,M,964757,EUR,1018656000,D,25,25,False,42.0,35.0,9.0,4.0,0.0,33.0,36.0,2.0,6.0,7.0,2.0,,,,,90.0,57.0,7.5,8.0,0.00097394,0,,,1.0,5.0,,,,2.0,5.0,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,
12421063,home,Standard Liège,Lucas Noubi,Lucas Noubi,lucas-noubi,L. Noubi,D,4,184,322,M,1127337,EUR,1105747200,D,51,51,False,46.0,27.0,11.0,2.0,0.0,22.0,29.0,5.0,17.0,3.0,4.0,,,,,90.0,61.0,6.7,21.0,0.00219343,0,,1.0,2.0,3.0,,,,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12421063,home,Standard Liège,Marlon Fossey,,marlon-fossey,M. Fossey,M,13,180,286,M,880762,EUR,905299200,M,13,13,False,15.0,13.0,1.0,1.0,0.0,6.0,7.0,7.0,8.0,4.0,3.0,,,,,74.0,41.0,7.2,8.0,0.0162416,0,,2.0,3.0,5.0,1.0,1.0,,,,,,1.0,,3.0,,,2.0,3.0,,,,,,,,,,,,
12421063,home,Standard Liège,Léandre Kuavita,Léandre Kuavita,leandre-kuavita,L. Kuavita,M,14,180,165,M,1198065,EUR,1085961600,M,14,14,False,8.0,6.0,1.0,1.0,0.0,5.0,6.0,1.0,2.0,1.0,2.0,,,,,56.0,13.0,6.7,3.0,0.00040297,1,,1.0,2.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,1.0,0.1564,,,,,,,,,,
12421063,home,Standard Liège,Aiden O'Neill,,aiden-oneill,A. O'Neill,M,21,178,150,M,847938,EUR,899510400,M,24,24,False,26.0,17.0,3.0,1.0,0.0,11.0,18.0,6.0,8.0,4.0,1.0,,,,,90.0,40.0,6.6,10.0,0.00709409,2,,3.0,5.0,6.0,,,1.0,1.0,3.0,1.0,1.0,,,1.0,4.0,,,,,0.0724,True,2.0,,,,,,,,
12421063,home,Standard Liège,Marko Bulat,,marko-bulat,M. Bulat,M,5,178,837,M,905063,EUR,1001462400,M,7,7,False,9.0,6.0,2.0,,0.0,5.0,6.0,1.0,7.0,2.0,2.0,,,,,86.0,26.0,7.0,9.0,0.00090222,1,,,3.0,4.0,1.0,,,3.0,3.0,2.0,,,,1.0,2.0,,1.0,,,0.0376,,,4.0,1.0,0.525,,,,,
12421063,home,Standard Liège,Ilay Camara,Ilay Camara,camara-ilay,I. Camara,M,7,174,4171,M,1397747,EUR,1042848000,M,17,17,False,30.0,20.0,7.0,1.0,0.0,13.0,18.0,8.0,13.0,3.0,9.0,,,,,90.0,60.0,7.2,13.0,0.136313,0,,,5.0,9.0,3.0,3.0,,1.0,4.0,3.0,1.0,2.0,,,2.0,1.0,2.0,1.0,,,,,1.0,,,1.0,1.0,,,
12421063,home,Standard Liège,Andi Zeqiri,,andi-zeqiri,A. Zeqiri,F,9,184,672,M,796067,EUR,930009600,F,9,9,False,11.0,7.0,1.0,,0.0,2.0,2.0,5.0,9.0,4.0,3.0,,,,,74.0,29.0,6.8,9.0,0.0304207,3,,1.0,6.0,5.0,1.0,,,,,,2.0,,,3.0,,1.0,4.0,2.0,1.0,0.2491,,1.0,,1.0,0.0858,,,1.0,,
12421063,home,Standard Liège,Soufiane Benjdida,Soufiane Benjdida,soufiane-benjdida,S. Benjdida,F,9,178,988,M,1168800,EUR,999561600,F,21,21,False,9.0,2.0,1.0,,0.0,,2.0,2.0,8.0,1.0,,,,,,56.0,20.0,6.4,12.0,0.00078877,0,,1.0,5.0,2.0,2.0,1.0,,,,,,,,1.0,,2.0,,2.0,,,,,1.0,,,,,,,
