match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_fouls,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,player_firstName,player_lastName,stat_outfielderBlock,stat_errorLeadToAGoal
10411553,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,19.0,18.0,2.0,1.0,18.0,19.0,1.0,5.0,5.0,6.0,1.0,90.0,29.0,8.5,1.0,0.0,0.0,4.893e-05,0,1.6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411553,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,59.0,53.0,6.0,5.0,32.0,33.0,5.0,4.0,,,,79.0,85.0,7.1,10.0,0.0,0.0,0.219117,0,,dilorenzo22,True,22.0,29.0,3.0,1.0,1.0,7.0,5.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411553,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,81.0,78.0,2.0,2.0,58.0,60.0,1.0,6.0,,,,90.0,85.0,7.0,4.0,0.0,0.0,0.168503,0,,,,20.0,21.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10411553,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15025,M,896569,EUR,848016000,D,3,3,False,115.0,109.0,5.0,3.0,85.0,87.0,3.0,10.0,,,,90.0,123.0,7.5,6.0,0.0,0.0,0.136233,0,,kiminjae3,,25.0,29.0,1.0,1.0,,1.0,3.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,
10411553,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168,1034,M,99546,EUR,675302400,D,6,6,False,70.0,61.0,12.0,7.0,29.0,29.0,1.0,8.0,,,,90.0,97.0,8.5,17.0,0.0267,0.073,0.4945,1,,,,35.0,48.0,7.0,3.0,,2.0,1.0,1.0,,,,1.0,,,1.0,5.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
10411553,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,57.0,52.0,3.0,3.0,30.0,33.0,2.0,3.0,,,,56.0,66.0,7.1,6.0,0.0683,0.0,0.013108,2,,anguiss_29,,22.0,24.0,,,1.0,2.0,2.0,,1.0,,,,2.0,1.0,,,,,,,,,,2.0,,,,,,,,
10411553,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,71.0,67.0,8.0,5.0,37.0,38.0,1.0,5.0,,,,79.0,79.0,7.2,4.0,0.0,0.0,0.0132968,0,,StanLobotka,,30.0,33.0,,,1.0,3.0,4.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,
10411553,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,20,20,False,18.0,17.0,,,8.0,8.0,,2.0,,,,56.0,32.0,6.1,8.0,0.0696,0.0,0.0049712,1,,zielu_94,,9.0,12.0,2.0,,,4.0,1.0,,3.0,2.0,1.0,2.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,
10411553,home,Napoli,Hirving Lozano,hirving-lozano,H. Lozano,F,11,175,6583,M,385320,EUR,807062400,F,11,11,False,20.0,18.0,,,6.0,7.0,1.0,3.0,,,,90.0,38.0,7.0,9.0,0.0304,0.0,0.0547637,1,,hirvinglozano,,13.0,18.0,5.0,1.0,1.0,4.0,5.0,1.0,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,
10411553,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,9.0,6.0,,,3.0,3.0,1.0,2.0,,,,90.0,24.0,9.3,10.0,1.1973,2.2425,0.0734904,5,,Osimhen9,,3.0,6.0,,,,3.0,4.0,,1.0,2.0,1.0,,,,1.0,1.0,2.0,5.0,,,3.0,,1.0,,,1.0,2.0,3.0,,,,
