match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_challengeLost,stat_totalOffside,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11408481,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,40.0,39.0,6.0,5.0,37.0,37.0,2.0,3.0,4.0,1.0,1.0,1.0,90.0,43.0,7.1,1.0,0.00065225,0,0.0674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408481,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,False,51.0,45.0,1.0,1.0,23.0,23.0,24.0,30.0,4.0,,,,83.0,70.0,7.0,10.0,0.242858,0,,,,2.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11408481,home,FC Porto,Pepe,pepe,Pepe,D,,188,6226,M,Pepe,5884,EUR,415065600,D,3,3,False,91.0,86.0,9.0,5.0,52.0,53.0,34.0,38.0,8.0,,,,90.0,92.0,7.2,5.0,0.0636207,0,,,,,,1.0,2.0,,,,,,1.0,,,,,1.0,True,1.0,1.0,,,,,,,,,,,,,,,
11408481,home,FC Porto,Otávio,otavio,Otávio,D,6,188,1431,M,,1069159,EUR,1019347200,D,31,31,False,76.0,70.0,6.0,4.0,46.0,47.0,24.0,29.0,9.0,,,,90.0,88.0,7.5,6.0,0.0131911,1,,,,,,3.0,5.0,7.0,,1.0,,1.0,1.0,1.0,1.0,,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0164,,,,,,,,,
11408481,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,18,18,False,53.0,41.0,3.0,3.0,19.0,25.0,22.0,30.0,7.0,,,,90.0,75.0,7.7,19.0,0.0372857,1,,,,2.0,,,5.0,3.0,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,,,2.0,0.1117,1.0,1.0,0.15,,,,,,
11408481,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,85.0,81.0,6.0,4.0,33.0,35.0,49.0,54.0,5.0,,,,90.0,96.0,7.5,9.0,0.16622,0,,Alan Varela,,4.0,1.0,1.0,4.0,3.0,1.0,,1.0,1.0,,3.0,2.0,1.0,,3.0,,1.0,,,,,,1.0,,,,,,,,,,
11408481,home,FC Porto,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,16,16,False,52.0,49.0,2.0,2.0,21.0,21.0,28.0,31.0,1.0,,,,83.0,62.0,6.7,6.0,0.037841,2,,,,,,3.0,9.0,5.0,1.0,,,,1.0,3.0,,2.0,,1.0,,1.0,,2.0,,1.0,,4.0,0.534,,,,1.0,1.0,1.0,,,
11408481,home,FC Porto,Francisco Conceição,francisco-conceicao,F. Conceição,F,7,170,19864,M,FConceicao_7,979222,EUR,1039824000,M,10,10,False,30.0,27.0,,,8.0,9.0,22.0,27.0,8.0,,,,88.0,53.0,8.0,12.0,0.409159,2,,,,6.0,3.0,,5.0,9.0,,6.0,1.0,,,3.0,2.0,2.0,2.0,3.0,,2.0,1.0,,4.0,1.0,,1.0,0.0691,1.0,,0.1664,,,,,,
11408481,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,35.0,22.0,2.0,,10.0,13.0,12.0,24.0,6.0,,,,90.0,65.0,8.0,23.0,0.0933359,4,,,,2.0,,,5.0,12.0,1.0,6.0,1.0,,,6.0,6.0,3.0,3.0,1.0,,,,,3.0,,,1.0,0.269,3.0,1.0,0.2553,,1.0,1.0,,,
11408481,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,False,24.0,19.0,2.0,1.0,2.0,4.0,17.0,21.0,4.0,,,,82.0,43.0,9.0,12.0,0.0912844,5,,,,1.0,,,6.0,5.0,1.0,3.0,,,1.0,3.0,3.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.3361,3.0,2.0,2.4496,1.0,2.0,1.0,,,
11408481,home,FC Porto,Evanilson,evanilson,Evanilson,F,9,181,7635,M,evanilsonlima99,998490,EUR,939168000,F,30,30,False,27.0,25.0,,,11.0,11.0,14.0,16.0,,,,,83.0,43.0,7.3,6.0,0.39606,1,,,,,,,3.0,7.0,,2.0,1.0,,,2.0,2.0,2.0,4.0,1.0,,,,1.0,,,,1.0,0.0459,,,,1.0,,1.0,,,
11408481,home,FC Porto,Iván Jaime,ivan-jaime,I. Jaime,M,11,180,1015,M,,951986,EUR,969926400,M,17,17,True,4.0,4.0,,,,,4.0,4.0,,,,,8.0,7.0,6.3,1.0,0.0103176,1,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,0.0159,,,,,,1.0,,,
11408481,home,FC Porto,Jorge Sánchez,jorge-sanchez,J. Sánchez,D,35,175,1414,M,,832868,EUR,881712000,D,15,15,True,7.0,6.0,,,1.0,1.0,6.0,7.0,,,,,9.0,8.0,7.3,1.0,0.205578,0,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
11408481,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,6,6,True,19.0,19.0,1.0,1.0,6.0,6.0,13.0,14.0,,,,,9.0,23.0,6.6,2.0,0.0120047,0,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
