match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_dispossessed,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_penaltyWon,stat_goalAssist,stat_totalOffside
12117002,home,Atlético Goianiense,Ronaldo,ronaldo,Ronaldo,G,96,193,1025,M,840106,EUR,840672000,G,1,1,False,True,23.0,13.0,17.0,7.0,8.0,9.0,5.0,14.0,1.0,7.0,2.0,1.0,4.0,90.0,32.0,6.6,10.0,0.00107024,0,-0.1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117002,home,Atlético Goianiense,Bruno Tubarão,bruno-tubarao,B. Tubarão,D,29,180,421,M,931588,EUR,796348800,D,2,2,False,,35.0,31.0,2.0,1.0,18.0,18.0,14.0,20.0,2.0,6.0,,,,90.0,49.0,6.3,8.0,0.0250318,0,,3.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12117002,home,Atlético Goianiense,Luiz Felipe,luiz-felipe,Luiz Felipe,D,3,187,139,M,831993,EUR,747532800,D,3,3,False,,27.0,16.0,9.0,3.0,11.0,16.0,5.0,11.0,1.0,2.0,,,,51.0,30.0,5.3,11.0,0.00235836,0,,,,1.0,3.0,1.0,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12117002,home,Atlético Goianiense,Alix Vinicius,alix-vinicius,A. Vinicius,D,4,196,333,M,1117597,EUR,941846400,D,4,4,False,,32.0,28.0,7.0,5.0,22.0,23.0,6.0,9.0,5.0,4.0,,,,90.0,42.0,6.8,4.0,0.00215802,1,,,,1.0,2.0,2.0,,,,1.0,,,,,Alix Vinicius,,2.0,2.0,,1.0,1.0,0.0333,,,,,,,,,,,,,
12117002,home,Atlético Goianiense,Guilherme Romão,guilherme-romao,G. Romão,D,5,179,114,M,883908,EUR,876182400,D,6,6,False,,30.0,22.0,3.0,1.0,11.0,13.0,11.0,20.0,4.0,3.0,,,,90.0,53.0,6.2,15.0,0.0122393,1,,3.0,,2.0,3.0,5.0,,1.0,,,,,1.0,,,,4.0,,,,,0.0198,1.0,,,,,,,,,,,,
12117002,home,Atlético Goianiense,Shaylon,shaylon,Shaylon,M,7,180,381,M,874723,EUR,862099200,M,10,10,False,,27.0,21.0,3.0,2.0,11.0,13.0,11.0,21.0,,2.0,,,,90.0,43.0,6.4,13.0,0.0533914,1,,7.0,1.0,2.0,6.0,2.0,3.0,2.0,1.0,1.0,,,1.0,2.0,,,,1.0,,,,0.0451,1.0,,,,,,,,,,,,
12117002,home,Atlético Goianiense,Roni,roni,Roni,M,70,174,491,M,1046440,EUR,924134400,M,5,5,False,,33.0,31.0,6.0,4.0,17.0,17.0,14.0,17.0,,5.0,,,,45.0,39.0,6.5,4.0,0.0239174,0,,1.0,,1.0,5.0,,1.0,,,1.0,,,,,Roni,,,1.0,,2.0,,,,1.0,,,,,,,,,,,
12117002,home,Atlético Goianiense,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178,849,M,922575,EUR,907977600,M,8,8,False,,26.0,24.0,3.0,3.0,10.0,11.0,14.0,15.0,,4.0,,,,54.0,38.0,6.7,5.0,0.0197345,2,,,,,3.0,2.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,0.0736,1.0,2.0,1.0,,,,,,,,,,
12117002,home,Atlético Goianiense,Alejo Cruz,alejo-cruz,A. Cruz,M,15,169,217,M,1086925,EUR,967766400,M,7,7,False,,11.0,8.0,1.0,,2.0,2.0,7.0,13.0,,1.0,,,,45.0,21.0,6.4,9.0,0.0343895,0,,4.0,1.0,3.0,5.0,,1.0,,,,,,,1.0,Alejo Cruz Techera,,,,,1.0,,,,,3.0,,,,,,,,,,
12117002,home,Atlético Goianiense,Emiliano Rodriguez,rodriguez-emiliano,E. Rodriguez,F,,190,298,M,1177548,EUR,1058313600,F,9,9,False,,13.0,8.0,,,4.0,7.0,4.0,6.0,,5.0,,,,54.0,25.0,6.8,10.0,0.0117759,3,,,,6.0,8.0,3.0,,2.0,1.0,,,,,2.0,,,2.0,,,,1.0,0.0589,1.0,1.0,3.0,1.0,0.6531,,,,,,,,
12117002,home,Atlético Goianiense,Luiz Fernando,luiz-fernando,Luiz Fernando,M,32,178,624,M,874143,EUR,845424000,F,11,11,False,,22.0,17.0,1.0,1.0,7.0,7.0,10.0,15.0,1.0,3.0,,,,89.0,36.0,7.1,9.0,0.0141451,1,,,,4.0,6.0,4.0,,,,1.0,,,3.0,1.0,,,1.0,3.0,,2.0,1.0,0.0118,,1.0,3.0,,,,,,,,,,
