match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,captain,stat_totalCross,stat_wonContest,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_clearanceOffLine,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,stat_goals
10437959,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,12,12,False,36.0,24.0,26.0,15.0,16.0,19.0,8.0,17.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,90.0,43.0,5.9,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,
10437959,home,Santa Clara,Diogo Calila,,,diogo-calila,D. Calila,M,2,173,593,M,892083,EUR,907977600,D,13,13,False,23.0,18.0,2.0,1.0,9.0,12.0,9.0,11.0,,3.0,5.0,,4.0,7.0,1.0,,,,,90.0,47.0,6.5,12.0,0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,
10437959,home,Santa Clara,Kennedy Boateng,,,kennedy-boateng,K. Boateng,D,4,191,330,M,845884,EUR,849225600,D,4,4,False,35.0,23.0,7.0,4.0,17.0,21.0,6.0,14.0,2.0,2.0,4.0,,9.0,3.0,,,,,,90.0,49.0,6.4,13.0,0,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
10437959,home,Santa Clara,Ítalo,,,italo,Ítalo,D,16,191,58,M,1110161,EUR,1013990400,D,44,44,False,31.0,23.0,3.0,1.0,17.0,21.0,6.0,10.0,2.0,3.0,3.0,,5.0,7.0,,,,,,90.0,42.0,6.3,11.0,0,2.0,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10437959,home,Santa Clara,Paulo Henrique,,,paulo-henrique,P. Henrique,D,23,182,49,M,342981,EUR,846028800,D,16,16,False,36.0,28.0,2.0,1.0,15.0,19.0,13.0,18.0,3.0,6.0,5.0,1.0,1.0,3.0,,,,,,90.0,52.0,6.1,13.0,0,1.0,1.0,,1.0,1.0,1.0,4.0,,True,1.0,1.0,1.0,,,,,,,,,,,,
10437959,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,M,32,32,False,8.0,3.0,,,1.0,2.0,2.0,6.0,1.0,4.0,2.0,,1.0,2.0,1.0,,,,,29.0,17.0,5.8,11.0,0,1.0,,,,,2.0,,3.0,,,,,,,,,,,,,,,,
10437959,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,20,20,False,37.0,34.0,4.0,3.0,15.0,16.0,19.0,21.0,1.0,4.0,1.0,1.0,2.0,7.0,,,,,,90.0,48.0,6.3,6.0,0,1.0,,,,,1.0,,2.0,,,,,2.0,,,,,,,,,,,
10437959,home,Santa Clara,Kento Misao,,,kento-misao,K. Misao,M,6,180,90,M,358988,EUR,829612800,M,40,40,False,16.0,11.0,2.0,1.0,7.0,11.0,4.0,5.0,,4.0,4.0,1.0,,3.0,1.0,,,,,64.0,26.0,6.2,7.0,0,,1.0,,2.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,
10437959,home,Santa Clara,Gabriel Silva,Gabriel Silva,,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,M,49,49,False,12.0,7.0,2.0,1.0,2.0,4.0,6.0,9.0,1.0,12.0,7.0,2.0,,3.0,3.0,,,,,90.0,39.0,6.5,17.0,5,1.0,5.0,,1.0,,1.0,4.0,2.0,,1.0,2.0,,,1.0,2.0,1.0,2.0,,,,,,,
10437959,home,Santa Clara,Bruno Almeida,,,bruno-almeida,B. Almeida,M,10,172,75,M,941314,EUR,842227200,F,19,19,False,12.0,9.0,2.0,,5.0,5.0,4.0,19.0,,4.0,2.0,1.0,,2.0,1.0,,,,,74.0,35.0,6.8,19.0,2,1.0,1.0,,1.0,,3.0,1.0,,,12.0,,,1.0,,2.0,,,,,,,,,
