match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_aerialLost,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalOffside,stat_bigChanceCreated,stat_penaltyWon
10407014,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,True,20.0,18.0,5.0,3.0,17.0,19.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,90.0,27.0,6.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407014,home,KVC Westerlo,Edisson Jordanov,,,edisson-jordanov,E. Jordanov,D,24,172,62,M,129922,EUR,739497600,D,32,32,False,,38.0,30.0,3.0,1.0,15.0,18.0,15.0,27.0,1.0,3.0,,,,,90.0,62.0,6.7,18.0,0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10407014,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,,54.0,51.0,3.0,2.0,33.0,34.0,18.0,20.0,,6.0,,,,,89.0,63.0,7.1,3.0,1,,4.0,,1.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10407014,home,KVC Westerlo,Ravil Tagir,,,tagir-ravil,R. Tagir,D,28,185,250,M,992551,EUR,1052179200,D,24,24,False,,76.0,66.0,12.0,8.0,36.0,38.0,30.0,38.0,1.0,10.0,,,,,90.0,84.0,6.8,10.0,0,,3.0,,1.0,1.0,2.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,
10407014,home,KVC Westerlo,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183,4477,M,997152,EUR,977443200,D,11,11,False,,47.0,40.0,2.0,2.0,22.0,24.0,20.0,34.0,11.0,11.0,,1.0,,,90.0,93.0,6.4,24.0,2,11.0,6.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,,,,,2.0,,2.0,3.0,1.0,1.0,,,,,,,,
10407014,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,,63.0,55.0,8.0,5.0,19.0,19.0,38.0,49.0,2.0,7.0,,,,,90.0,80.0,7.2,12.0,1,5.0,2.0,1.0,,,3.0,,1.0,,,3.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,
10407014,home,KVC Westerlo,Mathias Fixelles,,,mathias-fixelles,M. Fixelles,M,11,174,39,M,876447,EUR,839721600,M,4,4,False,,52.0,41.0,3.0,,18.0,20.0,23.0,34.0,4.0,8.0,,2.0,,,66.0,64.0,6.6,15.0,0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
10407014,home,KVC Westerlo,Tuur Dierckx,,,tuur-dierckx,T. Dierckx,F,,171,133,M,190409,EUR,799977600,M,55,55,False,,23.0,20.0,3.0,2.0,7.0,7.0,13.0,17.0,1.0,2.0,,,,,74.0,30.0,6.6,6.0,1,1.0,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,
10407014,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,False,,39.0,34.0,3.0,1.0,9.0,10.0,26.0,32.0,5.0,1.0,,2.0,,,90.0,51.0,6.5,8.0,2,3.0,4.0,,1.0,,,,2.0,,2.0,2.0,,1.0,,2.0,,1.0,2.0,,1.0,,,,,,,,
10407014,home,KVC Westerlo,Dorgeles Nene,Nene Dorgeles,,nene-dorgeles,D. Nene,F,45,174,10370,M,1102788,EUR,1040601600,M,45,45,False,,37.0,31.0,1.0,1.0,10.0,12.0,21.0,27.0,5.0,8.0,,,,,90.0,59.0,7.3,14.0,4,2.0,3.0,2.0,4.0,1.0,,3.0,1.0,1.0,1.0,,,2.0,,1.0,,,,2.0,,d.nene10,1.0,,,,,,
10407014,home,KVC Westerlo,Lyle Foster,,,foster-lyle,L. Foster,F,9,180,7083,M,901907,EUR,967939200,F,9,9,False,,19.0,16.0,4.0,3.0,5.0,6.0,11.0,13.0,7.0,,,4.0,,,90.0,34.0,6.8,11.0,2,,4.0,1.0,5.0,3.0,,,,4.0,,2.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,
10407014,home,KVC Westerlo,Igor Vetokele,,,igor-vetokele,I. Vetokele,F,,173,40,M,106236,EUR,701308800,F,25,25,True,,6.0,3.0,,,,,3.0,6.0,2.0,2.0,,,,,24.0,9.0,6.8,4.0,0,,1.0,,1.0,,,,1.0,,,2.0,,,,1.0,1.0,,,,,,,1.0,,,,,
10407014,home,KVC Westerlo,Rubin Seigers,,,rubin-seigers,R. Seigers,D,4,187,36,M,794983,EUR,884476800,D,23,23,True,,13.0,12.0,6.0,6.0,4.0,5.0,8.0,8.0,,1.0,,,,,16.0,15.0,6.8,1.0,0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10407014,home,KVC Westerlo,Kyan Vaesen,,,vaesen-kyan,K. Vaesen,F,17,190,139,M,997827,EUR,987120000,F,14,14,True,,4.0,2.0,1.0,1.0,,,2.0,4.0,,1.0,,,,,1.0,6.0,,2.0,1,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,
10407014,home,KVC Westerlo,Nick Gillekens,,,nick-gillekens,N. Gillekens,G,1,185,45,M,794577,EUR,804902400,G,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407014,home,KVC Westerlo,Pietro Perdichizzi,,,pietro-perdichizzi,P. Perdichizzi,D,2,182,26,M,105720,EUR,724464000,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407014,home,KVC Westerlo,Muhammed Gümüşkaya,,,muhammed-gumuskaya,M. Gümüşkaya,M,10,177,178,M,929649,EUR,978307200,M,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407014,home,KVC Westerlo,Lukas Van Eenoo,,,lukas-van-eenoo,L. V. Eenoo,M,8,175,44,M,45880,EUR,665798400,M,7,7,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407014,away,Oud-Heverlee Leuven,Valentin Cojocaru,,,valentin-cojocaru,V. Cojocaru,G,77,195,225,M,182363,EUR,812505600,G,12,12,False,,31.0,25.0,8.0,2.0,24.0,27.0,1.0,4.0,,8.0,,,,4.0,90.0,45.0,7.2,7.0,0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,3.0,2.0,,,
10407014,away,Oud-Heverlee Leuven,Louis Patris,,,louis-patris,L. Patris,M,27,187,275,M,923972,EUR,991872000,D,25,25,False,,31.0,21.0,1.0,1.0,14.0,15.0,7.0,16.0,1.0,4.0,,2.0,,,90.0,64.0,7.6,15.0,0,,9.0,,,,4.0,3.0,9.0,2.0,,,,,,5.0,,,,,,,,,,,1.0,,
10407014,away,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190,193,M,949101,EUR,971136000,D,28,28,False,,34.0,27.0,10.0,5.0,23.0,25.0,4.0,9.0,2.0,5.0,,,,,90.0,44.0,6.6,7.0,0,,,,,,5.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,
