match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_challengeLost,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches
13080873,home,Harrogate Town,James Belshaw,james-belshaw,J. Belshaw,G,31,191.0,24,M,47310,EUR,653270400.0,G,31,31,False,True,37.0,29.0,19.0,11.0,0.0,20.0,21.0,9.0,16.0,9.0,1.0,90.0,41.0,7.1,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13080873,home,Harrogate Town,Toby Sims,toby-sims,T. Sims,D,4,185.0,12,M,1191069,EUR,876873600.0,D,14,14,False,,50.0,33.0,17.0,7.0,0.0,14.0,18.0,20.0,33.0,3.0,,90.0,71.0,7.8,20.0,2,Toby Sims,,1.0,1.0,1.0,6.0,1.0,8.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
13080873,home,Harrogate Town,Anthony O'Connor,anthony-oconnor,A. O'Connor,D,15,188.0,27,M,137715,EUR,719971200.0,D,15,15,False,,53.0,40.0,12.0,5.0,0.0,27.0,31.0,13.0,22.0,5.0,,90.0,63.0,7.0,17.0,0,,,,,3.0,4.0,5.0,4.0,,,,,2.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,
13080873,home,Harrogate Town,Jasper Moon,jasper-moon,J. Moon,D,18,185.0,12,M,950349,EUR,975024000.0,D,5,5,False,,57.0,51.0,7.0,5.0,0.0,29.0,32.0,22.0,25.0,2.0,,90.0,71.0,7.7,7.0,0,,,,,2.0,4.0,4.0,7.0,,,,,3.0,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,2.0,,,,,,,
13080873,home,Harrogate Town,Zico Asare,zico-asare,Z. Asare,D,2,176.0,9,M,991549,EUR,986947200.0,D,2,2,False,,65.0,54.0,5.0,1.0,0.0,31.0,33.0,23.0,33.0,9.0,,90.0,89.0,7.2,15.0,0,,,1.0,,3.0,6.0,7.0,8.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,
13080873,home,Harrogate Town,Stephen Duke-McKenna,stephen-duke-mckenna,S. Duke-McKenna,M,11,170.0,57,M,914881,EUR,966470400.0,M,9,9,False,,40.0,32.0,7.0,5.0,0.0,9.0,9.0,25.0,43.0,4.0,,90.0,73.0,8.0,24.0,3,,,12.0,2.0,2.0,5.0,5.0,11.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,2.0,,2.0,,1.0,,,,,
13080873,home,Harrogate Town,Stephen Dooley,stephen-dooley,S. Dooley,M,,180.0,10,M,62337,EUR,687830400.0,M,22,22,False,,39.0,38.0,3.0,3.0,0.0,21.0,21.0,17.0,18.0,1.0,,54.0,46.0,7.1,1.0,0,,,,,,,,5.0,1.0,1.0,,,,1.0,3.0,1.0,,,,,,1.0,,,,,,,
13080873,home,Harrogate Town,Dean Cornelius,dean-cornelius,D. Cornelius,M,8,176.0,14,M,944180,EUR,986947200.0,M,8,8,False,,34.0,30.0,4.0,4.0,0.0,17.0,20.0,13.0,15.0,3.0,,90.0,39.0,7.6,5.0,1,,,1.0,,1.0,,1.0,3.0,,,,1.0,,,2.0,1.0,,,,,,1.0,,,1.0,,,,
13080873,home,Harrogate Town,James Daly,james-daly,J. Daly,M,11,178.0,24,M,931250,EUR,947635200.0,M,11,11,False,,33.0,22.0,4.0,1.0,1.0,9.0,10.0,17.0,35.0,8.0,,90.0,77.0,7.8,32.0,2,,,12.0,4.0,4.0,2.0,11.0,13.0,6.0,3.0,,1.0,1.0,1.0,3.0,1.0,2.0,3.0,,5.0,1.0,5.0,,1.0,,1.0,,,
13080873,home,Harrogate Town,Josh March,josh-march,J. March,F,24,175.0,68,M,1014626,EUR,858643200.0,F,24,24,False,,16.0,12.0,,,0.0,3.0,3.0,9.0,14.0,1.0,,76.0,38.0,7.4,10.0,8,Josh,March,1.0,,3.0,3.0,5.0,7.0,3.0,2.0,4.0,,,1.0,,,,,,4.0,,2.0,1.0,4.0,,,,,
