match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_wasFouled,captain,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_goalAssist,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
10389990,home,Auxerre,Benoît Costil,benoit-costil,B. Costil,G,188,146,M,26965,EUR,552268800,G,23,23,False,27.0,20.0,16.0,9.0,13.0,14.0,7.0,13.0,1.0,16.0,1.0,1.0,1.0,90.0,41.0,6.6,7.0,0.0,0.0,0.00490527,0,0.0335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389990,home,Auxerre,Paul Joly,paul-joly,P. Joly,D,182,234,M,1130986,EUR,960336000,D,26,26,False,67.0,54.0,15.0,7.0,29.0,32.0,26.0,40.0,1.0,5.0,,,,90.0,85.0,6.4,17.0,0.0,0.0,0.0785068,0,,Paul Joly,,26,5.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10389990,home,Auxerre,Jubal,jubal,Jubal,D,190,384,M,329195,EUR,746582400,D,4,4,False,43.0,39.0,3.0,2.0,23.0,24.0,16.0,19.0,3.0,4.0,,,,90.0,53.0,7.0,4.0,0.0,0.0,0.00746455,0,,,,5,,,2.0,3.0,3.0,5.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
10389990,home,Auxerre,Julian Jeanvier,julian-jeanvier,J. Jeanvier,D,183,630,M,250477,EUR,702000000,D,27,27,False,52.0,47.0,6.0,3.0,35.0,38.0,12.0,14.0,1.0,9.0,,,,90.0,60.0,6.8,6.0,0.0,0.0,0.00600667,0,,,,,,,2.0,,3.0,2.0,,2.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,
10389990,home,Auxerre,Quentin Bernard,quentin-bernard,Q. Bernard,D,184,16,M,156367,EUR,615772800,D,3,3,False,52.0,40.0,8.0,3.0,22.0,25.0,18.0,30.0,3.0,9.0,,,,90.0,79.0,6.9,19.0,0.0,0.0,0.0461671,0,,,,5,3.0,,2.0,,5.0,5.0,3.0,1.0,,1.0,,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10389990,home,Auxerre,Birama Touré,birama-toure,B. Touré,M,183,136,M,246507,EUR,707788800,M,12,12,False,40.0,31.0,10.0,4.0,16.0,18.0,15.0,22.0,2.0,8.0,,,,90.0,56.0,6.4,11.0,0.079,0.0,0.0123045,1,,,,60,,,1.0,,6.0,2.0,2.0,1.0,1.0,,,2.0,,1.0,,,True,1.0,1.0,,,,,,,,,,,
10389990,home,Auxerre,Rayan Raveloson,rayan-raveloson,R. Raveloson,M,182,2740,M,757742,EUR,853372800,M,97,97,False,35.0,29.0,4.0,2.0,11.0,12.0,18.0,24.0,,4.0,,,,90.0,50.0,6.8,12.0,0.0,0.0,0.01549,0,,,,45,1.0,,1.0,,3.0,4.0,,,2.0,1.0,,2.0,,1.0,1.0,1.0,,,,5.0,,,,,,,,,,
10389990,home,Auxerre,Lassine Sinayoko,sinayoko-lassine,L. Sinayoko,F,186,10455,M,927005,EUR,944611200,M,17,17,False,30.0,23.0,2.0,1.0,8.0,9.0,15.0,23.0,,3.0,,,,87.0,46.0,7.2,12.0,0.3149,0.0,0.139016,3,,,,10,2.0,,2.0,,6.0,6.0,,1.0,2.0,1.0,,1.0,,6.0,5.0,,,1.0,2.0,1.0,1.0,,,,,,,,,
10389990,home,Auxerre,Mathias Autret,mathias-autret,M. Autret,M,179,39,M,101451,EUR,667785600,M,29,29,False,27.0,25.0,4.0,4.0,10.0,10.0,18.0,23.0,,2.0,,,,87.0,42.0,7.5,7.0,0.1251,0.096,0.155653,2,,,,,6.0,3.0,2.0,,3.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,
10389990,home,Auxerre,Hamza Sakhi,hamza-sakhi,H. Sakhi,M,172,812,M,340547,EUR,834105600,M,22,22,False,26.0,24.0,4.0,3.0,7.0,8.0,17.0,20.0,,1.0,,,,72.0,35.0,6.7,6.0,0.1108,0.0839,0.075809,3,,,,78,2.0,,,1.0,5.0,2.0,3.0,,1.0,1.0,,1.0,,,,,,1.0,2.0,1.0,,,1.0,1.0,,,,,,
