match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_fouls,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_bigChanceMissed
10388328,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,37.0,24.0,19.0,6.0,20.0,21.0,4.0,16.0,1.0,1.0,1.0,11.0,3.0,5.0,1.0,90.0,50.0,6.9,13.0,0.0,0.0,0.00097296,0,0.3514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388328,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,32.0,30.0,1.0,,21.0,21.0,9.0,11.0,1.0,1.0,3.0,3.0,,,,45.0,38.0,6.7,2.0,0.0,0.0,0.0049279,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388328,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,86.0,79.0,18.0,13.0,53.0,55.0,26.0,31.0,2.0,6.0,5.0,4.0,,,,90.0,99.0,7.6,7.0,0.0,0.0,0.0132071,0,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388328,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,71.0,66.0,10.0,6.0,36.0,36.0,30.0,39.0,,1.0,2.0,5.0,,,,90.0,81.0,6.6,9.0,0.0,0.0,0.0220026,0,,,,,1.0,,,1.0,True,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10388328,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,41.0,32.0,4.0,1.0,12.0,13.0,20.0,31.0,1.0,11.0,1.0,8.0,,,,90.0,79.0,7.2,17.0,0.0,0.0,0.176516,0,,,3.0,2.0,3.0,4.0,3.0,4.0,,3.0,,8.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,
10388328,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,43.0,36.0,5.0,3.0,14.0,15.0,22.0,31.0,,3.0,1.0,7.0,,,,84.0,57.0,6.4,15.0,0.0,0.0,0.0351574,0,,,1.0,,,2.0,2.0,1.0,,3.0,,5.0,2.0,,,2.0,,2.0,,,,,,,,,,,
10388328,home,SV Werder Bremen,Ilia Gruev,ilia-gruev,I. Gruev,M,44,185,2652,M,911679,EUR,957571200,M,28,28,False,53.0,51.0,1.0,,22.0,23.0,29.0,30.0,,4.0,,6.0,,,,84.0,64.0,6.6,4.0,0.0,0.0,0.0188194,0,,,,,2.0,3.0,1.0,1.0,,,,4.0,,,3.0,1.0,,1.0,,,,,,,,,,,
10388328,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,15.0,11.0,1.0,,4.0,5.0,7.0,11.0,,2.0,,5.0,,,,78.0,27.0,6.3,9.0,0.0,0.0,0.0229142,0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,4.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,,
10388328,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,M,3,3,False,50.0,43.0,6.0,4.0,23.0,24.0,22.0,28.0,,4.0,,8.0,,,,84.0,68.0,7.5,9.0,0.0,0.0,0.0993153,0,,,,,,4.0,3.0,,,2.0,,1.0,,1.0,,1.0,,1.0,2.0,2.0,,,,,,,,,
10388328,home,SV Werder Bremen,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,132645,EUR,729216000,F,11,11,False,32.0,18.0,2.0,2.0,4.0,5.0,14.0,27.0,7.0,8.0,,4.0,,,,90.0,47.0,7.2,23.0,0.1587,0.5658,0.0356469,2,,,1.0,,,1.0,1.0,,,,6.0,15.0,1.0,,1.0,6.0,,2.0,,,niclas.fuellkrug24,1.0,1.0,1.0,1.0,,,,
