match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_outfielderBlock,stat_totalContest,stat_shotOffTarget,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_totalOffside,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded
11408472,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,38.0,26.0,24.0,12.0,22.0,25.0,4.0,13.0,7.0,1.0,90.0,44.0,6.9,13.0,0.00091727,0,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408472,home,Moreirense,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,2,2,False,44.0,36.0,7.0,3.0,20.0,24.0,18.0,26.0,7.0,,90.0,71.0,7.2,15.0,0.17242,0,,6.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
11408472,home,Moreirense,Carlos Ponck,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,14,14,False,78.0,69.0,10.0,5.0,50.0,51.0,19.0,27.0,4.0,,90.0,89.0,7.7,9.0,0.0130956,1,,,,2.0,3.0,7.0,,5.0,,4.0,4.0,,,1.0,,,,True,3.0,1.0,0.0715,0.034,,,,,,,,,,,,,,
11408472,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,77.0,68.0,12.0,3.0,59.0,61.0,9.0,16.0,5.0,,90.0,81.0,6.8,9.0,0.00387661,0,,,,2.0,2.0,1.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11408472,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,False,42.0,30.0,6.0,2.0,15.0,19.0,18.0,30.0,5.0,,90.0,76.0,7.8,19.0,0.0690091,0,,7.0,3.0,,2.0,4.0,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
11408472,home,Moreirense,Gonçalo Franco,goncalo-franco,G. Franco,M,17,176,243,M,984866,EUR,974419200,M,88,88,False,29.0,21.0,5.0,,9.0,11.0,12.0,19.0,4.0,,90.0,50.0,7.2,13.0,0.0141446,2,,1.0,,1.0,5.0,7.0,,2.0,1.0,4.0,3.0,3.0,2.0,2.0,,,,,1.0,,0.0842,,1.0,,1.0,2.0,,,,,,,,,,
11408472,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,46.0,42.0,11.0,9.0,18.0,18.0,25.0,29.0,8.0,,90.0,60.0,7.7,5.0,0.211638,1,,1.0,1.0,,3.0,7.0,1.0,1.0,2.0,3.0,,,3.0,,1.0,,,,,,0.0261,,2.0,,1.0,1.0,1.0,,,,,,,,,
11408472,home,Moreirense,André Castro,andre-castro,A. Castro,M,,179,107,M,41652,EUR,575942400,M,8,8,False,29.0,23.0,2.0,1.0,10.0,12.0,14.0,19.0,5.0,,66.0,46.0,7.5,8.0,0.152854,2,,2.0,1.0,1.0,3.0,5.0,1.0,4.0,2.0,2.0,2.0,,,1.0,2.0,,,,2.0,,0.0327,,,,1.0,1.0,1.0,1.0,,,,,,,,
11408472,home,Moreirense,Madson de Souza Silva,madson-de-souza-silva,M. d. S. Silva,M,9,164,238,M,937555,EUR,935625600,F,31,31,False,22.0,18.0,3.0,1.0,3.0,5.0,16.0,18.0,5.0,,77.0,45.0,7.1,9.0,0.0480391,3,,1.0,1.0,3.0,8.0,6.0,1.0,,1.0,2.0,1.0,2.0,1.0,,2.0,,,,,,0.0535,,2.0,,5.0,1.0,3.0,2.0,,,,,,,,
11408472,home,Moreirense,Luís Asué,luis-asue,L. Asué,F,12,186,441,M,1064103,EUR,994636800,F,9,9,False,13.0,7.0,1.0,1.0,3.0,5.0,4.0,8.0,3.0,,78.0,34.0,7.2,13.0,0.00779088,6,,,,4.0,11.0,8.0,2.0,1.0,,2.0,2.0,2.0,,1.0,1.0,Luís,Asué,,4.0,1.0,0.189,0.2267,1.0,,5.0,2.0,2.0,3.0,,,,,,,,
11408472,home,Moreirense,João Camacho,joao-camacho,J. Camacho,M,37,174,51,M,317677,EUR,772329600,F,19,19,False,11.0,8.0,,,2.0,3.0,6.0,9.0,5.0,,66.0,26.0,6.6,11.0,0.00852515,1,,1.0,,1.0,6.0,3.0,2.0,,1.0,2.0,1.0,2.0,,1.0,,,,,,,0.0232,,,,3.0,1.0,1.0,,,,,,,,,
11408472,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,True,13.0,11.0,1.0,,4.0,4.0,8.0,15.0,1.0,,24.0,24.0,6.1,10.0,0.072439,1,,6.0,1.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,0.7884,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,
11408472,home,Moreirense,Hernani Infande,infande-hernani,H. Infande,F,,178,44,M,1088749,EUR,986256000,F,28,28,True,9.0,9.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,,24.0,18.0,6.7,3.0,0.00382945,1,,,,,3.0,3.0,,,,2.0,1.0,2.0,,2.0,,,,,1.0,,0.0639,,,,1.0,1.0,,,,,,,,,,
11408472,home,Moreirense,Kobamelo Kodisang,kobamelo-kodisang,K. Kodisang,M,13,169,215,M,822874,EUR,935798400,F,21,21,True,2.0,2.0,,,,,2.0,3.0,,,13.0,6.0,6.7,2.0,0.00086027,0,,1.0,,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,
11408472,home,Moreirense,Vinicius Mingotti,vinicius-mingotti,Vinicius Mingotti,F,9,185,106,M,989407,EUR,947203200,F,32,32,True,3.0,2.0,,,,,2.0,3.0,,,12.0,6.0,7.2,2.0,0.00053857,0,,,,,,3.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
11408472,home,Moreirense,Caio,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408472,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408472,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Dinis Pinto,,,,,,,,,,,,,,,,,,,,
11408472,home,Moreirense,Pedro Amador,pedro-amador,P. Amador,D,18,181,89,M,927038,EUR,913939200,D,18,18,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408472,home,Moreirense,Rúben Ramos Ismael,ruben-ramos-ismael,Ismael,M,16,184,179,M,1469058,EUR,922320000,M,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408472,away,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,,189,96,M,798688,EUR,673660800,G,18,18,False,27.0,19.0,11.0,4.0,17.0,19.0,2.0,8.0,8.0,2.0,90.0,36.0,7.0,8.0,0.0017475,0,0.2607,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,
11408472,away,Rio Ave,Josué Sá,josue-sa,J. Sá,D,3,186,48,M,137982,EUR,708739200,D,23,23,False,50.0,42.0,8.0,5.0,33.0,38.0,10.0,13.0,5.0,,90.0,63.0,6.8,12.0,0.0331084,0,,1.0,1.0,1.0,4.0,3.0,2.0,6.0,,1.0,1.0,2.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,1.0
11408472,away,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,64.0,53.0,11.0,1.0,46.0,49.0,7.0,15.0,3.0,,90.0,82.0,7.7,11.0,0.00502289,0,,,,4.0,4.0,7.0,,4.0,1.0,4.0,3.0,,,,,,,True,3.0,,,,,4.0,,,,,,,,,,,,
11408472,away,Rio Ave,Miguel Nóbrega,miguel-nobrega,M. Nóbrega,D,3,186,137,M,1066233,EUR,955929600,D,3,3,False,63.0,52.0,8.0,3.0,44.0,48.0,8.0,15.0,5.0,,90.0,76.0,7.3,12.0,0.00680276,0,,,,1.0,5.0,5.0,1.0,4.0,,4.0,3.0,,,1.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,
11408472,away,Rio Ave,Costinha,costinha,Costinha,D,20,181,818,M,988333,EUR,954028800,M,20,20,False,34.0,19.0,3.0,1.0,11.0,20.0,8.0,18.0,7.0,,90.0,73.0,6.7,25.0,0.0173763,1,,4.0,,2.0,8.0,6.0,3.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,1.0,,0.0427,,2.0,,1.0,,1.0,1.0,,,,,,,,
11408472,away,Rio Ave,Amine Oudrhiri,amine-oudrhiri,A. Oudrhiri,M,95,184,104,M,374560,EUR,720835200,M,10,10,False,35.0,29.0,2.0,,23.0,27.0,6.0,8.0,2.0,,90.0,46.0,6.7,6.0,0.00401437,0,,,,,4.0,4.0,,3.0,1.0,2.0,2.0,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,
11408472,away,Rio Ave,Adrien Silva,adrien-silva,A. Silva,M,,175,380,,30127,EUR,605923200,M,15,15,False,42.0,32.0,2.0,2.0,15.0,17.0,17.0,26.0,4.0,,61.0,51.0,6.6,14.0,0.0387961,0,,1.0,,,5.0,4.0,2.0,,1.0,2.0,,1.0,,1.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,
11408472,away,Rio Ave,Marios Vrousai,marios-vrousai,M. Vrousai,D,17,183,243,M,848521,EUR,899337600,M,27,27,False,38.0,28.0,3.0,1.0,10.0,11.0,18.0,29.0,5.0,,81.0,63.0,6.8,18.0,0.0326466,1,,2.0,,,5.0,6.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,3.0,,0.0156,,,1.0,5.0,1.0,2.0,,,,,,,,,
11408472,away,Rio Ave,Úmaro Embaló,umaro-embalo,Ú. Embaló,M,,170,334,M,901857,EUR,989107200,F,11,11,False,10.0,9.0,1.0,1.0,5.0,5.0,4.0,8.0,2.0,,61.0,27.0,6.8,10.0,0.00985185,0,,3.0,,,2.0,4.0,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,,3.0,,2.0,,,,,,,,,
11408472,away,Rio Ave,Aziz,aziz,Aziz,F,9,187,741,M,984147,EUR,910656000,F,81,81,False,11.0,6.0,1.0,,2.0,2.0,4.0,9.0,1.0,,74.0,15.0,6.6,8.0,0.00527211,0,,,,2.0,4.0,3.0,,,,,,1.0,,1.0,1.0,,,,3.0,,,,,,1.0,,,,,,,1.0,,,,
11408472,away,Rio Ave,Fábio Ronaldo,fabio-ronaldo,F. Ronaldo,F,11,178,236,M,1134514,EUR,988416000,F,77,77,False,14.0,11.0,,,6.0,6.0,5.0,9.0,4.0,,74.0,30.0,6.3,12.0,0.0125607,0,,1.0,,2.0,8.0,5.0,2.0,,,1.0,,2.0,3.0,1.0,,,,,,,,,,,4.0,,1.0,,,,,,,,,
11408472,away,Rio Ave,João Graça,joao-graca,J. Graça,M,21,177,46,M,309296,EUR,803433600,M,21,21,True,16.0,12.0,,,11.0,12.0,1.0,4.0,6.0,,29.0,24.0,6.2,10.0,0.0003555,0,,,,,5.0,2.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,3.0,,1.0,,,,,,,,,
11408472,away,Rio Ave,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,9,175,588,M,580392,EUR,832809600,F,22,22,True,6.0,3.0,,,2.0,2.0,1.0,4.0,1.0,,29.0,9.0,6.5,4.0,0.00024079,0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
11408472,away,Rio Ave,Joca Fernandes,joca-fernandes,J. Fernandes,M,8,167,50,M,583834,EUR,822873600,M,14,14,True,5.0,3.0,1.0,,,,3.0,5.0,1.0,,16.0,10.0,6.5,3.0,0.00179636,0,,,,,2.0,2.0,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
11408472,away,Rio Ave,João Teixeira,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,7,7,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,16.0,7.0,6.8,,0.00123212,1,,,,1.0,1.0,2.0,,,,,,,2.0,,,,,,,1.0,0.0182,0.038,,,,,,,,,,,,,,
11408472,away,Rio Ave,Helder Sá,helder-sa,H. Sá,D,28,184,56,M,1113073,EUR,1036886400,D,28,28,True,3.0,2.0,,,,1.0,2.0,2.0,1.0,,9.0,5.0,6.6,2.0,0.00120865,0,,,,,1.0,,,1.0,,,,1.0,,,1.0,Helder Sá,,,,,,,1.0,,,,,,,,,,,,,
11408472,away,Rio Ave,Magrão,magrao,Magrão,G,15,197,176,M,1083070,EUR,958348800,G,82,82,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Magrão,,,,,,,,,,,,,,,,,,,,
11408472,away,Rio Ave,Patrick William,patrick-william,P. William,D,,186,83,M,921624,EUR,865296000,D,4,4,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408472,away,Rio Ave,Mateo Tanlongo,mateo-tanlongo,M. Tanlongo,M,40,177,829,M,1087046,EUR,1060646400,M,5,5,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Mateo Tanlongo,,,,,,,,,,,,,,,,,,,,
11408472,away,Rio Ave,Vítor Gomes,vitor-gomes,V. Gomes,M,,181,38,M,44739,EUR,567388800,M,8,8,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
