match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_wonContest,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_sofascoreId,stat_hitWoodwork
12116996,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,982558,EUR,902534400,G,1,1,False,22.0,11.0,13.0,2.0,10.0,13.0,1.0,9.0,2.0,11.0,3.0,5.0,1.0,1.0,1.0,90.0,36.0,6.9,12.0,0.00020745,0,-0.0025999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116996,home,Vitória,Zeca,zeca,Zeca,D,2,170,237,M,555454,EUR,769046400,D,2,2,False,28.0,20.0,6.0,1.0,13.0,18.0,8.0,12.0,1.0,4.0,,,,,,74.0,47.0,6.3,14.0,0.0921436,0,,True,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12116996,home,Vitória,Bruno Uvini,bruno-uvini,Bruno Uvini,D,,187,190,M,158267,EUR,675907200,D,25,25,False,44.0,37.0,5.0,,31.0,31.0,6.0,13.0,1.0,1.0,,,,,,90.0,49.0,6.4,8.0,0.00119418,0,,,,,,3.0,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,
12116996,home,Vitória,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186,1490,M,976235,EUR,932688000,D,4,4,False,59.0,51.0,7.0,2.0,36.0,38.0,15.0,21.0,9.0,7.0,,,,,,90.0,79.0,8.0,9.0,0.00909372,2,,,,,1.0,5.0,,,,3.0,2.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9798,0.9887,,,,,,,,,,
12116996,home,Vitória,Lucas Esteves,lucas-esteves,L. Esteves,D,25,171,881,M,1387272,EUR,961804800,D,16,16,False,46.0,39.0,5.0,,22.0,24.0,18.0,25.0,7.0,4.0,,,,,,90.0,74.0,7.6,12.0,0.0620378,1,,,3.0,1.0,2.0,7.0,,1.0,,1.0,4.0,3.0,,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,0.0594,0.313,,,,,,,,,,
12116996,home,Vitória,Leo Naldi,leo-naldi,L. Naldi,M,18,177,232,M,1101061,EUR,998092800,M,5,5,False,15.0,15.0,,,7.0,7.0,8.0,10.0,,1.0,,,,,,45.0,24.0,6.9,3.0,0.00248445,2,,,2.0,,4.0,3.0,,,,,3.0,2.0,1.0,,,,,3.0,1.0,1.0,,,0.1172,0.102,Leo Naldi,,,,,,,,,
12116996,home,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,29,29,False,33.0,29.0,4.0,2.0,16.0,17.0,13.0,16.0,2.0,2.0,,,,,,90.0,43.0,6.9,4.0,0.00703279,0,,,,,3.0,3.0,,,,1.0,2.0,2.0,,,1.0,,,3.0,,,,1.0,,,,,,,,,,,,
12116996,home,Vitória,Rodrigo Andrade,rodrigo-andrade,R. Andrade,M,32,174,134,M,874398,EUR,854928000,M,32,32,False,28.0,25.0,1.0,1.0,16.0,19.0,9.0,9.0,,8.0,,,,,,78.0,36.0,6.8,4.0,0.00537455,0,,,,,3.0,3.0,,,,1.0,2.0,2.0,2.0,,,,,2.0,,,,1.0,,,,,,,,,,,,
12116996,home,Vitória,Osvaldo,osvaldo,Osvaldo,M,11,170,559,M,90468,EUR,545097600,M,11,11,False,20.0,14.0,3.0,1.0,9.0,12.0,5.0,8.0,,3.0,,,,,,73.0,31.0,6.5,8.0,0.00117493,2,,,,,4.0,5.0,,2.0,2.0,,2.0,2.0,1.0,1.0,,,,1.0,,2.0,,1.0,0.1435,0.5764,,,2.0,1.0,,,,,,
12116996,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165,1521,M,795266,EUR,877132800,F,30,30,False,25.0,21.0,1.0,,6.0,6.0,16.0,22.0,,3.0,,,,,,90.0,45.0,8.3,10.0,0.220657,4,,,3.0,1.0,9.0,5.0,1.0,1.0,2.0,,,,4.0,,1.0,1.0,2.0,2.0,,3.0,1.0,3.0,0.3141,0.5228,,,1.0,,1.0,1.0,1.0,1.0,,
