match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_unsuccessfulTouch,captain,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_totalContest,stat_bigChanceMissed,stat_keyPass,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,stat_wonContest,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAShot,player_sofascoreId
12530756,home,Antalyaspor,Kenan Pirić,kenan-piric,K. Pirić,G,13,193,309,M,840898,EUR,773539200,G,13,13,False,31.0,17.0,24.0,10.0,0.0,10.0,10.0,7.0,21.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,90.0,35.0,6.9,14.0,0.00163622,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530756,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,37.0,32.0,3.0,2.0,0.0,17.0,20.0,15.0,19.0,,,2.0,3.0,,,,,90.0,54.0,6.8,9.0,0.0124509,0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12530756,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,48.0,35.0,10.0,4.0,0.0,24.0,31.0,11.0,17.0,6.0,13.0,6.0,2.0,5.0,,,,90.0,68.0,7.8,14.0,0.00427299,2,,3.0,4.0,1.0,True,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.1149,,,,,,,,,,,,,,
12530756,home,Antalyaspor,Bahadır Öztürk,bahadir-ozturk,B. Öztürk,D,5,185,36,M,790783,EUR,812505600,D,3,3,False,45.0,39.0,8.0,4.0,0.0,27.0,27.0,12.0,18.0,3.0,6.0,7.0,6.0,3.0,,,,90.0,62.0,7.3,7.0,0.0074896,1,,3.0,5.0,,,,1.0,1.0,1.0,,,1.0,0.1485,1.0,1.0,1.0,,,,,,,,,,,
12530756,home,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,38.0,34.0,4.0,3.0,0.0,17.0,18.0,17.0,21.0,1.0,1.0,2.0,5.0,,,,,89.0,51.0,7.1,5.0,0.0110054,1,1.0,,,,,,,,3.0,,,,0.0101,,,,1.0,,,,,,,,,,
12530756,home,Antalyaspor,Jakub Kałuziński,jakub-kaluzinski,J. Kałuziński,M,18,185,896,M,1019026,EUR,1036022400,M,18,18,False,43.0,38.0,2.0,1.0,0.0,21.0,24.0,20.0,23.0,,,2.0,5.0,,,,,90.0,54.0,7.4,8.0,0.480827,2,4.0,1.0,2.0,1.0,,,,1.0,,,,,0.0666,1.0,,3.0,2.0,,,3.0,1.0,,,,,,
12530756,home,Antalyaspor,Erdal Rakip,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,13.0,9.0,2.0,,0.0,3.0,3.0,6.0,10.0,,1.0,,3.0,,,,,87.0,20.0,6.3,5.0,0.00706903,0,,1.0,6.0,,,1.0,,,,1.0,1.0,3.0,,,,,,,,,,1.0,,,,,
12530756,home,Antalyaspor,Sander van de Streek,sander-van-de-streek,S. v. d. Streek,M,22,180,186,M,220155,EUR,732931200,M,22,22,False,36.0,28.0,1.0,1.0,0.0,7.0,8.0,22.0,31.0,2.0,6.0,,3.0,1.0,,,,90.0,54.0,7.1,16.0,0.0937281,1,3.0,5.0,12.0,3.0,,2.0,1.0,,,3.0,3.0,3.0,0.0581,3.0,,2.0,,,,1.0,1.0,,,,,,
12530756,home,Antalyaspor,Ramzi Safuri,ramzi-safuri,R. Safuri,M,8,184,208,M,186949,EUR,814233600,M,8,8,False,44.0,30.0,4.0,2.0,0.0,8.0,10.0,22.0,35.0,3.0,6.0,,7.0,3.0,,,,90.0,60.0,7.4,18.0,0.309714,4,1.0,1.0,3.0,2.0,,1.0,3.0,,1.0,1.0,1.0,,0.4571,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,
12530756,home,Antalyaspor,Braian Samudio,braian-samudio,B. Samudio,F,18,180,162,M,892933,EUR,819676800,M,81,81,False,35.0,26.0,1.0,,0.0,12.0,13.0,15.0,26.0,8.0,9.0,,1.0,1.0,,,,82.0,47.0,6.8,15.0,0.141115,3,4.0,4.0,7.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,0.3191,,1.0,,2.0,,,1.0,,1.0,,1.0,,,
