match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,description
12988624,FT,0.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
12988624,,,,,90,1.0,,1,,,substitution,123252722.0,False,True,regular,,,,,,
12988624,,0.0,1.0,,90,,,1,,,goal,189617401.0,,False,regular,830052.0,Alex Reid,,,,
12988624,,,,,85,,,6,,,substitution,123252571.0,True,False,injury,,,,,,
12988624,,,,,72,,,19,,,substitution,123252278.0,False,True,regular,,,,,,
12988624,,,,,72,,,19,,,substitution,123252277.0,False,True,regular,,,,,,
12988624,,,,,69,,,22,,,substitution,123252190.0,False,False,regular,,,,,,
12988624,,,,,64,,,27,,,substitution,123252086.0,False,True,regular,,,,,,
12988624,,,,,64,,,27,,,substitution,123252085.0,False,True,regular,,,,,,
12988624,,,,,46,,,45,,,substitution,123251756.0,False,False,regular,,,,,,
12988624,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
12988624,,,,,29,,,17,,,card,121689854.0,,False,yellow,255185.0,Max Kretzschmar,Max Kretzschmar,Foul,False,
12988624,,,,,22,,,24,,,card,121689790.0,,True,yellow,867439.0,George McEachran,George McEachran,Foul,False,
12988624,,,,,16,,,30,,,card,121689752.0,,False,yellow,1913331.0,Christian Scott,Christian Scott,Foul,False,
12988624,,,,,11,,,35,,,inGamePenalty,118499593.0,,True,missed,1518868.0,Justin Obikwu,,woodwork,,Woodwork
