match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,captain,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_hitWoodwork,stat_goodHighClaim,stat_punches
10408368,home,Espanyol,Álvaro Fernández,alvaro-fernandez,Á. Fernández,G,25,186,269,M,852412,EUR,892425600,G,25,25,False,34.0,16.0,28.0,10.0,10.0,12.0,6.0,22.0,1.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,90.0,42.0,6.6,18.0,0.0,0.0,0.00299917,0,0.3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408368,home,Espanyol,Ronaël Pierre-Gabriel,ronael-pierre-gabriel,R. Pierre-Gabriel,D,18,175,899,M,826293,EUR,897696000,D,18,18,False,9.0,8.0,,,3.0,3.0,6.0,8.0,8.0,1.0,4.0,1.0,,,,,49.0,37.0,6.1,8.0,0.0455,0.0,0.0169875,1,,,,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,4.0,3.0,,,,,,,,,,,,,,,
10408368,home,Espanyol,César Montes,cesar-montes,C. Montes,D,23,195,1738,M,818406,EUR,856742400,D,23,23,False,8.0,6.0,2.0,,6.0,6.0,,2.0,1.0,5.0,3.0,,,,,,39.0,14.0,6.7,2.0,0.0,0.0,8.523e-05,0,,,,,,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
10408368,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190,819,M,81992,EUR,677116800,D,4,4,False,44.0,31.0,9.0,2.0,25.0,28.0,7.0,17.0,2.0,4.0,,,,,,,90.0,50.0,6.7,13.0,0.0,0.0,0.152858,0,,,,1.0,1.0,4.0,2.0,4.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
10408368,home,Espanyol,Brian Oliván,brian-olivan,B. Oliván,D,12,179,147,M,351500,EUR,765158400,D,14,14,False,21.0,15.0,1.0,,9.0,11.0,7.0,18.0,1.0,3.0,4.0,,,,,,90.0,46.0,6.4,21.0,0.0,0.0,0.0897663,0,,,,8.0,1.0,2.0,1.0,5.0,1.0,,,,,,,4.0,2.0,,1.0,1.0,,,,,,,,,,,,
10408368,home,Espanyol,Aleix Vidal,aleix-vidal,A. Vidal,D,,178,364,,41218,EUR,619660800,M,22,22,False,8.0,8.0,,,2.0,2.0,6.0,8.0,2.0,1.0,5.0,1.0,,,,,45.0,18.0,6.5,4.0,0.0,0.0,0.0307545,0,,,,2.0,,1.0,,4.0,2.0,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,
10408368,home,Espanyol,Fernando Calero,fernando-calero,F. Calero,D,5,183,302,M,857205,EUR,811036800,M,5,5,False,23.0,16.0,3.0,1.0,5.0,10.0,11.0,13.0,7.0,2.0,4.0,1.0,,,,,60.0,27.0,6.5,8.0,0.0,0.0,0.00934298,0,,,,,,2.0,6.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
10408368,home,Espanyol,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,29.0,21.0,3.0,1.0,6.0,7.0,17.0,27.0,12.0,1.0,5.0,4.0,,,,,90.0,52.0,8.1,12.0,0.0,0.0,0.359347,0,,,,5.0,2.0,1.0,,3.0,1.0,,,,,4.0,3.0,,,1.0,4.0,,True,5.0,4.0,,,,,,,,,
10408368,home,Espanyol,Nicolás Melamed,nicolas-melamed,N. Melamed,M,10,173,234,M,989878,EUR,986947200,M,21,21,False,18.0,17.0,1.0,1.0,6.0,6.0,11.0,13.0,4.0,,2.0,1.0,,,,,60.0,30.0,6.5,5.0,0.2753,0.2457,0.0138336,2,,,,1.0,,2.0,,5.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,3.0,2.0,1.0,,,,,,,,
10408368,home,Espanyol,Martin Braithwaite,martin-braithwaite,M. Braithwaite,F,22,180,6808,M,66471,EUR,676080000,F,17,17,False,23.0,14.0,,,4.0,4.0,10.0,20.0,8.0,,2.0,3.0,,,,,76.0,33.0,7.3,11.0,0.9207,1.2826,0.0351991,4,,,,1.0,,6.0,4.0,6.0,,,,,,,,1.0,,,1.0,,,1.0,1.0,3.0,braithwaite,1.0,1.0,1.0,,,,
10408368,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178,1352,M,891511,EUR,896054400,F,7,7,False,20.0,17.0,,,6.0,6.0,12.0,15.0,2.0,,6.0,,,,,,90.0,36.0,6.6,12.0,0.3986,0.0,0.0392163,2,,,,1.0,1.0,6.0,1.0,10.0,,2.0,2.0,,1.0,,,4.0,,1.0,1.0,,,3.0,1.0,,,1.0,,,1.0,1.0,,
10408368,home,Espanyol,Sergi Gómez,sergi-gomez,S. Gómez,D,5,185,195,M,125625,EUR,701740800,D,24,24,True,28.0,24.0,5.0,2.0,21.0,22.0,3.0,6.0,3.0,5.0,3.0,1.0,,,,,51.0,36.0,6.7,4.0,0.0,0.0,0.0008666,0,,,,,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
10408368,home,Espanyol,Rubén Sánchez,sanchez-saez-ruben,R. Sánchez,D,2,184,124,M,1021165,EUR,981244800,D,27,27,True,16.0,14.0,1.0,,11.0,12.0,3.0,6.0,2.0,1.0,6.0,1.0,,,,,45.0,27.0,6.8,5.0,0.0,0.0,0.0019294,0,,,,2.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
10408368,home,Espanyol,José Gragera,jose-gragera,J. Gragera,M,16,186,129,M,966940,EUR,958262400,M,15,15,True,14.0,11.0,1.0,,9.0,11.0,2.0,3.0,4.0,2.0,,1.0,,,,,30.0,22.0,6.8,3.0,0.0,0.0,0.0433789,0,,,,,,2.0,1.0,3.0,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
10408368,home,Espanyol,Denis Suárez,denis-suarez,D. Suárez,M,4,176,1456,M,138383,EUR,757814400,M,6,6,True,15.0,13.0,2.0,,9.0,9.0,4.0,6.0,4.0,1.0,1.0,,,,,,30.0,24.0,6.6,4.0,0.0,0.0,0.00902721,0,,,,,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,4.0,3.0,,,,,,,,,
10408368,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175,1017,M,877262,EUR,838857600,M,20,20,True,10.0,7.0,1.0,,4.0,4.0,3.0,6.0,1.0,,1.0,1.0,,,,,14.0,12.0,6.6,3.0,0.0,0.0,0.00441022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408368,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408368,home,Espanyol,Fernando Pacheco,fernando-pacheco,F. Pacheco,G,1,186,220,M,144501,EUR,706147200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408368,home,Espanyol,José Carlos Lazo,jose-carlos-lazo,J. C. Lazo,M,16,177,91,M,605510,EUR,824428800,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408368,home,Espanyol,Dani Gómez,dani-gomez,D. Gómez,F,9,177,229,M,888930,EUR,901756800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408368,away,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,25,25,False,30.0,21.0,13.0,5.0,19.0,22.0,2.0,8.0,,2.0,18.0,,2.0,3.0,1.0,1.0,90.0,51.0,7.1,9.0,0.0,0.0,0.00054473,0,0.5283,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0
10408368,away,Osasuna,Diego Moreno,moreno-diego,D. Moreno,D,,177,31,M,1086347,EUR,993081600,D,35,35,False,23.0,16.0,2.0,1.0,12.0,17.0,4.0,7.0,5.0,2.0,4.0,2.0,,,,,68.0,35.0,6.4,11.0,0.0,0.0,0.00235955,0,,,,1.0,,2.0,3.0,4.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
10408368,away,Osasuna,Unai García,unai-garcia,U. García,D,4,182,118,M,330675,EUR,715392000,D,4,4,False,52.0,42.0,11.0,6.0,31.0,34.0,11.0,18.0,5.0,2.0,4.0,,,,,,90.0,59.0,6.7,10.0,0.0,0.0,0.00255077,0,,Unai,García,,,3.0,4.0,6.0,,,,1.0,,1.0,,,3.0,,,,True,,,,,,,,,,,
10408368,away,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,68.0,55.0,12.0,6.0,38.0,40.0,17.0,28.0,8.0,7.0,4.0,,,,,,90.0,83.0,7.3,14.0,0.0,0.0,0.0577274,0,,,,,,,4.0,4.0,,,,,2.0,3.0,1.0,1.0,4.0,,1.0,,,1.0,1.0,,,,,,,,,
10408368,away,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,False,64.0,55.0,3.0,2.0,21.0,24.0,36.0,45.0,2.0,1.0,8.0,1.0,,,,,90.0,93.0,7.0,27.0,0.0,0.0,0.0826978,0,,,,5.0,2.0,1.0,1.0,4.0,1.0,1.0,,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,
