match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_fouls,stat_challengeLost,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_penaltyConceded,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_penaltyWon
11940486,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15470,M,MMaignan,191210,EUR,804729600,G,16,16,False,63.0,59.0,8.0,4.0,59.0,59.0,4.0,6.0,1.0,1.0,3.0,90.0,70.0,6.8,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11940486,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2434,M,,318607,EUR,849830400,D,2,2,False,71.0,63.0,9.0,5.0,46.0,48.0,23.0,2.0,,,,61.0,87.0,6.8,10.0,0,True,17.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11940486,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185,3413,M,,826195,EUR,940464000,D,46,46,False,27.0,25.0,1.0,,20.0,21.0,6.0,5.0,,,,39.0,29.0,6.7,2.0,0,,5.0,1.0,,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11940486,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,19,184,26472,M,TheoHdez,788027,EUR,876096000,D,19,19,False,62.0,50.0,6.0,,25.0,30.0,34.0,12.0,,,,90.0,78.0,7.1,15.0,1,,26.0,2.0,3.0,4.0,,,4.0,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,
11940486,home,Milan,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4201,M,yunusmusah8,983815,EUR,1038528000,M,80,80,False,48.0,44.0,3.0,2.0,22.0,23.0,26.0,7.0,,,,90.0,77.0,7.5,11.0,4,,22.0,1.0,5.0,6.0,3.0,2.0,1.0,1.0,3.0,1.0,,,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,
11940486,home,Milan,Ruben Loftus-Cheek,ruben-loftus-cheek,R. Loftus-Cheek,M,8,191,7204,M,rlc,284441,EUR,822355200,M,8,8,False,34.0,28.0,1.0,,6.0,6.0,28.0,5.0,,,,73.0,47.0,6.5,12.0,0,,22.0,4.0,5.0,6.0,5.0,2.0,,,,,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,
11940486,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38547,M,tijjanireijnders,893549,EUR,901670400,M,14,14,False,61.0,58.0,2.0,2.0,27.0,28.0,35.0,3.0,,,,73.0,69.0,6.8,7.0,0,,31.0,,4.0,2.0,1.0,1.0,1.0,,1.0,,,,2.0,,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,
11940486,home,Milan,Álex Jiménez,alex-jimenez,A. Jiménez,D,20,177,3589,M,,1184308,EUR,1115510400,M,74,74,False,23.0,17.0,3.0,1.0,7.0,9.0,15.0,3.0,,,,62.0,42.0,5.4,17.0,1,,10.0,1.0,9.0,1.0,3.0,,,,,,,,1.0,,2.0,,,4.0,,2.0,,1.0,1.0,Alejandro Jiménez,,1.0,1.0,,,,,,
11940486,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37634,M,CMPulisic,817957,EUR,906076800,F,11,11,False,35.0,28.0,,,10.0,12.0,28.0,5.0,,,,90.0,64.0,7.1,21.0,2,,18.0,1.0,8.0,11.0,6.0,4.0,,,,,6.0,,5.0,,3.0,,1.0,4.0,,3.0,1.0,,,,,1.0,,,,,,,
11940486,home,Milan,Luka Jović,luka-jovic,L. Jović,F,9,181,15080,M,lukajovic,319129,EUR,882835200,F,15,15,False,23.0,13.0,,,3.0,4.0,19.0,1.0,,,,90.0,29.0,6.6,13.0,0,,10.0,1.0,2.0,3.0,,,,,1.0,1.0,1.0,,,,1.0,,,3.0,,,,,1.0,,,,,,,,,,
11940486,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188,75257,M,RLeão,851284,EUR,928972800,F,10,10,False,35.0,23.0,1.0,1.0,5.0,5.0,36.0,1.0,,,,90.0,56.0,7.7,23.0,1,,19.0,2.0,5.0,6.0,7.0,3.0,,,,,1.0,,6.0,1.0,,,,2.0,4.0,,1.0,1.0,1.0,,,,,1.0,,,,,
11940486,home,Milan,Simon Kjær,simon-kjaer,S. Kjær,D,24,189,1447,M,,21535,EUR,606873600,D,24,24,True,40.0,36.0,2.0,1.0,29.0,30.0,10.0,5.0,,,,51.0,45.0,6.5,4.0,0,,7.0,1.0,,3.0,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,
11940486,home,Milan,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1621,M,,1034303,EUR,1044662400,M,38,38,True,22.0,20.0,1.0,1.0,4.0,5.0,18.0,1.0,,,,28.0,35.0,7.1,4.0,0,,16.0,1.0,3.0,4.0,,,1.0,,2.0,2.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,
11940486,home,Milan,Jan-Carlo Simić,jan-carlo-simic,J. Simić,D,4,185,1987,M,,1214992,EUR,1114992000,D,82,82,True,23.0,21.0,1.0,,16.0,16.0,7.0,5.0,,,,29.0,27.0,6.6,2.0,1,,5.0,,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,Jan-Carlo Simić,,1.0,,,,,,,
11940486,home,Milan,Yacine Adli,yacine-adli,Y. Adli,M,29,187,3775,M,adliyacine,859024,EUR,964828800,M,7,7,True,25.0,17.0,7.0,2.0,2.0,2.0,28.0,1.0,,,,17.0,32.0,6.7,13.0,0,,15.0,,,1.0,1.0,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
11940486,home,Milan,Olivier Giroud,olivier-giroud,O. Giroud,F,9,192,23297,M,OGiroud,39070,EUR,528422400,F,9,9,True,4.0,3.0,,,,,4.0,,,,,17.0,4.0,6.5,1.0,0,,3.0,1.0,3.0,1.0,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,
11940486,home,Milan,Antonio Mirante,antonio-mirante,A. Mirante,G,,193,329,M,,27955,EUR,426470400,G,83,83,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11940486,home,Milan,Lapo Nava,lapo-nava,L. Nava,G,69,189,464,M,,1141168,EUR,1074729600,G,69,69,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11940486,home,Milan,Davide Bartesaghi,davide-bartesaghi,D. Bartesaghi,D,33,193,5644,M,,1390489,EUR,1135814400,D,95,95,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11940486,home,Milan,Chaka Traorè,chaka-traore,C. Traorè,M,28,175,1119,M,,1099371,EUR,1103760000,F,70,70,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Chaka Traorè,,,,,,,,,
11940486,home,Milan,Kevin Zeroli,zeroli-kevin,K. Zeroli,M,8,187,1418,M,,1397348,EUR,1105401600,M,85,85,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11940486,home,Milan,Luka Romero,luka-romero,L. Romero,F,18,169,4737,M,lukaromero10,1032022,EUR,1100736000,M,18,18,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Luka Romero,,,,,,,,,
11940486,away,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3216,M,,865646,EUR,962409600,G,29,29,False,23.0,15.0,15.0,7.0,9.0,12.0,11.0,4.0,2.0,,4.0,90.0,33.0,7.4,8.0,0,,6.0,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,,
11940486,away,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3402,M,,1012176,EUR,1071100800,D,42,42,False,25.0,20.0,5.0,1.0,15.0,17.0,8.0,5.0,,,,86.0,38.0,6.5,7.0,0,,5.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
11940486,away,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2164,M,,151003,EUR,730080000,D,19,19,False,21.0,19.0,2.0,1.0,13.0,14.0,7.0,6.0,,,,90.0,32.0,6.7,3.0,0,,6.0,1.0,4.0,1.0,,,7.0,,,,,,,,2.0,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,
11940486,away,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3300,M,,142148,EUR,740534400,D,23,23,False,34.0,31.0,2.0,1.0,23.0,23.0,11.0,9.0,,,,90.0,44.0,6.5,4.0,0,,8.0,,8.0,3.0,,,1.0,,2.0,1.0,1.0,,,,3.0,,1.0,,,,,4.0,1.0,,,,,,,,,,
11940486,away,Atalanta,Emil Holm,emil-holm,E. Holm,D,2,191,1731,M,,965264,EUR,958176000,M,3,3,False,37.0,22.0,6.0,1.0,10.0,19.0,21.0,9.0,,,,90.0,73.0,8.1,23.0,2,,12.0,6.0,5.0,14.0,2.0,1.0,5.0,2.0,7.0,7.0,,1.0,3.0,,3.0,2.0,1.0,3.0,1.0,,,,1.0,,,,,,,,,,
