match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalClearance,stat_totalCross,stat_outfielderBlock,captain,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyMiss,stat_goalAssist,stat_penaltyWon,stat_goals,stat_totalOffside,stat_crossNotClaimed,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
10913396,home,Abha,Devis Epassy,,,devis-epassy,D. Epassy,G,1,187,1481,M,362758,EUR,728611200,G,16,16,False,36.0,24.0,17.0,5.0,21.0,22.0,3.0,14.0,8.0,1.0,2.0,90.0,43.0,7.3,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913396,home,Abha,Fahad Bin Jumayah,,,fahad-bin-jumayah,F. B. Jumayah,D,14,170,22,M,893514,EUR,800064000,D,14,14,False,40.0,30.0,2.0,1.0,15.0,18.0,15.0,22.0,5.0,,,90.0,54.0,7.3,10.0,0,2.0,3.0,5.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10913396,home,Abha,Saad Natiq,,,saad-natiq,S. Natiq,D,,188,510,M,836756,EUR,764035200,D,4,4,False,72.0,62.0,14.0,8.0,40.0,44.0,22.0,28.0,2.0,,,90.0,76.0,7.2,10.0,0,,3.0,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10913396,home,Abha,Amine Attouchi,,,amine-attouchi,A. Atouchi,D,,186,95,M,866170,EUR,709948800,D,19,19,False,54.0,51.0,4.0,2.0,30.0,30.0,21.0,25.0,4.0,,,90.0,62.0,7.0,5.0,0,2.0,,2.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10913396,home,Abha,Abdullah Al-Zoari,,,abdullah-al-zoari,A. Z. Aldossary,D,,178,7,M,118137,EUR,555811200,D,3,3,False,38.0,35.0,1.0,1.0,13.0,14.0,22.0,26.0,5.0,,,65.0,52.0,6.4,7.0,0,2.0,2.0,8.0,5.0,4.0,1.0,2.0,2.0,,1.0,1.0,,2.0,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10913396,home,Abha,Dries Saddiki,,,dries-saddiki,D. Saddiki,M,17,179,158,M,795133,EUR,839548800,M,34,34,False,26.0,24.0,2.0,,10.0,11.0,14.0,16.0,1.0,,,89.0,33.0,6.4,6.0,0,2.0,,5.0,2.0,1.0,,2.0,1.0,,2.0,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,
10913396,home,Abha,Zakaria Al-Sudani,,,zakaria-al-sudani,Z. Al-Sudani,M,,183,5,M,328851,EUR,712195200,M,21,21,False,66.0,61.0,1.0,1.0,32.0,33.0,29.0,33.0,7.0,,,90.0,75.0,7.2,6.0,0,1.0,2.0,3.0,4.0,,1.0,2.0,1.0,,2.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10913396,home,Abha,Nawaf Al Sadi,Nawaf Alsadi,,nawaf-alsadi,N. A. Sadi,M,18,172,64,M,1115888,EUR,972086400,M,18,18,False,26.0,20.0,1.0,,8.0,8.0,15.0,25.0,6.0,,,85.0,56.0,7.1,18.0,4,1.0,,8.0,8.0,,,2.0,,,1.0,1.0,,7.0,,,8.0,6.0,2.0,3.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,
10913396,home,Abha,Uroš Matić,,,uros-matic,U. Matić,M,,185,66,M,63273,EUR,643420800,M,8,8,False,28.0,24.0,,,8.0,9.0,18.0,22.0,1.0,,,65.0,38.0,6.8,5.0,2,,,,3.0,,,2.0,,,,1.0,,3.0,,,1.0,1.0,,2.0,,,,,1.0,2.0,1.0,,,,,,,,,
10913396,home,Abha,Saleh Al-Amri,,,saleh-al-amri,S. Al-Amri,M,93,176,147,M,791578,EUR,750556800,M,7,7,False,58.0,47.0,6.0,1.0,17.0,20.0,32.0,43.0,10.0,,,90.0,81.0,8.3,20.0,3,2.0,3.0,4.0,9.0,1.0,,,,2.0,,6.0,,5.0,,,4.0,4.0,5.0,2.0,1.0,1.0,,3.0,,,,1.0,1.0,,,,,,,
