match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,captain,stat_dispossessed,stat_totalOffside,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_challengeLost,stat_saves,stat_goalsPrevented,stat_bigChanceCreated,stat_bigChanceMissed
12528123,home,Sivasspor,Ali Şaşal Vural,ali-sasal-vural,A. Ş. Vural,G,187,62,M,94540,EUR,647568000,G,35,35,False,19.0,17.0,7.0,5.0,0.0,16.0,16.0,1.0,3.0,1.0,1.0,10.0,1.0,1.0,1.0,90.0,32.0,7.3,3.0,0.00118478,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528123,home,Sivasspor,Murat Paluli,murat-paluli,M. Paluli,D,175,36,M,893014,EUR,776390400,D,7,7,False,50.0,42.0,4.0,,0.0,19.0,20.0,24.0,33.0,4.0,3.0,3.0,,,,90.0,72.0,7.5,12.0,0.0736476,0,7,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12528123,home,Sivasspor,Uroš Radaković,uros-radakovic,U. Radaković,D,194,313,M,151900,EUR,765072000,D,26,26,False,58.0,48.0,9.0,4.0,0.0,34.0,38.0,14.0,20.0,3.0,4.0,1.0,,,,90.0,67.0,7.5,10.0,0.178327,1,26,,,2.0,4.0,,,,1.0,,,3.0,1.0,2.0,1.0,3.0,1.0,0.0234,0.0728,,,,,,,,,,,,
12528123,home,Sivasspor,Samba Camara,samba-camara,S. Camara,D,190,68,M,837301,EUR,721699200,D,14,14,False,58.0,54.0,5.0,4.0,0.0,31.0,32.0,23.0,26.0,3.0,4.0,6.0,,,,90.0,66.0,7.3,4.0,0.0124595,1,14,,,3.0,1.0,,,,,,,,,1.0,,1.0,,0.1111,,1.0,,,,,,,,,,,
12528123,home,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,180,65,M,142850,EUR,704937600,D,3,3,False,43.0,31.0,5.0,1.0,0.0,15.0,16.0,17.0,34.0,3.0,1.0,4.0,,,,90.0,77.0,6.8,25.0,0.119846,0,58,7.0,1.0,1.0,5.0,4.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,True,1.0,1.0,,,,,,,,
12528123,home,Sivasspor,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,185,114,M,120298,EUR,701308800,M,30,30,False,87.0,76.0,20.0,14.0,0.0,30.0,30.0,47.0,64.0,5.0,2.0,14.0,,,,90.0,113.0,8.0,19.0,0.0502113,4,38,7.0,1.0,,3.0,2.0,1.0,,4.0,,,2.0,2.0,,1.0,2.0,2.0,0.1957,0.0183,2.0,,,,1.0,,,,,,,
12528123,home,Sivasspor,Bengali-Fodé Koita,bengali-fode-koita,B. Koita,M,186,217,M,51407,EUR,656467200,M,55,55,False,28.0,25.0,,,0.0,5.0,7.0,21.0,28.0,5.0,,3.0,,,,90.0,47.0,7.2,13.0,0.226094,1,55,7.0,1.0,1.0,3.0,3.0,3.0,,,2.0,1.0,,2.0,1.0,,,,0.0311,,,,2.0,,1.0,,,,,,,
12528123,home,Sivasspor,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,178,6621,M,892624,EUR,839808000,M,12,12,False,31.0,28.0,2.0,1.0,0.0,8.0,9.0,20.0,23.0,1.0,,2.0,,,,81.0,37.0,6.7,7.0,0.0443104,0,92,1.0,,1.0,3.0,,,,,2.0,,,1.0,,,1.0,,,,,,1.0,,,Samuel,Moutoussamy,2.0,,,,
12528123,home,Sivasspor,Charis Charisis,charis-charisis,C. Charisis,M,177,130,M,317297,EUR,789868800,M,8,8,False,43.0,37.0,9.0,5.0,0.0,14.0,16.0,23.0,28.0,8.0,1.0,9.0,,,,90.0,60.0,7.2,11.0,0.0294245,1,8,1.0,,1.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,,,1.0,0.026,,,,1.0,,1.0,,,1.0,,,,
12528123,home,Sivasspor,Garry Rodrigues,garry-rodrigues,G. Rodrigues,M,173,946,M,787429,EUR,659664000,M,24,24,False,15.0,14.0,1.0,,0.0,6.0,6.0,9.0,14.0,8.0,,,,,,71.0,33.0,7.1,7.0,0.0672272,2,10,5.0,1.0,1.0,3.0,2.0,2.0,,2.0,1.0,3.0,1.0,1.0,,,,1.0,0.0627,,1.0,,,,1.0,,,2.0,,,,
