match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,captain,stat_aerialLost,stat_wonTackle,stat_aerialWon,stat_outfielderBlock,stat_dispossessed,stat_wonContest,stat_challengeLost,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_shotOffTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12117177,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,12.0,5.0,8.0,1.0,0.0,5.0,6.0,6.0,1.0,2.0,1.0,2.0,3.0,90.0,19.0,7.1,7.0,6.51e-06,0,0.7376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117177,home,Fluminense,Samuel Xavier,,,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,False,56.0,50.0,2.0,1.0,1.0,22.0,24.0,33.0,2.0,2.0,1.0,,,90.0,77.0,7.8,10.0,0.201153,1,,28.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0365,0.0406,1.0,,,,,,,,,,,,,,,,,,,
12117177,home,Fluminense,Thiago Silva,,,thiago-silva,T. Silva,D,3,181,42324,M,33541,EUR,464659200,D,3,3,False,64.0,61.0,7.0,4.0,0.0,40.0,40.0,24.0,3.0,3.0,,,,90.0,68.0,7.1,3.0,0.0144207,0,,21.0,,2.0,,,,,,3.0,1.0,,,,ThiagoSilva,True,1.0,2.0,,,,,,,,,,,,,,,
12117177,home,Fluminense,Thiago Santos,,,thiago-santos,T. Santos,D,29,181,954,M,378590,EUR,620956800,D,29,29,False,29.0,26.0,4.0,2.0,0.0,18.0,18.0,11.0,2.0,1.0,1.0,,,45.0,37.0,6.9,3.0,0.00276442,0,,8.0,,3.0,,,,2.0,3.0,,1.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,
12117177,home,Fluminense,Diogo Barbosa,,,diogo-barbosa,D. Barbosa,D,16,180,555,M,243107,EUR,714009600,D,6,6,False,35.0,27.0,5.0,,0.0,16.0,19.0,19.0,6.0,6.0,,,,90.0,61.0,7.1,17.0,0.00656068,0,,11.0,3.0,6.0,4.0,,,1.0,2.0,5.0,2.0,,,1.0,,,,5.0,,,1.0,1.0,,,,,,,,,,,
12117177,home,Fluminense,Matheus Martinelli,,,martinelli-matheus,M. Martinelli,M,8,176,4179,M,1067671,EUR,1002240000,M,8,8,False,20.0,18.0,2.0,2.0,0.0,13.0,13.0,7.0,4.0,1.0,,,,71.0,34.0,7.0,3.0,0.0264277,0,,5.0,,5.0,2.0,,,2.0,,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,,,,,,,,,
12117177,home,Fluminense,André,André,,andre,André,M,7,176,9120,M,1035996,EUR,995241600,M,7,7,False,62.0,60.0,2.0,2.0,0.0,42.0,42.0,20.0,4.0,15.0,1.0,,,90.0,71.0,6.9,3.0,0.00884116,0,,18.0,,7.0,,,,1.0,1.0,3.0,5.0,,,,Andre7,,,3.0,,,1.0,,1.0,,,,,,,,,,
12117177,home,Fluminense,Jhon Arias,,,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,M,21,21,False,39.0,36.0,,,0.0,11.0,12.0,38.0,5.0,4.0,2.0,,,90.0,75.0,6.8,25.0,0.0680534,2,,25.0,11.0,11.0,7.0,,1.0,,1.0,,,0.2784,0.451,2.0,jhonariasa,,1.0,,,,6.0,3.0,,1.0,1.0,1.0,,,,,,,
12117177,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,False,52.0,47.0,2.0,1.0,0.0,13.0,16.0,39.0,1.0,5.0,,,,83.0,61.0,7.3,8.0,0.12296,0,,35.0,3.0,1.0,,,,,3.0,1.0,,,,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,
12117177,home,Fluminense,Kevin Serna,,,serna-kevin,K. Serna,M,90,181,3425,M,981374,EUR,882748800,M,90,90,False,22.0,17.0,1.0,,0.0,9.0,11.0,13.0,4.0,5.0,,,,76.0,38.0,7.3,10.0,0.167093,3,,9.0,2.0,4.0,3.0,1.0,1.0,,1.0,2.0,1.0,0.2025,0.0894,1.0,,,,2.0,,,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,
