match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_totalCross,stat_aerialWon,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_challengeLost,stat_accurateCross,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside
11453056,home,Al Raed,André Moreira,André,Moreira,andre-moreira,A. Moreira,G,195.0,72,M,576272,EUR,817862400,G,1,1,False,25.0,12.0,16.0,3.0,0.0,10.0,13.0,2.0,12.0,1.0,6.0,2.0,2.0,1.0,90.0,30.0,7.0,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453056,home,Al Raed,Mohammed Al-Dosari,,,mohammed-al-dosari,M. Al-Dosari,D,,12,M,970908,EUR,931651200,D,32,32,False,26.0,17.0,7.0,3.0,0.0,11.0,15.0,6.0,11.0,,9.0,,,,90.0,59.0,7.4,14.0,0,32,3.0,6.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
11453056,home,Al Raed,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,186.0,312,M,842744,EUR,888364800,D,21,21,False,28.0,23.0,9.0,4.0,0.0,18.0,18.0,5.0,10.0,2.0,1.0,,,,81.0,38.0,6.9,5.0,2,21,6.0,2.0,,,,1.0,1.0,,,2.0,,4.0,1.0,1.0,2.0,,,,,,,,,,,
11453056,home,Al Raed,Mamadou Loum,,,mamadou-loum,M. Loum,M,193.0,526,M,796059,EUR,851904000,D,5,5,False,35.0,24.0,16.0,7.0,0.0,20.0,25.0,4.0,11.0,6.0,4.0,,,,90.0,50.0,7.4,14.0,1,21,2.0,3.0,,,,1.0,,,,1.0,1.0,2.0,,,,1.0,2.0,1.0,2.0,,,,,,,
11453056,home,Al Raed,Hamad Al-Jayzani,,,hamad-al-jayzani,H. Al-Jayzani,D,176.0,11,M,802975,EUR,731203200,D,28,28,False,22.0,15.0,1.0,,0.0,11.0,15.0,4.0,8.0,2.0,3.0,,,,90.0,52.0,7.0,13.0,0,28,5.0,4.0,3.0,,,1.0,2.0,3.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,
11453056,home,Al Raed,Mansour Al Bishi,,,mansour-al-bishi,M. A. Bishi,M,168.0,20,M,982351,EUR,956534400,M,14,14,False,13.0,12.0,,,0.0,9.0,10.0,3.0,3.0,2.0,6.0,,,,90.0,27.0,6.6,3.0,0,14,2.0,3.0,,,,,1.0,3.0,1.0,,,,,,,,,,1.0,2.0,,,,,,
11453056,home,Al Raed,Khalid Alsubaie,,,khalid-alsubaie,K. Alsubaie,M,176.0,8,M,893373,EUR,940896000,M,24,24,False,25.0,22.0,3.0,3.0,0.0,13.0,16.0,10.0,13.0,,5.0,,,,90.0,33.0,6.5,7.0,0,27,7.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,2.0,4.0,,,,4.0,1.0,,,,,
11453056,home,Al Raed,Amir Saâyoud,,,amir-saayoud,A. Saâyoud,F,170.0,2347,M,309154,EUR,654652800,M,7,7,False,26.0,14.0,2.0,1.0,0.0,4.0,8.0,11.0,21.0,,5.0,,,,90.0,52.0,6.7,27.0,1,11,9.0,6.0,,11.0,3.0,,,1.0,1.0,2.0,2.0,1.0,,,,3.0,,1.0,5.0,,1.0,,,,,
11453056,home,Al Raed,Karim El Berkaoui,,,el-berkaoui-karim,K. El Berkaoui,F,175.0,2625,M,919719,EUR,818812800,M,11,11,False,20.0,14.0,,,0.0,3.0,5.0,11.0,15.0,,5.0,,,,90.0,31.0,6.6,11.0,3,33,10.0,4.0,2.0,2.0,1.0,,,2.0,1.0,,1.0,4.0,2.0,,3.0,,1.0,1.0,2.0,1.0,,1.0,,,,
11453056,home,Al Raed,Mohamed Fouzair,,,mohamed-fouzair,M. Fouzair,M,168.0,271,M,893191,EUR,693532800,M,10,10,False,20.0,14.0,7.0,3.0,0.0,10.0,12.0,4.0,9.0,,9.0,,,,90.0,42.0,7.3,13.0,3,,5.0,7.0,,5.0,4.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,,1.0,3.0,1.0,,,True,1.0,,
11453056,home,Al Raed,Júlio Tavares,,,julio-tavares,J. Tavares,F,187.0,109,M,218652,EUR,595900800,F,17,17,False,12.0,7.0,1.0,,0.0,3.0,3.0,4.0,10.0,,2.0,,,,90.0,24.0,6.6,14.0,0,11,15.0,6.0,4.0,,,,,,,1.0,1.0,7.0,,,5.0,1.0,5.0,,3.0,,,,,,,
