match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,captain,stat_blockedScoringAttempt,stat_totalContest,player_sofascoreId,stat_wonContest,stat_dispossessed,stat_errorLeadToAShot,stat_bigChanceCreated,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_bigChanceMissed
14025118,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,34.0,21.0,19.0,7.0,0.0,16.0,21.0,5.0,13.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,90.0,42.0,5.9,13.0,0.00118939,64.475663640493,15.0,33.915,4.83,0.0052,0,-0.4219,0.01,0.02,-0.32,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025118,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,4,4,False,60.0,53.0,4.0,2.0,0.0,30.0,32.0,23.0,28.0,2.0,4.0,4.0,3.0,,,,,90.0,77.0,6.2,11.0,0.046461,117.26368303071,18.0,2.8421709430404e-14,7.665,,0,,0.44,0.03,-0.5,,3.0,1.0,3.0,7.0,1.0,4.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14025118,home,Wolverhampton,Emmanuel Agbadou,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,12,12,False,74.0,64.0,11.0,3.0,0.0,44.0,47.0,20.0,27.0,1.0,2.0,3.0,8.0,,,,,90.0,85.0,6.4,12.0,0.00883836,242.53475482836,24.0,80.745,20.37,,1,,0.14,0.11,-0.26,,,,1.0,2.0,1.0,1.0,,,,1.0,,,1.0,2.0,2.0,1.0,0.1293,-0.54,,,,,,,,,,,,,,,,
14025118,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,97.0,83.0,10.0,2.0,0.0,61.0,63.0,22.0,34.0,2.0,7.0,5.0,6.0,,,,,90.0,116.0,6.1,17.0,0.00670306,291.54061556767,38.0,120.855,18.69,,1,,-0.01,0.1,-0.39,,1.0,,5.0,6.0,,1.0,5.0,3.0,1.0,1.0,,,,,1.0,,0.0307,0.0,True,1.0,,,,,,,,,,,,,,
14025118,home,Wolverhampton,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,M,38,38,False,23.0,17.0,,,0.0,8.0,9.0,9.0,14.0,,1.0,1.0,2.0,,,,,63.0,44.0,6.4,12.0,0.0126398,36.145572157513,5.0,-9.765,6.825,,0,,-0.06,-0.02,0.22,,3.0,1.0,2.0,3.0,,,1.0,,,,,,,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,
14025118,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,63.0,54.0,7.0,4.0,0.0,24.0,28.0,30.0,35.0,,4.0,,5.0,,,,,90.0,77.0,6.7,12.0,0.0328177,224.61095504831,29.0,-3.4650000000001,8.19,,1,,0.26,0.18,-0.26,,1.0,,2.0,4.0,2.0,,,,,1.0,,,1.0,,2.0,3.0,0.0118,-0.1,,,1.0,joaogomes.01,1.0,,,,,,,,,,,
14025118,home,Wolverhampton,André,andre,André,M,7,176,9098,M,1035996,EUR,995241600,M,7,7,False,39.0,35.0,2.0,1.0,0.0,25.0,26.0,10.0,13.0,,4.0,,7.0,,,,,64.0,50.0,6.2,9.0,0.00749518,58.475718676933,8.0,19.005,9.765,,0,,0.05,0.05,-0.31,,,,,6.0,1.0,,1.0,1.0,2.0,,André,,,1.0,2.0,3.0,,,,,,Andre7,,3.0,2.0,,,,,,,,,
14025118,home,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180,695,M,1013928,EUR,1032307200,M,3,3,False,34.0,25.0,3.0,1.0,0.0,13.0,18.0,12.0,16.0,1.0,7.0,2.0,4.0,,,,,75.0,70.0,6.1,17.0,0.0366523,145.88493837881,14.0,51.975,27.51,,0,,-0.12,-0.22,-0.24,,3.0,2.0,1.0,7.0,1.0,2.0,5.0,4.0,1.0,1.0,,,,,3.0,,,,,,4.0,,1.0,1.0,,,,,,,,,,
14025118,home,Wolverhampton,Marshall Munetsi,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,F,5,5,False,20.0,12.0,,,1.0,3.0,3.0,9.0,17.0,2.0,5.0,,,,,,,90.0,32.0,6.4,12.0,0.0626705,36.356873239449,6.0,10.29,7.98,,1,,0.05,0.06,-0.04,,1.0,1.0,4.0,10.0,1.0,,2.0,,3.0,2.0,,,,,2.0,1.0,0.0282,-0.09,,1.0,,,,2.0,,1.0,1.0,,,,,,,
14025118,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,F,11,11,False,12.0,4.0,1.0,,0.0,1.0,4.0,3.0,8.0,,1.0,1.0,,,,,,76.0,19.0,7.4,10.0,0.00107732,14.786840708319,2.0,0.105,7.245,,1,,-0.12,-0.01,-0.05,,,,1.0,2.0,1.0,1.0,,,,,,,,,2.0,1.0,0.4197,0.51,,,,Hwangso,,,,,1.0,1.0,1.0,0.8238,,,,
14025118,home,Wolverhampton,Jhon Arias,jhon-arias,J. Arias,M,11,170,30226,M,844096,EUR,874800000,F,10,10,False,12.0,11.0,,,0.0,7.0,7.0,4.0,5.0,,7.0,,1.0,,,,,64.0,28.0,7.1,3.0,0.019053,73.032098368033,3.0,58.38,31.605,,1,,0.06,0.15,0.18,,1.0,1.0,2.0,4.0,,,6.0,3.0,,,,,,,,,0.0416,-0.03,,,2.0,jhonariasa,1.0,1.0,,,,1.0,,0.0483,,,,
14025118,home,Wolverhampton,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,D,21,21,True,9.0,8.0,,,0.0,2.0,3.0,6.0,6.0,1.0,2.0,1.0,3.0,,,,,27.0,20.0,7.6,5.0,0.00562827,16.307865310936,3.0,-0.31499999999998,3.15,,3,,-0.1,-0.26,0.15,,1.0,,,3.0,,,1.0,1.0,2.0,,,,1.0,,2.0,,0.3723,0.51,,1.0,1.0,,,,,,,1.0,1.0,0.1605,,,,
14025118,home,Wolverhampton,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,27,27,True,16.0,11.0,2.0,1.0,0.0,4.0,5.0,7.0,11.0,,,,1.0,,,,,26.0,19.0,6.7,5.0,0.0939784,68.664706736761,5.0,53.865,44.1,,2,,0.27,0.1,-0.04,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,0.0475,-0.06,,1.0,,,,,,,,1.0,,0.1229,,,,
14025118,home,Wolverhampton,Fer López,fer-lopez,F. López,M,8,186,973,M,1526628,EUR,1085356800,F,28,28,True,20.0,15.0,2.0,1.0,0.0,5.0,6.0,10.0,14.0,,,,1.0,,,,,26.0,25.0,6.4,7.0,0.0147612,131.89027195252,12.0,46.41,26.46,,1,,0.03,0.07,-0.02,,,,,3.0,,,,,2.0,,,,,,1.0,,0.0281,0.01,,1.0,1.0,,,,,,,,,,,,,
14025118,home,Wolverhampton,David Möller Wolfe,david-moller-wolfe,D. M. Wolfe,D,6,185,951,M,1031283,EUR,1019520000,D,6,6,True,6.0,4.0,,,1.0,,,4.0,6.0,,,1.0,,,,,,15.0,12.0,6.9,3.0,0.115668,9.345,1.0,9.345,9.345,,0,,0.17,0.01,0.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
14025118,home,Wolverhampton,Saša Kalajdžić,sasa-kalajdzic,S. Kalajdžić,F,10,200,1158,M,870038,EUR,868233600,F,18,18,True,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,2.0,2.0,,1.0,,,,,14.0,11.0,6.3,4.0,0.0135397,5.1760695513102,1.0,3.78,3.78,,0,,-0.29,0.11,-0.01,,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
14025118,home,Wolverhampton,Sam Johnstone,sam-johnstone,S. Johnstone,G,31,193,600,M,98427,EUR,733017600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025118,home,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1449,M,143047,EUR,695520000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025118,home,Wolverhampton,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188,3155,M,1014835,EUR,988761600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025118,home,Wolverhampton,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191,2172,M,856250,EUR,924566400,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025118,away,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,138530,EUR,762998400,G,1,1,False,39.0,20.0,31.0,12.0,0.0,10.0,11.0,10.0,28.0,,,3.0,8.0,1.0,,2.0,,90.0,47.0,6.7,19.0,0.00700401,26.682138612082,7.0,-20.265,-1.26,0.0804,0,-0.8445,0.29,0.01,-0.2,0.09,,,,,,,,,,,,,,,,,,,,,,jpickford1,,,,,,,,,4.0,4.0,,
14025118,away,Everton,Jake O'Brien,jake-obrien,J. O'Brien,D,15,197,1429,M,998253,EUR,989884800,D,15,15,False,33.0,19.0,5.0,2.0,0.0,8.0,10.0,11.0,23.0,4.0,6.0,4.0,2.0,,,,,90.0,69.0,5.9,26.0,0.00672792,126.69150819558,12.0,-57.12,6.72,,1,,-0.07,-0.52,-0.29,,2.0,1.0,2.0,9.0,,2.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,0.0654,-0.27,,,4.0,,,3.0,,,,,,,,,,
