match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceCreated,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock
11369418,home,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,22.0,19.0,6.0,3.0,18.0,20.0,1.0,2.0,2.0,10.0,2.0,1.0,1.0,90.0,34.0,7.1,3.0,0.00017655,0,0.2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Iván Balliu,,,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,40.0,34.0,4.0,2.0,15.0,16.0,20.0,25.0,4.0,2.0,,,,82.0,62.0,7.1,8.0,0.0832003,1,,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0447,,,,,,,,,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Abdul Mumin,,,abdul-mumin,A. Mumin,D,16,188,1245,M,846147,EUR,897091200,D,16,16,False,56.0,50.0,6.0,2.0,40.0,41.0,10.0,15.0,4.0,2.0,,,,90.0,64.0,7.1,7.0,0.00430092,0,,,,4.0,2.0,4.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Florian Lejeune,,,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,24,24,False,98.0,87.0,16.0,7.0,66.0,67.0,21.0,31.0,4.0,8.0,,,,90.0,112.0,7.6,11.0,0.00932634,2,,,,3.0,2.0,6.0,1.0,,,,0.0639,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Josep Chavarría,,,josep-chavarria,J. Chavarría,D,3,174,630,M,1010421,EUR,892166400,D,3,3,False,76.0,63.0,6.0,,30.0,37.0,34.0,52.0,1.0,3.0,,,,90.0,116.0,7.4,29.0,0.0643104,1,,13.0,1.0,2.0,7.0,7.0,,2.0,2.0,,0.0423,3.0,1.0,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Unai López,,,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,False,70.0,64.0,11.0,7.0,32.0,33.0,35.0,44.0,,6.0,,,,90.0,90.0,7.8,13.0,0.428944,1,,7.0,3.0,,4.0,5.0,1.0,2.0,3.0,,0.0355,,1.0,,1.0,1.0,,2.0,2.0,,3.0,1.0,,,,,,,,,,,
11369418,home,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,50.0,41.0,3.0,2.0,17.0,23.0,25.0,28.0,1.0,2.0,,,,71.0,61.0,7.0,10.0,0.0981109,2,,1.0,1.0,3.0,6.0,5.0,1.0,,4.0,,0.2395,,,,,,1.0,2.0,1.0,,2.0,,True,2.0,,,,,,,,,
11369418,home,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,41.0,35.0,1.0,1.0,6.0,7.0,31.0,38.0,,1.0,,,,85.0,64.0,7.2,15.0,0.163321,5,,4.0,2.0,1.0,8.0,2.0,2.0,,1.0,,0.4065,,4.0,1.0,3.0,1.0,2.0,,,,4.0,,,1.0,1.0,0.0893,,,,,,,
11369418,home,Rayo Vallecano,Óscar Trejo,,,oscar-trejo,Ó. Trejo,M,8,177,550,M,21949,EUR,578016000,M,8,8,False,34.0,31.0,3.0,3.0,7.0,7.0,24.0,27.0,,3.0,,,,45.0,42.0,6.9,7.0,0.0485865,0,,,,,4.0,3.0,,1.0,,,,,4.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Álvaro García,,,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,39.0,26.0,4.0,,5.0,8.0,22.0,36.0,,9.0,,,,90.0,59.0,7.1,22.0,0.158144,1,,5.0,1.0,,4.0,,1.0,,,,0.0451,2.0,1.0,3.0,1.0,,,,,3.0,2.0,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Raúl de Tomás,,,raul-de-tomas,R. de Tomás,F,9,181,959,M,138387,EUR,782352000,F,22,22,False,15.0,12.0,,,5.0,6.0,7.0,11.0,,4.0,,,,71.0,34.0,6.9,10.0,0.01147,4,,2.0,,1.0,3.0,4.0,,2.0,,2.0,0.3835,1.0,1.0,1.0,2.0,1.0,1.0,,,3.0,,,,,3.0,1.0974,1.0,1.0,,,,,
11369418,home,Rayo Vallecano,Jorge de Frutos,,,jorge-de-frutos,J. de Frutos,M,19,173,1878,M,900003,EUR,849312000,F,19,19,True,10.0,6.0,,,4.0,6.0,2.0,7.0,,2.0,,,,45.0,19.0,6.5,8.0,0.00368746,1,,3.0,,1.0,2.0,1.0,1.0,,1.0,,0.0313,,,,1.0,,,,,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Pathé Ismaël Ciss,,,ismaila-ciss,P. I. Ciss,M,6,183,4735,M,913679,EUR,763776000,M,21,21,True,13.0,8.0,1.0,,7.0,9.0,1.0,4.0,,3.0,,,,19.0,16.0,6.5,6.0,0.00138078,0,,,,,3.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Radamel Falcao,,,radamel-falcao,R. Falcao,F,9,177,11646,M,25682,EUR,508377600,F,9,9,True,5.0,4.0,,,2.0,2.0,2.0,3.0,,1.0,,,,19.0,7.0,6.6,1.0,0.00052345,0,,,,1.0,2.0,2.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,Falcao,,,,
11369418,home,Rayo Vallecano,José Pozo,,,jose-pozo,J. Pozo,M,14,170,128,M,608370,EUR,826848000,M,6,6,True,8.0,8.0,,,5.0,5.0,3.0,3.0,,,,,,8.0,11.0,6.6,2.0,0.00127502,0,,,,,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Bebé,,,bebe,Bebé,M,15,190,368,M,124950,EUR,647740800,F,10,10,True,1.0,1.0,,,,,1.0,2.0,,1.0,,,,10.0,3.0,6.3,2.0,0.00198558,0,,1.0,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Dani Cárdenas,,,dani-cardenas,D. Cárdenas,G,1,185,197,M,965832,EUR,859507200,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Andrei Rațiu,,,andrei-ratiu,A. Rațiu,D,2,183,8158,M,965031,EUR,898300800,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonic,,,,
11369418,home,Rayo Vallecano,Aridane Hernández,,,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Martín Pascual,,,martin-pascual,M. Pascual,D,4,190,39,M,947201,EUR,933724800,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Kike Pérez,,,kike-perez,K. Pérez,M,71,184,312,M,857178,EUR,855878400,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Randy Nteka,,,randy-nteka,R. Nteka,F,11,190,949,M,932764,EUR,881366400,M,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369418,home,Rayo Vallecano,Sergio Camello,,,sergio-camello,S. Camello,F,10,177,1019,M,910024,EUR,981763200,F,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369418,away,Celta Vigo,Vicente Guaita,,,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,25,25,False,33.0,17.0,28.0,12.0,7.0,12.0,10.0,21.0,3.0,8.0,4.0,,,90.0,48.0,8.1,16.0,0.00242552,0,1.1867,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,3.0,
11369418,away,Celta Vigo,Kevin Vázquez,,,kevin-vazquez,K. Vázquez,D,20,173,142,M,795257,EUR,732844800,D,20,20,False,39.0,26.0,5.0,1.0,14.0,18.0,12.0,21.0,3.0,4.0,,,,90.0,62.0,7.3,16.0,0.0143742,1,,,,1.0,1.0,3.0,,,,,0.0195,1.0,,1.0,,,,2.0,2.0,1.0,,,True,,1.0,0.0294,,,,,,,
11369418,away,Celta Vigo,Carl Starfelt,,,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,46.0,39.0,6.0,3.0,34.0,37.0,5.0,9.0,8.0,8.0,,,,90.0,65.0,7.8,7.0,0.00244327,0,,,,1.0,4.0,5.0,,1.0,1.0,,,2.0,,2.0,,,,3.0,3.0,,,,,1.0,,,,,,,,,1.0
11369418,away,Celta Vigo,Unai Núñez,,,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,34.0,26.0,12.0,5.0,18.0,21.0,8.0,13.0,7.0,7.0,,,,90.0,51.0,7.4,9.0,0.00962078,0,,,,3.0,4.0,4.0,,1.0,1.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,2.0
11369418,away,Celta Vigo,Manuel Sánchez,,,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,False,27.0,16.0,3.0,,10.0,14.0,7.0,17.0,2.0,4.0,,,,90.0,48.0,6.9,15.0,0.0212554,0,,4.0,1.0,,2.0,3.0,,1.0,,,,2.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,
11369418,away,Celta Vigo,Óscar Mingueza,,,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,M,3,3,False,23.0,16.0,4.0,1.0,7.0,7.0,9.0,18.0,,4.0,,,,65.0,34.0,6.6,13.0,0.00436281,0,,2.0,,1.0,3.0,3.0,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
11369418,away,Celta Vigo,Renato Tapia,,,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,M,5,5,False,32.0,25.0,7.0,3.0,12.0,14.0,13.0,18.0,1.0,6.0,,,,90.0,52.0,7.6,10.0,0.00980097,2,,,,1.0,5.0,9.0,2.0,1.0,,,0.1028,,2.0,,4.0,3.0,,4.0,4.0,,,,,2.0,,,,,,,,,2.0
11369418,away,Celta Vigo,Luca De La Torre,,,luca-de-la-torre,L. D. L. Torre,M,14,178,551,M,846492,EUR,895881600,M,14,14,False,33.0,31.0,,,14.0,16.0,17.0,18.0,4.0,9.0,,,,90.0,54.0,7.1,7.0,0.0110471,0,,1.0,,,4.0,9.0,,3.0,1.0,,,1.0,,,1.0,,,6.0,2.0,3.0,,,,1.0,,,,,,,,,1.0
11369418,away,Celta Vigo,Jonathan Bamba,,,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,M,17,17,False,15.0,12.0,,,4.0,7.0,8.0,9.0,,3.0,,,,65.0,23.0,6.7,5.0,0.00328316,0,,1.0,,,4.0,3.0,,3.0,1.0,,,2.0,,2.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,
11369418,away,Celta Vigo,Jørgen Strand Larsen,,,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,18,18,False,27.0,17.0,1.0,,5.0,8.0,12.0,21.0,1.0,1.0,,,,90.0,41.0,6.3,21.0,0.00650211,0,,2.0,,1.0,9.0,1.0,,,2.0,,,5.0,1.0,,1.0,,,,,7.0,,,,,,,,,,,,,
11369418,away,Celta Vigo,Anastasios Douvikas,,,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,894863,EUR,933552000,F,12,12,False,11.0,6.0,,,2.0,2.0,4.0,10.0,2.0,2.0,,,,72.0,21.0,6.8,8.0,0.00082549,1,,1.0,,3.0,6.0,7.0,,2.0,2.0,,0.0274,3.0,1.0,,,,,2.0,,1.0,,,,1.0,1.0,0.241,,,,,,,
11369418,away,Celta Vigo,Franco Cervi,,,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,True,9.0,7.0,2.0,2.0,2.0,2.0,5.0,7.0,,3.0,,,,25.0,13.0,6.8,4.0,0.00851851,0,,,,,,1.0,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
11369418,away,Celta Vigo,Fran Beltrán,,,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,True,9.0,6.0,,,2.0,3.0,4.0,6.0,1.0,2.0,,,,23.0,12.0,6.7,3.0,0.00225486,0,,,,,,2.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11369418,away,Celta Vigo,Iago Aspas,,,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,True,10.0,7.0,3.0,2.0,3.0,3.0,4.0,7.0,,1.0,,,,18.0,13.0,6.4,5.0,0.00939052,0,,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,i.aspas10,,,,
11369418,away,Celta Vigo,Carlos Dotor,,,dotor-carlos,C. Dotor,M,12,180,367,M,997221,EUR,984614400,M,6,6,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,2.0,,,,2.0,4.0,,1.0,0.00084791,0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
11369418,away,Celta Vigo,Iván Villar,,,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369418,away,Celta Vigo,Agustín Marchesín,,,agustin-marchesin,A. Marchesín,G,1,188,1571,M,47339,EUR,574473600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
