match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_dispossessed,stat_unsuccessfulTouch,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyConceded,stat_totalOffside,captain,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_ownGoals,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
10411628,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,28,28,False,13.0,9.0,6.0,2.0,8.0,8.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,90.0,20.0,6.4,5.0,0.0,0.0,0.00066824,0,0.1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411628,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,,355486,EUR,863568000,D,3,3,False,72.0,57.0,7.0,2.0,24.0,30.0,33.0,44.0,7.0,6.0,2.0,,,90.0,103.0,6.9,18.0,0.0166,0.0533,0.0609657,1,,2.0,2.0,2.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
10411628,home,Bologna,Adama Soumaoro,adama-soumaoro,A. Soumaoro,D,,187,123,M,,158573,EUR,708825600,D,5,5,False,79.0,75.0,3.0,3.0,53.0,55.0,22.0,24.0,4.0,5.0,1.0,,,90.0,89.0,7.0,4.0,0.0,0.0,0.0109736,0,,,2.0,3.0,3.0,,,,,4.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
10411628,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,92.0,86.0,13.0,9.0,55.0,57.0,31.0,35.0,3.0,8.0,,,,90.0,103.0,7.3,8.0,0.0,0.0,0.0260229,0,,,,1.0,1.0,,,,,3.0,,3.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
10411628,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,706,M,,98212,EUR,751248000,D,22,22,False,57.0,46.0,2.0,,26.0,30.0,22.0,35.0,2.0,6.0,,,,79.0,83.0,7.3,19.0,0.0597,0.4359,0.221373,3,,8.0,,1.0,,,1.0,1.0,2.0,2.0,,1.0,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,
10411628,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,,907152,EUR,935452800,M,19,19,False,47.0,38.0,1.0,,22.0,24.0,16.0,23.0,5.0,4.0,2.0,,,90.0,66.0,7.0,15.0,0.3436,0.0585,0.0347576,4,,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,2.0,1.0,,,,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,
10411628,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,,814882,EUR,889660800,M,6,6,False,69.0,59.0,7.0,5.0,30.0,32.0,29.0,37.0,4.0,11.0,,,,90.0,78.0,7.2,10.0,0.0458,0.0148,0.101278,1,,,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
10411628,home,Bologna,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179,3183,M,,871765,EUR,898992000,M,8,8,False,58.0,44.0,6.0,3.0,19.0,22.0,25.0,38.0,8.0,4.0,1.0,,,79.0,75.0,7.0,17.0,0.1905,0.0,0.0497328,3,,2.0,,4.0,2.0,1.0,,,,2.0,,,3.0,1.0,2.0,3.0,,1.0,,3.0,,,1.0,,,,,,,,,,
10411628,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,,793645,EUR,854064000,F,7,7,False,41.0,29.0,6.0,4.0,11.0,16.0,21.0,30.0,4.0,5.0,1.0,,,90.0,63.0,7.5,18.0,0.2425,0.2768,0.0811245,5,,5.0,1.0,,7.0,,4.0,1.0,2.0,,,,2.0,1.0,3.0,3.0,,1.0,3.0,3.0,,,,3.0,,,,,,,,,
10411628,home,Bologna,Roberto Soriano,roberto-soriano,R. Soriano,M,,182,251,,,80406,EUR,665971200,F,21,21,False,47.0,38.0,2.0,2.0,11.0,11.0,27.0,37.0,6.0,2.0,2.0,,,90.0,61.0,7.1,13.0,0.0425,0.0,0.153666,1,,1.0,2.0,1.0,3.0,,,,,,,,3.0,1.0,,2.0,1.0,2.0,,,1.0,,,,True,,,,,,,,
