match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_wonContest,stat_wasFouled,stat_dispossessed,stat_shotOffTarget,captain,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_lastName,player_sofascoreId,stat_lastManTackle,stat_bigChanceMissed,stat_totalOffside
11391278,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,18.0,17.0,5.0,4.0,14.0,15.0,3.0,3.0,2.0,8.0,1.0,3.0,4.0,1.0,1.0,1.0,90.0,31.0,7.7,1.0,0.00051217,0,0.3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391278,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,57.0,44.0,13.0,2.0,23.0,27.0,21.0,34.0,1.0,2.0,,,,,,,90.0,86.0,6.2,26.0,0.0103645,0,,Enzo Tchato Mbiayi,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11391278,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,70.0,67.0,7.0,6.0,48.0,49.0,19.0,21.0,7.0,4.0,,,,,,,90.0,83.0,7.2,4.0,0.00647978,0,,,,6.0,6.0,6.0,,,3.0,1.0,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11391278,home,Montpellier,Modibo Sagnan,modibo-sagnan,M. Sagnan,D,27,187,581,M,904759,EUR,924048000,D,5,5,False,70.0,67.0,5.0,4.0,40.0,42.0,27.0,28.0,8.0,4.0,,,,,,,90.0,83.0,7.1,4.0,0.016136,1,,,,1.0,3.0,5.0,,,1.0,1.0,1.0,4.0,1.0,,,1.0,1.0,0.0548,,,,,,,,,,,,,,,,
11391278,home,Montpellier,Lucas Mincarelli Davin,mincarelli-davin-lucas,L. M. Davin,D,21,180,94,M,1512339,EUR,1074124800,D,35,35,False,39.0,32.0,4.0,1.0,22.0,24.0,10.0,17.0,1.0,4.0,,,,,,,90.0,61.0,6.4,14.0,0.0447286,0,,,2.0,1.0,6.0,5.0,2.0,,1.0,1.0,1.0,2.0,,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,
11391278,home,Montpellier,Bećir Omeragić,becir-omeragic,B. Omeragić,D,27,187,462,M,940918,EUR,1011484800,M,27,27,False,47.0,46.0,7.0,7.0,29.0,30.0,17.0,17.0,2.0,4.0,,,,,,,90.0,54.0,6.9,2.0,0.0623093,1,,,,3.0,4.0,1.0,,,,,,1.0,1.0,,,,,0.0663,,,1.0,1.0,,,,,,,,,,,,
11391278,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,39.0,33.0,8.0,5.0,18.0,18.0,15.0,22.0,1.0,6.0,,,,,,,69.0,52.0,7.0,9.0,0.0280028,0,,,1.0,,1.0,3.0,,4.0,,1.0,,3.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,
11391278,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,30.0,24.0,1.0,,7.0,8.0,17.0,26.0,1.0,3.0,,,,,,,90.0,54.0,6.5,20.0,0.0193565,2,,,4.0,,4.0,4.0,1.0,1.0,1.0,7.0,1.0,,,1.0,,1.0,1.0,0.097,1.0,2.0,2.0,1.0,,,,,,,,,,,,
11391278,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,63.0,51.0,11.0,8.0,19.0,22.0,34.0,51.0,,6.0,,,,,,,89.0,91.0,7.4,24.0,0.172318,2,,,10.0,2.0,4.0,6.0,2.0,1.0,1.0,3.0,2.0,,1.0,,2.0,1.0,,0.0509,2.0,3.0,,2.0,True,2.0,,,,,,,,,,
11391278,home,Montpellier,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,M,9,9,False,21.0,21.0,,,8.0,8.0,13.0,13.0,,3.0,,,,,,,69.0,37.0,7.0,9.0,0.107143,0,,,,,5.0,4.0,2.0,,,4.0,1.0,,1.0,,2.0,,,,,4.0,2.0,,,,1.0,1.0,,,,,,,,
