match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wasFouled,stat_goals,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_hitWoodwork,stat_fouls,stat_aerialLost,captain,stat_dispossessed,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_outfielderBlock
11406862,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,22.0,22.0,1.0,1.0,0.0,22.0,22.0,90.0,22.0,6.7,7.863e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406862,home,Inter,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10877,M,benpavard21,787505,EUR,827971200,D,28,28,False,94.0,92.0,8.0,7.0,0.0,41.0,41.0,90.0,104.0,8.0,0.26829,1,51.0,55.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,0.145,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11406862,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,False,64.0,60.0,5.0,5.0,0.0,32.0,34.0,90.0,71.0,7.8,0.0178503,2,28.0,30.0,,3.0,5.0,,,1.0,3.0,2.0,2.0,,4.0,0.1398,,,,2.0,0.373,,,,,,,,,,,,,,,,,,,,,
11406862,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,78.0,70.0,12.0,9.0,0.0,29.0,30.0,77.0,96.0,8.3,0.190938,3,42.0,55.0,7.0,4.0,7.0,1.0,,,7.0,1.0,,,14.0,0.1602,2.0,,,1.0,0.0333,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
11406862,home,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,51.0,48.0,2.0,2.0,0.0,13.0,14.0,90.0,70.0,8.2,0.18299,2,36.0,43.0,6.0,2.0,3.0,,,,1.0,1.0,1.0,,13.0,0.4299,2.0,,,1.0,0.9764,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,
11406862,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,76.0,61.0,7.0,3.0,0.0,13.0,13.0,90.0,92.0,7.2,0.0886059,4,48.0,67.0,4.0,1.0,3.0,1.0,,1.0,4.0,2.0,1.0,,21.0,0.4694,,,,1.0,0.2219,,1.0,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,
11406862,home,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,68.0,65.0,10.0,10.0,0.0,20.0,20.0,66.0,93.0,8.9,0.519074,1,54.0,65.0,17.0,,2.0,,1.0,1.0,5.0,1.0,1.0,,13.0,0.0934,8.0,,,1.0,0.0204,9.0,1.0,,,,,,1.0,,2.0,,,1.0,,,,,,,,
11406862,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,50.0,48.0,4.0,4.0,0.0,7.0,7.0,60.0,62.0,7.4,0.0754967,3,41.0,45.0,2.0,,2.0,3.0,,1.0,1.0,1.0,1.0,,5.0,0.1242,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,
11406862,home,Inter,Carlos Augusto,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,M,30,30,False,46.0,43.0,3.0,2.0,2.0,22.0,23.0,90.0,59.0,8.4,0.128877,0,22.0,25.0,2.0,3.0,7.0,,,,3.0,2.0,2.0,,5.0,,2.0,,,,,1.0,2.0,,2.0,2.0,1.0,,,,1.0,,,,2.0,,,,,,,
11406862,home,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25521,M,m_thuram,791702,EUR,870825600,F,9,9,False,4.0,4.0,1.0,1.0,0.0,1.0,1.0,60.0,13.0,6.9,0.00528358,4,3.0,4.0,1.0,1.0,2.0,2.0,,,,,,,3.0,1.255,,,,2.0,0.5425,,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,
