match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_ownGoals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_keyPass,captain,stat_totalCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyWon,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_penaltyFaced,stat_errorLeadToAShot,stat_penaltyConceded,stat_lastManTackle,stat_bigChanceCreated
11408322,home,FC Arouca,Thiago Rodrigues,Thiago Rodrigues,da Silva,thiago-da-silva,Thiago,G,1,188,92,M,358544,EUR,834537600,G,16,16,False,48.0,37.0,19.0,9.0,0.0,37.0,43.0,5.0,6.0,1.0,1.0,2.0,2.0,90.0,55.0,6.2,11.0,0.00020762,0,-1.5137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,33.0,25.0,2.0,,0.0,20.0,25.0,8.0,3.0,,,,,90.0,49.0,6.2,8.0,0.0061614,0,,5.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Matías Rocha,,,matias-rocha,M. Rocha,D,4,183,65,M,1083250,EUR,982022400,D,13,13,False,48.0,45.0,6.0,4.0,0.0,37.0,37.0,11.0,3.0,,,,,90.0,58.0,6.5,4.0,0.00347638,0,,8.0,1.0,2.0,2.0,4.0,,6.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Robson Bambu,,,robson-bambu,R. Bambu,D,3,184,362,M,923186,EUR,879292800,D,3,3,False,50.0,46.0,5.0,3.0,0.0,39.0,43.0,7.0,6.0,,,,,90.0,62.0,6.5,6.0,0.00211967,0,,7.0,,1.0,3.0,5.0,1.0,2.0,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Weverson,,,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,26,26,False,36.0,29.0,5.0,3.0,0.0,19.0,22.0,14.0,3.0,,,,,90.0,57.0,6.4,8.0,0.00944482,0,,10.0,1.0,2.0,4.0,7.0,1.0,3.0,,3.0,2.0,2.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Kouassi Eboue,,,kouassi-eboue,K. Eboue,M,8,185,220,M,839099,EUR,881971200,M,8,8,False,27.0,24.0,1.0,,0.0,21.0,22.0,5.0,1.0,,,,,66.0,32.0,6.3,3.0,0.00186313,0,,3.0,2.0,1.0,2.0,3.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,55.0,45.0,9.0,5.0,0.0,27.0,28.0,28.0,4.0,,,,,83.0,66.0,6.8,12.0,0.0105364,1,,18.0,,1.0,2.0,5.0,,,1.0,1.0,,3.0,2.0,,,1.0,,,,True,1.0,1.0,0.0342,,,,,,,,,,,,,,
11408322,home,FC Arouca,Pedro Santos,,,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,22.0,18.0,4.0,3.0,0.0,12.0,14.0,8.0,3.0,,,,,83.0,31.0,6.6,5.0,0.0039533,0,,6.0,,1.0,3.0,6.0,2.0,,,2.0,2.0,3.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
11408322,home,FC Arouca,Alfonso Trezza,,,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,F,9,9,False,8.0,6.0,,,0.0,4.0,4.0,5.0,1.0,,,,,66.0,15.0,6.7,3.0,0.0347106,1,,3.0,2.0,,5.0,3.0,2.0,,,2.0,2.0,1.0,1.0,,,1.0,,,,,1.0,,0.5472,,1.0,1.0,1.0,1.0,,,,,,,,,
11408322,home,FC Arouca,Cristo González,,,cristo-gonzalez,C. González,M,33,180,344,M,592100,EUR,877651200,F,23,23,False,20.0,13.0,,,0.0,6.0,8.0,12.0,1.0,,,,,90.0,30.0,7.2,9.0,0.166643,3,,7.0,1.0,1.0,6.0,3.0,1.0,,,1.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,,,1.0,0.892,1.0,,,,,2.0,1.0,0.9227,,,,,,
11408322,home,FC Arouca,Jason,,,jason,Jason,M,23,179,253,M,330677,EUR,773452800,F,10,10,False,15.0,10.0,3.0,1.0,0.0,5.0,7.0,9.0,1.0,,,,,54.0,24.0,6.8,10.0,0.00700494,1,,5.0,,,2.0,2.0,,,,,,2.0,,2.0,1.0,1.0,,,1.0,,1.0,,0.063,,,,,,1.0,,0.1872,1.0,,,,,
11408322,home,FC Arouca,Yusuf Lawal,,,yusuf-lawal,Y. Lawal,M,24,175,112,M,898808,EUR,890611200,F,7,7,True,11.0,9.0,,,0.0,5.0,5.0,6.0,1.0,,,,,36.0,20.0,6.9,3.0,0.00185033,0,,4.0,,,2.0,6.0,,1.0,,1.0,,1.0,2.0,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Oriol Busquets,,,oriol-busquets,O. Busquets,M,66,185,483,M,817621,EUR,916790400,M,14,14,True,22.0,19.0,1.0,1.0,0.0,9.0,11.0,11.0,1.0,,,,,24.0,27.0,6.8,4.0,0.0121298,0,,10.0,,,,3.0,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Miguel Puche,,,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,F,11,11,True,4.0,4.0,,,0.0,1.0,1.0,4.0,,,,,,24.0,9.0,6.6,2.0,0.000635,0,,3.0,1.0,,2.0,2.0,,,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Yaw Moses,,,yaw-moses,Y. Moses,M,6,170,71,M,892757,EUR,930787200,M,17,17,True,10.0,6.0,1.0,,0.0,3.0,4.0,6.0,,,,,,10.0,10.0,6.5,4.0,0.001845,0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Vitinho,,,vitinho,Vitinho,M,,175,86,M,905462,EUR,946944000,M,43,43,True,5.0,4.0,,,0.0,3.0,3.0,2.0,3.0,,,,,10.0,7.0,6.8,1.0,0.00019938,0,,1.0,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,João Valido,,,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Nino Galović,,,nino-galovic,N. Galović,D,,184,65,M,161431,EUR,710380800,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Bogdan Milovanov,,,bogdan-milovanov,B. Milovanov,D,3,178,86,M,914162,EUR,892944000,D,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408322,home,FC Arouca,Vladislav Morozov,,,vladislav-morozov,V. Morozov,F,18,188,174,M,1009460,EUR,971308800,F,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408322,away,Vitória SC,Bruno Varela,,,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,23.0,16.0,10.0,3.0,0.0,14.0,17.0,6.0,4.0,,,1.0,2.0,90.0,26.0,6.9,7.0,0.00182401,0,0.1099,2.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,1.0,,,,
11408322,away,Vitória SC,Manuel Silva,,,manuel-silva,M. Silva,M,16,190,1034,M,1085740,EUR,992304000,D,6,6,False,36.0,28.0,5.0,1.0,0.0,16.0,19.0,18.0,4.0,,,,,90.0,42.0,7.4,9.0,0.00453763,2,,12.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,0.1202,,,,,,2.0,1.0,0.4082,,,1.0,,,
11408322,away,Vitória SC,Toni Borevković,,,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,30.0,28.0,2.0,1.0,0.0,24.0,25.0,5.0,5.0,,,,,90.0,38.0,6.2,2.0,0.00102218,0,,4.0,2.0,1.0,4.0,1.0,,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
