match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_challengeLost,stat_accurateCross,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_clearanceOffLine
11369931,home,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188,1350,M,599114,EUR,802569600,G,1,1,False,49.0,45.0,11.0,7.0,42.0,42.0,3.0,7.0,1.0,11.0,1.0,4.0,90.0,61.0,6.8,4.0,0.00110303,0,-0.0096000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369931,home,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175,224,M,889387,EUR,927158400,D,34,34,False,23.0,16.0,5.0,2.0,9.0,9.0,7.0,15.0,,,,,35.0,32.0,6.7,10.0,0.00338506,0,,1.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369931,home,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186,1445,M,44575,EUR,604800000,D,23,23,False,92.0,72.0,19.0,11.0,49.0,52.0,23.0,40.0,1.0,8.0,,,90.0,108.0,7.9,21.0,0.013941,2,,,4.0,1.0,1.0,3.0,2.0,1.0,True,3.0,3.0,1.0,1.0,1.0,2.0,0.1653,0.0944,,,,,,,,,,,,,,,,,,,,,
11369931,home,Royal Antwerp FC,Soumaila Coulibaly,soumaila-coulibaly,S. Coulibaly,D,44,190,1098,M,1001858,EUR,1066089600,D,44,44,False,100.0,89.0,8.0,2.0,68.0,71.0,21.0,29.0,2.0,6.0,,,90.0,115.0,6.7,13.0,0.0113362,0,,,3.0,1.0,1.0,,,1.0,,2.0,3.0,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11369931,home,Royal Antwerp FC,Sam Vines,sam-vines,S. Vines,D,3,178,118,M,894157,EUR,928108800,D,21,21,False,54.0,46.0,3.0,2.0,20.0,23.0,27.0,34.0,,3.0,,,63.0,64.0,7.0,10.0,0.0666441,0,,3.0,2.0,,,,,,,1.0,2.0,,,,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11369931,home,Royal Antwerp FC,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4699,M,1149127,EUR,1107734400,M,48,48,False,43.0,35.0,,,13.0,16.0,22.0,27.0,1.0,4.0,,,90.0,48.0,7.0,9.0,0.0848151,0,,,1.0,,,,,1.0,,,,,,,,,,,,,3.0,Arthur Vermeeren,,arthurvermeeren,1.0,1.0,,,,,,,,,,,,
11369931,home,Royal Antwerp FC,Mandela Keita,mandela-keita,M. Keita,M,16,180,1237,M,1110136,EUR,1020988800,M,27,27,False,58.0,54.0,4.0,3.0,30.0,31.0,24.0,27.0,,6.0,,,81.0,65.0,6.7,5.0,0.0362515,0,,,3.0,1.0,1.0,,,1.0,,,4.0,,,,1.0,,,1.0,3.0,,1.0,Mandela Keita,,,,1.0,1.0,,,,,,,,,,,
11369931,home,Royal Antwerp FC,Arbnor Muja,arbnor-muja,A. Muja,M,7,179,523,M,890695,EUR,912297600,M,11,11,False,35.0,28.0,2.0,2.0,8.0,10.0,20.0,25.0,1.0,2.0,,,63.0,49.0,7.5,13.0,0.0501156,3,,,2.0,2.0,,,,2.0,,,5.0,3.0,,1.0,,0.052,0.5861,,1.0,,1.0,Arbnor,Muja,,,2.0,1.0,1.0,1.0,,,,,,,,,
11369931,home,Royal Antwerp FC,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1195,M,904887,EUR,954892800,M,24,24,False,27.0,19.0,1.0,1.0,10.0,11.0,9.0,16.0,1.0,3.0,,,63.0,35.0,6.2,13.0,0.011423,0,,,2.0,1.0,,1.0,1.0,1.0,,,5.0,,,,,,,1.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,
11369931,home,Royal Antwerp FC,Chidera Ejuke,chidera-ejuke,C. Ejuke,M,21,176,3126,M,875890,EUR,883699200,M,19,19,False,59.0,51.0,6.0,5.0,15.0,18.0,36.0,47.0,,3.0,,,90.0,82.0,7.5,21.0,0.628525,1,,6.0,8.0,7.0,5.0,1.0,,3.0,,,4.0,,1.0,,,0.0401,,,,,2.0,,,,,2.0,,2.0,,1.0,,,,,,,,
11369931,home,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184,1452,M,339901,EUR,771552000,F,18,18,False,25.0,14.0,3.0,1.0,5.0,6.0,9.0,19.0,,1.0,,,90.0,38.0,6.7,15.0,0.0210581,6,,,2.0,1.0,1.0,,,2.0,,,1.0,1.0,3.0,,1.0,0.9146,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,
11369931,home,Royal Antwerp FC,Ritchie De Laet,ritchie-de-laet,R. De Laet,D,,186,92,M,30420,EUR,596678400,D,2,2,True,36.0,30.0,3.0,1.0,19.0,19.0,12.0,18.0,,1.0,,,55.0,51.0,6.9,7.0,0.155383,0,,1.0,4.0,,,2.0,,,,,,,,,2.0,,,2.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,
11369931,home,Royal Antwerp FC,Michel Ange Balikwisha,michel-ange-balikwisha,M. A. Balikwisha,M,10,177,4201,M,923969,EUR,989452800,F,10,10,True,8.0,6.0,1.0,1.0,,,6.0,14.0,,3.0,,,27.0,22.0,6.8,11.0,0.263957,0,,6.0,3.0,1.0,,2.0,,1.0,,,2.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,
11369931,home,Royal Antwerp FC,Alhassan Yusuf,alhassan-yusuf,A. Yusuf,M,80,175,917,M,943114,EUR,963878400,M,8,8,True,22.0,18.0,3.0,2.0,11.0,11.0,9.0,13.0,,2.0,,,27.0,31.0,7.0,4.0,0.0671372,0,,2.0,4.0,2.0,2.0,,,,,,,,,,,,,2.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,
