match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,captain,stat_accurateCross,stat_wonContest,stat_errorLeadToAGoal,stat_keyPass,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,player_sofascoreId
11450216,home,Gaziantep FK,Florin Niță,florin-nita,F. Niță,G,185,1579,M,83551,EUR,552268800,G,33,33,False,36.0,23.0,24.0,11.0,17.0,19.0,6.0,17.0,1.0,1.0,1.0,2.0,1.0,14.0,1.0,1.0,6.0,8.0,90.0,56.0,7.8,14.0,0.00113366,0,0.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450216,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,175,571,M,899069,EUR,862790400,D,11,11,False,63.0,52.0,6.0,1.0,31.0,36.0,21.0,31.0,,1.0,5.0,9.0,1.0,5.0,3.0,,,,90.0,98.0,6.5,22.0,0.0253369,0,,19,4.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11450216,home,Gaziantep FK,Nicolas N'Koulou,nicolas-nkoulou,N. N'Koulou,D,184,462,M,38533,EUR,638496000,D,63,63,False,47.0,45.0,3.0,2.0,30.0,30.0,15.0,17.0,3.0,1.0,3.0,2.0,,4.0,,,,,90.0,53.0,6.4,2.0,0.00745607,0,,3,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11450216,home,Gaziantep FK,Papy Djilobodji,papy-djilobodji,P. Djilobodji,D,193,175,M,106661,EUR,596937600,D,3,3,False,42.0,36.0,5.0,2.0,24.0,25.0,13.0,18.0,1.0,4.0,1.0,5.0,3.0,5.0,,,,,90.0,50.0,6.0,7.0,0.0660038,0,,3,1.0,,,1.0,,1.0,,,1.0,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11450216,home,Gaziantep FK,Júnior Morais,junior-morais,J. Morais,M,176,58,M,79056,EUR,522374400,D,13,13,False,34.0,30.0,2.0,1.0,21.0,22.0,9.0,13.0,3.0,2.0,3.0,2.0,,5.0,,,,,90.0,45.0,6.1,10.0,0.00341221,0,,12,1.0,,,,,1.0,,,3.0,Júnior,Morais,,,,,,,,,,,,,,,,,,,,
11450216,home,Gaziantep FK,Janio Bikel,janio-bikel,J. Bikel,M,175,105,M,581606,EUR,804297600,M,12,12,False,23.0,22.0,2.0,1.0,13.0,13.0,9.0,10.0,,1.0,1.0,5.0,,2.0,1.0,,,,58.0,30.0,7.0,3.0,0.00444465,1,,,,,,,,,3.0,3.0,2.0,,,,,,,,1.0,1.0,0.0363,0.0236,,,,,,,,,,,
11450216,home,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,172,50,M,859783,EUR,917136000,M,61,61,False,27.0,23.0,5.0,4.0,12.0,13.0,11.0,16.0,1.0,,6.0,2.0,,6.0,1.0,,,,90.0,37.0,6.2,10.0,0.00607683,1,,61,2.0,1.0,1.0,2.0,,,,,2.0,,,,,1.0,,,,2.0,0.0205,,1.0,,,,,,,,,,
11450216,home,Gaziantep FK,Lazar Marković,lazar-markovic,L. Marković,M,175,330,M,98461,EUR,762566400,M,50,50,False,36.0,23.0,3.0,1.0,5.0,8.0,18.0,28.0,2.0,,6.0,1.0,,4.0,,,,,90.0,46.0,6.4,17.0,0.0624394,0,,50,,,,3.0,,1.0,,,2.0,,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,
11450216,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,177,793,M,180511,EUR,647395200,M,44,44,False,22.0,18.0,4.0,3.0,6.0,8.0,12.0,14.0,1.0,,4.0,1.0,,2.0,,,,,65.0,27.0,6.6,6.0,0.0182856,1,,44,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,0.2449,0.5523,,1.0,1.0,,,,,,,,
11450216,home,Gaziantep FK,Oğulcan Çağlayan,ogulcan-caglayan,O. Çağlayan,F,188,194,M,387050,EUR,827452800,M,23,23,False,17.0,11.0,,,7.0,7.0,4.0,10.0,5.0,2.0,6.0,4.0,,3.0,1.0,,,,66.0,26.0,7.1,10.0,0.162502,2,,17,,1.0,,,,,1.0,1.0,4.0,,,,,,,1.0,1.0,,0.0697,0.1401,1.0,,,1.0,,,,,,,
