match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_goalAssist,stat_challengeLost,stat_aerialLost,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_clearanceOffLine,stat_outfielderBlock,stat_bigChanceMissed,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox
10437985,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,42.0,34.0,22.0,14.0,27.0,28.0,7.0,14.0,1.0,9.0,3.0,1.0,90.0,54.0,7.7,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437985,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,False,38.0,33.0,1.0,,17.0,18.0,17.0,26.0,,4.0,,,90.0,70.0,7.1,15.0,0,,,6.0,1.0,6.0,7.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
10437985,home,FC Porto,Pepe,pepe,Pepe,D,,188,6226,M,Pepe,5884,EUR,415065600,D,3,3,False,56.0,50.0,7.0,5.0,31.0,33.0,19.0,23.0,3.0,2.0,,,90.0,67.0,7.2,10.0,1,,,,,2.0,4.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,True,2.0,1.0,,,,,,,,,,,,,,
10437985,home,FC Porto,Iván Marcano,ivan-marcano,I. Marcano,D,,189,542,M,,26056,EUR,551404800,D,5,5,False,74.0,64.0,7.0,3.0,47.0,51.0,17.0,23.0,2.0,4.0,,,90.0,77.0,7.0,10.0,0,,,,,1.0,4.0,,,,,,,,1.0,,,4.0,,1.0,,,,,,,,,,,,,
10437985,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,22,22,False,47.0,42.0,,,27.0,30.0,17.0,22.0,,3.0,,,74.0,65.0,7.3,11.0,0,,,5.0,2.0,4.0,5.0,,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,
10437985,home,FC Porto,André Franco,andre-franco,A. Franco,M,10,177,622,M,,851286,EUR,892339200,M,20,20,False,36.0,32.0,2.0,2.0,14.0,15.0,18.0,23.0,1.0,2.0,,,83.0,53.0,6.6,12.0,1,,,2.0,,5.0,4.0,3.0,1.0,1.0,,,3.0,3.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,
10437985,home,FC Porto,Marko Grujić,marko-grujic,M. Grujić,M,4,190,1584,M,,280835,EUR,829353600,M,16,16,False,52.0,45.0,5.0,4.0,26.0,31.0,19.0,21.0,3.0,5.0,,,90.0,70.0,7.4,10.0,1,,,,,7.0,9.0,1.0,1.0,,6.0,2.0,,1.0,4.0,,,2.0,,2.0,,,1.0,1.0,,,,,,,,,
10437985,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,29.0,25.0,,,7.0,7.0,19.0,27.0,1.0,6.0,,,90.0,51.0,7.0,14.0,1,,,5.0,1.0,8.0,8.0,2.0,6.0,4.0,1.0,,2.0,2.0,3.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,
10437985,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,46,46,False,38.0,34.0,1.0,,19.0,20.0,18.0,24.0,1.0,3.0,,,90.0,64.0,7.5,10.0,1,,,6.0,3.0,7.0,9.0,2.0,,,5.0,2.0,1.0,2.0,1.0,3.0,,2.0,,1.0,,2.0,2.0,,,1.0,,,,,,,
10437985,home,FC Porto,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20235,M,mehditaremi9,812533,EUR,711417600,F,9,9,False,19.0,14.0,2.0,2.0,7.0,8.0,7.0,11.0,,3.0,,,74.0,31.0,6.5,9.0,0,,,,,5.0,2.0,,4.0,1.0,,,1.0,1.0,,1.0,,,,,,,2.0,,,,,,,,,,
