match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_interceptionWon,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_shotOffTarget,stat_goals,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_accurateCross,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine
11391282,home,RC Lens,Jean-Louis Leca,,,jean-louis-leca,J. Leca,G,180,46,M,39224,EUR,496108800,G,16,16,False,21.0,11.0,11.0,1.0,0.0,11.0,14.0,7.0,1.0,1.0,9.0,1.0,90.0,29.0,6.3,10.0,4.635e-05,0,-1.0268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391282,home,RC Lens,Jonathan Gradit,,,jonathan-gradit,J. Gradit,D,180,273,M,369650,EUR,722563200,D,24,24,False,69.0,61.0,6.0,4.0,0.0,28.0,30.0,41.0,6.0,5.0,8.0,,90.0,88.0,7.1,14.0,0.0270429,0,,24,33.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11391282,home,RC Lens,Abdukodir Khusanov,,,abdukodir-khusanov,A. Khusanov,D,186,85407,M,1194333,EUR,1078012800,D,25,25,False,31.0,28.0,5.0,3.0,0.0,25.0,26.0,5.0,4.0,6.0,1.0,,82.0,45.0,6.9,4.0,0.00098545,0,,45,3.0,,1.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0,,,abdukodir_khusanov,2.0,1.0,,,,,,,,,,,,,,,,
11391282,home,RC Lens,Facundo Medina,,,facundo-medina,F. Medina,D,184,4462,M,860307,EUR,927849600,D,14,14,False,81.0,70.0,13.0,9.0,0.0,35.0,40.0,41.0,3.0,,8.0,,90.0,91.0,7.0,13.0,0.169714,2,,32,35.0,,2.0,,9.0,3.0,,,,,3.0,2.0,,4.0,1.0,,1.0,2.0,2.0,1.0,0.0855,0.2759,,,,,,,,,,,,
11391282,home,RC Lens,Ruben Aguilar,,,ruben-aguilar,R. Aguilar,M,172,407,M,579576,EUR,735782400,M,2,2,False,33.0,27.0,2.0,1.0,0.0,13.0,17.0,18.0,4.0,4.0,7.0,,70.0,56.0,7.0,12.0,0.0932596,0,,2,14.0,2.0,,,1.0,,,1.0,,,3.0,1.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,
11391282,home,RC Lens,Nampalys Mendy,,,nampalys-mendy,N. Mendy,M,168,5158,M,123166,EUR,709257600,M,26,26,False,81.0,74.0,7.0,4.0,0.0,36.0,39.0,42.0,4.0,1.0,9.0,,90.0,94.0,7.3,11.0,0.50611,1,,23,38.0,,,,3.0,,,2.0,,,3.0,1.0,1.0,1.0,1.0,papy.mendy,1.0,1.0,,,0.0257,,1.0,1.0,,,,,,,,,,
11391282,home,RC Lens,David Pereira da Costa,,,david-pereira-da-costa,D. P. d. Costa,M,165,576,M,1023091,EUR,978652800,M,10,10,False,49.0,47.0,3.0,3.0,0.0,18.0,19.0,31.0,9.0,,6.0,,90.0,64.0,8.0,5.0,0.151264,4,,10,29.0,1.0,,1.0,,,,5.0,5.0,,2.0,1.0,1.0,,1.0,,,2.0,2.0,,0.3686,0.2607,,,2.0,,,,,,,,,
11391282,home,RC Lens,Deiver Machado,,,deiver-machado,D. Machado,M,179,1117,M,822110,EUR,746928000,M,3,3,False,39.0,37.0,1.0,,0.0,12.0,13.0,29.0,9.0,,6.0,,90.0,66.0,8.0,9.0,0.0488124,2,,27,25.0,3.0,,1.0,3.0,1.0,1.0,2.0,1.0,,4.0,3.0,3.0,,1.0,,,1.0,1.0,,0.8429,0.9245,,1.0,,1.0,,,,,,,,
11391282,home,RC Lens,Florian Sotoca,,,florian-sotoca,F. Sotoca,F,187,757,M,788921,EUR,656812800,F,7,7,False,47.0,40.0,5.0,5.0,1.0,13.0,14.0,34.0,4.0,1.0,4.0,,82.0,66.0,7.5,12.0,0.73702,3,,7,27.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,,2.0,,2.0,2.0,3.0,1.0,0.7976,0.693,1.0,,,,True,2.0,,,,,,
11391282,home,RC Lens,Angelo Fulgini,,,angelo-fulgini,A. Fulgini,M,183,483,M,787540,EUR,840499200,F,11,11,False,32.0,26.0,2.0,2.0,0.0,10.0,11.0,22.0,5.0,1.0,5.0,,70.0,52.0,7.4,16.0,0.260319,2,,11,16.0,1.0,1.0,3.0,7.0,,5.0,2.0,1.0,1.0,,,1.0,,2.0,,,,,,0.0978,,1.0,,2.0,,,,,,,,,
11391282,home,RC Lens,Elye Wahi,,,elye-wahi,E. Wahi,F,180,3162,M,979315,EUR,1041465600,F,9,9,False,16.0,15.0,,,1.0,6.0,6.0,10.0,3.0,,,,89.0,34.0,8.0,7.0,0.397984,7,,11,9.0,,1.0,,4.0,,2.0,2.0,2.0,,,,1.0,1.0,3.0,e.wahi7,,4.0,3.0,2.0,2.0219,0.9536,2.0,1.0,3.0,1.0,,3.0,2.0,,,,,
11391282,home,RC Lens,Przemysław Frankowski,,,przemyslaw-frankowski,P. Frankowski,D,176,5767,M,286909,EUR,797644800,M,29,29,True,21.0,18.0,1.0,,0.0,5.0,8.0,15.0,6.0,,3.0,,20.0,35.0,7.1,6.0,0.229801,2,,95,13.0,2.0,,,1.0,,1.0,1.0,1.0,,5.0,2.0,,,3.0,przemek.franek_,,,1.0,,0.7384,0.6917,,,1.0,,,2.0,1.0,,,,,
