match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,player_sofascoreId,stat_penaltyWon,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAShot
14109611,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4079,M,39573,EUR,604713600,G,1,1,False,True,20.0,19.0,4.0,3.0,0.0,17.0,17.0,2.0,3.0,8.0,1.0,3.0,90.0,29.0,7.1,2.0,0.00299399,0.3219,0,-0.1505,0.07,0.02,-0.04,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Jonas Svensson,jonas-svensson,J. Svensson,D,71,170,1479,M,98199,EUR,731376000,D,2,2,False,,35.0,31.0,,,0.0,11.0,13.0,20.0,22.0,1.0,,,85.0,56.0,6.9,5.0,0.0304199,,0,,-0.08,0.01,-0.23,,1.0,1.0,2.0,7.0,11.0,3.0,2.0,2.0,7.0,4.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187,5339,M,124737,EUR,659577600,D,3,3,False,,54.0,51.0,5.0,4.0,1.0,31.0,31.0,20.0,23.0,2.0,,,90.0,66.0,8.0,4.0,0.0331302,,1,,0.29,0.24,0.5,,,,4.0,2.0,5.0,,6.0,,,,,1.0,,2.0,1.0,1.0,2.0,0.0135,1.0,-0.1,,,,,,,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,14,14,False,,63.0,57.0,5.0,1.0,0.0,30.0,32.0,27.0,31.0,5.0,,,90.0,83.0,7.1,10.0,0.0170339,,1,,0.12,0.28,0.22,,,,3.0,4.0,7.0,,8.0,,2.0,1.0,4.0,1.0,1.0,3.0,,,1.0,0.1059,1.0,0.01,1.0,1.0,1.0,1.0,0.1879,,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2619,M,895009,EUR,971222400,D,53,53,False,,30.0,25.0,1.0,,0.0,10.0,10.0,15.0,20.0,4.0,,,70.0,49.0,6.3,12.0,0.0129393,,0,,0.09,0.09,-0.1,,2.0,,,2.0,2.0,,3.0,1.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
14109611,home,Beşiktaş JK,Wilfred Ndidi,wilfred-ndidi,W. Ndidi,M,4,186,9680,M,787885,EUR,850694400,M,4,4,False,,36.0,31.0,1.0,,0.0,18.0,19.0,13.0,17.0,,,,70.0,42.0,6.5,5.0,0.00408562,,1,,0.06,0.07,-0.05,,,,1.0,6.0,4.0,1.0,2.0,,2.0,1.0,,1.0,4.0,1.0,,,,0.0741,,-0.05,,,,,,,,,1.0,,,,,,,,,,
14109611,home,Beşiktaş JK,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,False,,47.0,44.0,4.0,3.0,0.0,14.0,14.0,30.0,33.0,4.0,,,85.0,60.0,7.6,11.0,0.232225,,0,,0.5,0.26,-0.08,,6.0,1.0,,3.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,4.0,,,,,,,,,1.0,,orkunkokcu,1.0,,,,,,,,
14109611,home,Beşiktaş JK,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3715,M,800411,EUR,835920000,M,7,7,False,,21.0,18.0,4.0,2.0,0.0,,,18.0,21.0,3.0,,,89.0,40.0,6.2,12.0,0.273954,,3,,0.28,0.26,-0.14,,5.0,3.0,,12.0,1.0,2.0,,,,,,1.0,1.0,2.0,,1.0,,0.0644,3.0,-0.47,4.0,,,1.0,0.0721,,,3.0,1.0,MRashica,,1.0,,,,,,,
14109611,home,Beşiktaş JK,Rafa Silva,rafa-silva,R. Silva,M,27,170,16962,M,252577,EUR,737596800,M,27,27,False,,28.0,22.0,2.0,2.0,0.0,3.0,3.0,19.0,25.0,2.0,,,90.0,48.0,7.8,14.0,0.130179,,5,,0.04,0.48,-0.06,,3.0,,,1.0,5.0,,,1.0,,,3.0,2.0,,,,2.0,,0.6507,1.0,0.4,4.0,3.0,,2.0,0.5271,,,,1.0,Rafa_Silva,,,1.0,,,,,,
14109611,home,Beşiktaş JK,João Mário,joao-mario,J. Mário,M,10,179,3777,M,97001,EUR,727401600,M,18,18,False,,37.0,31.0,3.0,2.0,0.0,9.0,9.0,22.0,28.0,5.0,,,90.0,55.0,7.6,9.0,0.0776498,,2,,0.07,0.41,0.14,,1.0,,,4.0,6.0,1.0,1.0,,4.0,3.0,,,,1.0,,,,0.2325,1.0,0.26,2.0,2.0,,1.0,0.7686,,,2.0,1.0,JoaoMario,,2.0,,,,,,,
14109611,home,Beşiktaş JK,Tammy Abraham,tammy-abraham,T. Abraham,F,18,195,19701,M,610766,EUR,875750400,F,9,9,False,,14.0,9.0,1.0,,0.0,3.0,5.0,6.0,9.0,2.0,,,90.0,32.0,7.3,14.0,0.362133,,4,,0.25,0.03,0.14,,,,2.0,5.0,3.0,,1.0,,,,4.0,1.0,2.0,,,1.0,,1.5226,2.0,0.36,3.0,,2.0,3.0,1.4193,,,1.0,,tammy_abraham,,1.0,1.0,,,,,,
14109611,home,Beşiktaş JK,Serkan Emrecan Terzi,serkan-emrecan-terzi,S. E. Terzi,D,3,177,719,M,1142614,EUR,1073260800,D,79,79,True,,16.0,15.0,1.0,1.0,0.0,7.0,8.0,8.0,8.0,1.0,,,20.0,18.0,6.7,1.0,0.00438748,,0,,-0.01,0.02,0.13,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Demir Ege Tıknaz,demir-ege-tiknaz,D. E. Tıknaz,M,34,194,2290,M,1142613,EUR,1092700800,M,5,5,True,,15.0,12.0,1.0,1.0,0.0,4.0,4.0,8.0,11.0,1.0,,,20.0,25.0,7.1,8.0,0.112667,,1,,0.3,0.24,0.24,,,,1.0,4.0,4.0,,,,2.0,2.0,1.0,,1.0,,,,,0.0249,,-0.06,3.0,1.0,,1.0,0.0183,,,1.0,,,,,,,,,,,
14109611,home,Beşiktaş JK,Taylan Bulut,taylan-bulut,T. Bulut,D,22,188,1311,M,1418644,EUR,1137628800,D,22,22,True,,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,,14.0,5.0,6.8,1.0,0.0865162,,0,,0.2,0.01,0.14,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,Taylan Bulut,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,17,17,True,,11.0,10.0,,,0.0,3.0,4.0,7.0,7.0,3.0,,,14.0,12.0,7.0,1.0,0.151734,,0,,0.19,0.22,-0.03,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,23,188,913,M,851909,EUR,945388800,D,24,24,True,,,,,,0.0,,,,,,,,1.0,1.0,,,,,0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Ersin Destanoğlu,ersin-destanoglu,E. Destanoğlu,G,30,195,1610,M,913656,EUR,978307200,G,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Emre Bilgin,emre-bilgin,E. Bilgin,G,99,188,494,M,1050730,EUR,1077753600,G,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emre Bilgin,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Necip Uysal,necip-uysal,N. Uysal,D,20,180,1754,M,43394,EUR,664675200,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Keny Arroyo,arroyo-keny,K. Arroyo,M,99,176,6026,M,1482431,EUR,1139875200,M,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keny Arroyo,,,,,,,,,,,,,
14109611,home,Beşiktaş JK,Amir Hadžiahmetović,amir-hadziahmetovic,A. Hadžiahmetović,M,20,179,1354,M,795421,EUR,857779200,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109611,away,Eyüpspor,Marcos Felipe,marcos-felipe,M. Felipe,G,22,189,1144,M,358524,EUR,829353600,G,1,1,False,,35.0,25.0,18.0,8.0,0.0,24.0,26.0,1.0,9.0,6.0,5.0,7.0,90.0,48.0,8.2,10.0,0.00061985,1.0648,0,0.9934,0.15,-0.04,-0.12,0.62,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,
