match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_clearanceOffLine
14025078,home,Leeds United,Lucas Perri,,,lucas-perri,L. Perri,G,1,196.0,3418,M,871290,EUR,881712000,G,1,1,False,20.0,9.0,12.0,1.0,0.0,8.0,12.0,1.0,8.0,1.0,2.0,1.0,2.0,90.0,24.0,5.8,11.0,0.00024975,0.0387,0,-1.5362,0.01,0.14,-0.16,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025078,home,Leeds United,Jayden Bogle,,,bogle-jayden,J. Bogle,D,2,178.0,805,M,929132,EUR,964656000,D,2,2,False,35.0,26.0,10.0,5.0,0.0,9.0,14.0,17.0,21.0,1.0,5.0,,,90.0,62.0,6.9,21.0,0.0694906,,0,,0.48,0.08,-0.37,,4.0,1.0,1.0,3.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14025078,home,Leeds United,Joe Rodon,,,rodon-joe,J. Rodon,D,6,193.0,1190,M,828640,EUR,877478400,D,6,6,False,43.0,40.0,2.0,1.0,0.0,27.0,30.0,13.0,13.0,5.0,7.0,,,90.0,57.0,6.7,3.0,0.0105878,,0,,0.26,0.09,-0.08,,,,1.0,4.0,3.0,,,2.0,,,1.0,,2.0,2.0,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,
14025078,home,Leeds United,Pascal Struijk,,,pascal-struijk,P. Struijk,D,5,190.0,1365,M,836675,EUR,934329600,D,5,5,False,65.0,61.0,6.0,4.0,0.0,40.0,41.0,21.0,24.0,5.0,8.0,,,90.0,75.0,6.7,6.0,0.00991873,,1,,0.22,0.09,-0.4,,,,3.0,5.0,3.0,,,,1.0,,1.0,,,3.0,1.0,,,1.0,,1.0,1.0,0.0922,0.4471,0.27,,,,,,,,
14025078,home,Leeds United,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181.0,1194,M,834308,EUR,925344000,D,3,3,False,29.0,22.0,4.0,,0.0,11.0,14.0,11.0,15.0,3.0,4.0,,,90.0,54.0,6.8,14.0,0.00591623,,1,,-0.12,0.22,-0.18,,4.0,,,3.0,9.0,2.0,2.0,5.0,2.0,2.0,1.0,,1.0,,2.0,,1.0,,3.0,,,0.1884,,-0.43,1.0,,,,,,,
14025078,home,Leeds United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187.0,1652,M,866191,EUR,878169600,M,8,8,False,42.0,37.0,4.0,3.0,0.0,15.0,17.0,22.0,25.0,2.0,4.0,,,90.0,61.0,7.2,13.0,0.353011,,1,,0.49,0.06,-0.18,,8.0,2.0,,5.0,5.0,1.0,,3.0,1.0,2.0,3.0,,2.0,,2.0,1.0,,1.0,1.0,,,0.0649,,0.02,1.0,,,,,,,
14025078,home,Leeds United,Ethan Ampadu,,,ethan-ampadu,E. Ampadu,D,4,182.0,2540,M,847097,EUR,968889600,M,4,4,False,54.0,48.0,5.0,2.0,0.0,29.0,32.0,19.0,22.0,1.0,10.0,,,90.0,70.0,7.1,9.0,0.0154361,,0,,0.2,0.11,0.14,,,,,2.0,6.0,,,5.0,1.0,1.0,1.0,,2.0,,,,,2.0,5.0,,,,,,,True,1.0,,,,,
14025078,home,Leeds United,Anton Stach,,,anton-stach,A. Stach,M,18,192.0,1468,M,889861,EUR,911088000,M,18,18,False,10.0,10.0,,,0.0,5.0,5.0,5.0,5.0,,1.0,,,23.0,15.0,6.5,2.0,0.00362747,,1,,-0.12,0.13,-0.05,,,,1.0,4.0,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,1.0,0.212,,0.01,,,1.0,,,,,
14025078,home,Leeds United,Brenden Aaronson,,,brenden-aaronson,B. Aaronson,M,11,178.0,2596,M,973431,EUR,972172800,F,11,11,False,22.0,19.0,2.0,1.0,0.0,11.0,13.0,8.0,9.0,,5.0,,,80.0,40.0,6.3,12.0,0.00561088,,3,,-0.28,0.12,-0.01,,1.0,,1.0,8.0,6.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,,,2.0,,1.0,0.3054,0.103,-0.64,1.0,,2.0,1.0,,,,
14025078,home,Leeds United,Lukas Nmecha,,,lukas-nmecha,L. Nmecha,F,14,185.0,2406,M,803185,EUR,913593600,F,14,14,False,13.0,8.0,,,0.0,2.0,4.0,6.0,9.0,,,,,71.0,28.0,7.7,13.0,0.240082,,1,,0.42,0.13,-0.01,,,,3.0,11.0,4.0,2.0,,1.0,4.0,,2.0,,1.0,6.0,,,,,1.0,,1.0,0.7865,0.9925,0.55,,,2.0,,1.0,,,
