match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_dispossessed,player_firstName,player_lastName,stat_accurateCross,stat_aerialWon,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_goals,captain,stat_wonContest,stat_penaltyWon,stat_outfielderBlock,stat_goalAssist,stat_crossNotClaimed,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_blockedScoringAttempt
10411521,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187.0,4421,M,lukaszskorupski28,44906,EUR,673401600,G,28,28,False,29.0,18.0,14.0,3.0,16.0,17.0,2.0,12.0,9.0,1.0,4.0,90.0,40.0,7.6,11.0,0.0,0.0,0.00064422,41.478993594919,7.0,13.65,4.62,0,0.1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411521,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188.0,1364,M,,355486,EUR,863568000,D,3,3,False,30.0,22.0,2.0,2.0,10.0,13.0,12.0,20.0,4.0,,,90.0,58.0,7.1,13.0,0.1981,0.4959,0.0201743,32.707162166454,5.0,26.04,10.185,2,,3.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411521,home,Bologna,Kevin Bonifazi,kevin-bonifazi,K. Bonifazi,D,33,187.0,229,M,,365992,EUR,832464000,D,14,14,False,48.0,40.0,7.0,4.0,31.0,33.0,9.0,15.0,2.0,,,73.0,59.0,6.6,9.0,0.0465,0.0,0.0098491,198.74298964637,20.0,137.55,27.09,1,,,3.0,5.0,,1.0,,,3.0,,,,,1.0,1.0,2.0,48.060895552595,2.0,,,,,,,,,,,,,,,,,,,,,,
10411521,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185.0,4571,M,,818481,EUR,898819200,D,26,26,False,37.0,33.0,8.0,4.0,26.0,28.0,7.0,9.0,2.0,,,66.0,45.0,6.8,5.0,0.0,0.0,0.0493206,67.610663851655,9.0,61.11,15.435,0,,,,2.0,3.0,,,,,2.0,1.0,1.0,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
10411521,home,Bologna,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181.0,7318,M,andrea_cambiaso,917048,EUR,951004800,D,50,50,False,33.0,26.0,1.0,,10.0,14.0,17.0,22.0,8.0,,,90.0,60.0,7.4,13.0,0.0,0.0,0.0822378,81.539917478459,9.0,47.355,30.555,0,,3.0,,2.0,5.0,1.0,,,2.0,2.0,1.0,2.0,1.0,,,1.0,30.595001568884,1.0,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
10411521,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181.0,1972,M,,907152,EUR,935452800,M,19,19,False,32.0,26.0,1.0,,8.0,10.0,20.0,25.0,3.0,,,87.0,46.0,7.3,10.0,0.5072,0.2523,0.065545,59.172720230687,7.0,41.58,30.135,2,,3.0,,3.0,7.0,,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,30.270034043588,1.0,,,,2.0,3.0,,3.0,,2.0,1.0,,,,,,,,,,,,
10411521,home,Bologna,Gary Medel,gary-medel,G. Medel,D,17,171.0,1848,M,,22975,EUR,554947200,M,17,17,False,60.0,52.0,6.0,2.0,31.0,34.0,21.0,27.0,9.0,,,90.0,70.0,7.1,9.0,0.0,0.0,0.0292475,83.659647189004,11.0,39.375,9.345,0,,1.0,1.0,2.0,6.0,1.0,,,2.0,2.0,1.0,,1.0,,,,,,,,,,3.0,,,,,,True,1.0,,,,,,,,,,
10411521,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,,850891,EUR,852508800,M,20,20,False,26.0,17.0,4.0,1.0,10.0,12.0,7.0,14.0,7.0,,,90.0,36.0,6.7,14.0,0.0,0.0,0.00494841,14.702772240304,4.0,-3.99,-0.105,0,,,3.0,5.0,3.0,,,,,,,2.0,,,,1.0,,,2.0,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,
10411521,home,Bologna,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179.0,3183,M,,871765,EUR,898992000,M,8,8,False,44.0,33.0,6.0,5.0,19.0,20.0,14.0,25.0,1.0,,,90.0,56.0,7.1,14.0,0.0328,0.0,0.0425514,65.243263997389,8.0,3.57,16.38,1,,1.0,1.0,4.0,5.0,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,21.160274478371,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,
10411521,home,Bologna,Musa Barrow,musa-barrow,M. Barrow,F,99,183.0,3265,M,,916680,EUR,911001600,M,99,99,False,19.0,12.0,2.0,2.0,5.0,7.0,9.0,20.0,4.0,,,66.0,37.0,7.2,16.0,0.0,0.0,0.261799,90.245078571963,11.0,38.22,11.655,0,,8.0,2.0,6.0,2.0,1.0,,,,,,2.0,3.0,,,1.0,,,,,,2.0,,1.0,2.0,,2.0,,,,,,1.0,,,,,,,
