match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,captain,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goodHighClaim,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
10437685,home,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,189,96,M,798688,EUR,673660800,G,18,18,False,32.0,23.0,14.0,6.0,21.0,24.0,2.0,8.0,1.0,3.0,2.0,16.0,2.0,6.0,6.0,2.0,90.0,53.0,8.1,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437685,home,Rio Ave,Miguel Nóbrega,miguel-nobrega,M. Nóbrega,D,186,137,M,1066233,EUR,955929600,D,3,3,False,65.0,59.0,6.0,3.0,45.0,46.0,14.0,19.0,3.0,5.0,1.0,5.0,,,,,90.0,77.0,6.9,8.0,1,,,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10437685,home,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,193,103,M,129617,EUR,608083200,D,33,33,False,109.0,94.0,26.0,16.0,58.0,60.0,36.0,49.0,3.0,3.0,3.0,3.0,,,,,90.0,117.0,6.8,16.0,0,,,33,6.0,8.0,,,,,,2.0,3.0,,,,,,,,,,,,,,,,
10437685,home,Rio Ave,Pedro Amaral,amaral-pedro,P. Amaral,D,178,86,M,834247,EUR,872467200,D,24,24,False,82.0,71.0,8.0,3.0,35.0,37.0,38.0,49.0,,4.0,,7.0,2.0,,,,90.0,117.0,6.8,17.0,1,,,24,,5.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,
10437685,home,Rio Ave,Costinha,costinha,Costinha,D,181,818,M,988333,EUR,954028800,M,20,20,False,22.0,19.0,,,5.0,6.0,18.0,25.0,1.0,3.0,2.0,2.0,,,,,80.0,47.0,6.9,11.0,0,,,20,,3.0,,1.0,1.0,,1.0,1.0,,9.0,4.0,,2.0,1.0,1.0,,,,,,,,,,
10437685,home,Rio Ave,Vítor Gomes,vitor-gomes,V. Gomes,M,181,38,M,44739,EUR,567388800,M,8,8,False,33.0,26.0,6.0,2.0,9.0,12.0,17.0,21.0,,1.0,2.0,6.0,,,,,45.0,41.0,6.6,7.0,0,,,,,2.0,,1.0,1.0,,3.0,,1.0,,,,,,,True,,,,,,,,,
10437685,home,Rio Ave,Gonçalo Rodrigues,goncalo-rodrigues,G. Rodrigues,M,168,231,M,357740,EUR,869184000,M,6,6,False,64.0,58.0,11.0,7.0,29.0,30.0,31.0,42.0,1.0,4.0,,7.0,2.0,,,,90.0,85.0,7.3,15.0,1,,,16,,2.0,1.0,1.0,,2.0,1.0,1.0,,8.0,2.0,1.0,1.0,1.0,,,2.0,,,,,,,,
10437685,home,Rio Ave,Paulo Vitor,paulo-vitor,P. Vitor,M,170,121,M,881153,EUR,930182400,M,93,93,False,26.0,22.0,1.0,1.0,6.0,6.0,17.0,21.0,,2.0,1.0,2.0,,,,,69.0,52.0,5.8,13.0,2,,,7,2.0,10.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,5.0,1.0,,,,2.0,,,,,,,
10437685,home,Rio Ave,Joca Fernandes,joca-fernandes,J. Fernandes,M,167,50,M,583834,EUR,822873600,F,14,14,False,16.0,12.0,1.0,1.0,3.0,6.0,9.0,10.0,,1.0,,1.0,,,,,65.0,24.0,6.5,10.0,0,,,8,,4.0,,1.0,1.0,3.0,1.0,,1.0,,,2.0,1.0,,,,1.0,,,,,,,,
10437685,home,Rio Ave,Aziz,aziz,Aziz,F,187,741,M,984147,EUR,910656000,F,19,19,False,11.0,5.0,,,,,5.0,12.0,2.0,4.0,1.0,1.0,,,,,90.0,21.0,6.7,10.0,0,,,9,3.0,7.0,,1.0,1.0,1.0,2.0,,,1.0,,2.0,1.0,1.0,,,,,1.0,,,,,,
