match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_totalCross,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_penaltyWon
13981544,home,Parma,Edoardo Corvi,,,edoardo-corvi,E. Corvi,G,40,183,241,M,990411,EUR,985305600,G,40,40,False,35.0,31.0,11.0,7.0,0.0,27.0,29.0,4.0,6.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,90.0,49.0,7.1,4.0,0.00093381,58.294011443066,10.0,30.66,6.405,0.5234,0,0.7938,0.05,-0.05,-0.4,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981544,home,Parma,Enrico Del Prato,,,enrico-del-prato,E. Del Prato,D,15,183,860,M,928103,EUR,942192000,D,15,15,False,39.0,33.0,7.0,4.0,0.0,19.0,20.0,14.0,19.0,1.0,3.0,6.0,2.0,,,,,,,,,,90.0,50.0,6.8,6.0,0.00338207,60.05772076086,13.0,-7.98,8.295,,0,,0.12,0.0,0.24,,True,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13981544,home,Parma,Mariano Troilo,Mariano Troilo,,mariano-troilo,M. Troilo,D,37,194,1556,M,1516324,EUR,1056240000,D,37,37,False,32.0,25.0,3.0,1.0,0.0,20.0,20.0,5.0,12.0,4.0,6.0,6.0,6.0,,1.0,,,,,,,,64.0,45.0,5.3,8.0,0.0011954,83.597845299282,11.0,50.82,22.47,,0,,-0.03,0.05,-0.51,,,4.0,7.0,,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
13981544,home,Parma,Lautaro Valenti,,,lautaro-valenti,L. Valenti,D,5,188,629,M,958517,EUR,916272000,D,5,5,False,47.0,28.0,14.0,5.0,0.0,18.0,24.0,10.0,23.0,1.0,5.0,8.0,3.0,,,,,,,,,,90.0,76.0,6.4,30.0,0.0163807,209.2370692929,19.0,13.44,22.365,,0,,0.05,0.02,-0.25,,,3.0,7.0,1.0,1.0,4.0,3.0,,2.0,1.0,,,,1.0,4.0,,,,,,,,,,,,,,
13981544,home,Parma,Sascha Britschgi,,,sascha-britschgi,S. Britschgi,D,27,182,440,M,1963449,EUR,1156636800,M,27,27,False,34.0,30.0,,,0.0,17.0,19.0,13.0,15.0,,6.0,1.0,6.0,,2.0,,,,,,,,90.0,54.0,7.1,7.0,0.0434043,82.963508769892,13.0,31.185,16.485,,2,,0.3,0.12,0.2,,,3.0,4.0,1.0,,3.0,1.0,,,1.0,1.0,1.0,,,,1.0,2.0,0.1006,1.0,-0.14,,,,,,,,,
13981544,home,Parma,Adrián Bernabé,,,adrian-bernabe,A. Bernabé,M,10,170,2308,M,934384,EUR,990835200,M,10,10,False,34.0,25.0,3.0,3.0,0.0,12.0,14.0,13.0,20.0,,4.0,1.0,8.0,,2.0,,,,,,,,79.0,51.0,6.8,16.0,0.0550039,89.016783716386,12.0,41.265,13.86,,0,,0.03,0.09,-0.1,,,,,,1.0,2.0,1.0,,,,,2.0,,,5.0,,,,2.0,,1.0,,,,,,,,
13981544,home,Parma,Mandela Keita,Mandela Keita,,mandela-keita,M. Keita,M,16,180,1230,M,1110136,EUR,1020988800,M,16,16,False,17.0,12.0,1.0,,0.0,9.0,11.0,3.0,6.0,,3.0,,2.0,,,,,,,,,,45.0,25.0,6.4,7.0,0.00597043,65.475765849776,6.0,21.84,22.26,,1,,-0.22,0.22,-0.07,,,,2.0,,1.0,1.0,1.0,,,2.0,2.0,1.0,,2.0,,1.0,,0.0202,,-0.03,,1.0,,,,,,,
13981544,home,Parma,Oliver Sørensen,,,oliver-sorensen,O. Sørensen,M,22,184,646,M,957921,EUR,1015718400,M,22,22,False,7.0,7.0,,,0.0,3.0,3.0,4.0,4.0,1.0,3.0,,2.0,,1.0,,,,,,,,56.0,15.0,6.5,3.0,0.00108958,14.159129866975,2.0,8.295,6.615,,0,,-0.03,-0.15,-0.05,,,1.0,3.0,,,1.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,
13981544,home,Parma,Emanuele Valeri,,,emanuele-valeri,E. Valeri,D,14,180,818,M,891346,EUR,912988800,M,14,14,False,19.0,13.0,4.0,2.0,0.0,7.0,9.0,6.0,10.0,,5.0,1.0,3.0,,3.0,,,,,,,,81.0,47.0,6.6,20.0,0.00539653,67.884538816611,10.0,17.64,16.38,,3,,0.23,-0.11,-0.07,,,1.0,4.0,,,2.0,1.0,,,,,1.0,,,7.0,3.0,2.0,0.0849,,0.01,,1.0,,,,,,,
13981544,home,Parma,Patrick Cutrone,,,patrick-cutrone,P. Cutrone,F,10,183,2328,M,795044,EUR,883785600,F,32,32,False,8.0,3.0,1.0,,0.0,2.0,3.0,1.0,5.0,1.0,4.0,,1.0,,1.0,,,,,,,,45.0,20.0,6.4,11.0,0.00028563,21.285299835916,2.0,20.58,14.805,,1,,-0.07,0.14,-0.04,,,3.0,5.0,,,3.0,,,,1.0,,4.0,,,,1.0,1.0,0.0174,,-0.17,,,,,,,,,
13981544,home,Parma,Mateo Pellegrino,,,pellegrino-mateo,M. Pellegrino,F,9,192,3039,M,1099296,EUR,983404800,F,9,9,False,14.0,7.0,1.0,,0.0,2.0,2.0,5.0,12.0,4.0,6.0,2.0,2.0,,2.0,,,,,,,,90.0,35.0,6.5,18.0,0.00382698,42.798964528273,3.0,8.61,17.43,,2,,-0.19,-0.42,0.0,,,2.0,6.0,,1.0,,,1.0,1.0,1.0,,7.0,,,1.0,2.0,1.0,0.034,2.0,0.01,,,1.0,0.0168,,,,,
13981544,home,Parma,Jacob Ondrejka,,,ondrejka-jacob,J. Ondrejka,M,17,180,1012,M,1004790,EUR,1030924800,F,17,17,True,12.0,8.0,2.0,1.0,0.0,1.0,1.0,7.0,11.0,1.0,2.0,,1.0,,,,,,,,,,45.0,21.0,6.8,6.0,0.103133,92.52230002278,8.0,57.33,19.005,,3,,0.13,0.16,-0.01,,,,2.0,,,,,,,3.0,1.0,,,,2.0,,1.0,0.2319,1.0,-0.16,2.0,1.0,1.0,0.1468,,,,,
