match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_challengeLost,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_totalContest,stat_errorLeadToAShot,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_lastManTackle,stat_totalOffside
11369933,home,Sint-Truidense VV,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189,4910,M,905351,EUR,1029888000,G,1,1,False,52.0,42.0,18.0,8.0,39.0,42.0,3.0,10.0,1.0,2.0,4.0,1.0,1.0,90.0,57.0,7.0,10.0,0.00117715,0,0.0836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369933,home,Sint-Truidense VV,Wolke Janssens,,,janssens-wolke,W. Janssens,D,22,185,37,M,794418,EUR,789782400,D,22,22,False,97.0,95.0,1.0,,65.0,67.0,30.0,30.0,1.0,5.0,11.0,1.0,,90.0,111.0,7.4,4.0,0.0112973,0,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369933,home,Sint-Truidense VV,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,16,16,False,103.0,96.0,15.0,11.0,85.0,90.0,11.0,13.0,1.0,2.0,8.0,,,90.0,113.0,7.1,7.0,0.00362565,0,,2.0,5.0,,5.0,2.0,1.0,,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11369933,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,93.0,87.0,9.0,7.0,65.0,68.0,22.0,25.0,4.0,7.0,8.0,,,90.0,103.0,7.9,6.0,0.0152781,4,,1.0,2.0,,1.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.422,0.0612,,,,,,,,,,,,,
11369933,home,Sint-Truidense VV,Daiki Hashioka,,,daiki-hashioka,D. Hashioka,D,4,185,1039,M,897334,EUR,926899200,M,4,4,False,51.0,46.0,5.0,3.0,27.0,30.0,20.0,24.0,,1.0,2.0,1.0,,90.0,66.0,6.7,7.0,0.0553139,1,,1.0,1.0,,,,,,,,,,,,,,1.0,,0.0186,,3.0,1.0,,,,,,,,,,,
11369933,home,Sint-Truidense VV,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,17,17,False,73.0,71.0,8.0,7.0,38.0,39.0,33.0,34.0,1.0,5.0,12.0,1.0,,90.0,81.0,7.7,3.0,0.19469,1,,2.0,4.0,,,1.0,3.0,2.0,,,,1.0,1.0,,,1.0,,,0.0319,0.3326,,,1.0,1.0,,,,,,,,,
11369933,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,M,13,13,False,48.0,40.0,5.0,4.0,20.0,21.0,20.0,28.0,,5.0,5.0,2.0,,87.0,62.0,7.4,15.0,0.150062,1,,,2.0,,,,1.0,1.0,4.0,,,,1.0,,,1.0,,,0.1611,0.2872,1.0,,4.0,,2.0,,,,,,,,
11369933,home,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182,70,M,1017684,EUR,932083200,M,77,77,False,45.0,38.0,2.0,,24.0,25.0,15.0,27.0,1.0,10.0,8.0,4.0,,90.0,85.0,7.9,20.0,0.816326,0,,,1.0,1.0,1.0,2.0,,,3.0,,,,2.0,,,,,,,,7.0,1.0,5.0,,5.0,1.0,1.0,,,,,,
11369933,home,Sint-Truidense VV,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,18,18,False,70.0,56.0,11.0,10.0,24.0,28.0,34.0,50.0,,2.0,3.0,1.0,,87.0,87.0,8.2,23.0,0.386358,1,,,3.0,1.0,2.0,,,,,,,,3.0,,,1.0,,,0.372,0.8641,8.0,2.0,3.0,,1.0,,,1.0,,,,,
11369933,home,Sint-Truidense VV,Aboubakary Koita,,,aboubakary-koita,A. Koita,M,11,175,1938,M,890110,EUR,906249600,F,7,7,False,33.0,28.0,3.0,1.0,12.0,13.0,17.0,24.0,,8.0,2.0,2.0,,87.0,63.0,7.2,19.0,0.0487118,4,,,7.0,4.0,,1.0,,,5.0,,1.0,,1.0,,1.0,1.0,2.0,,0.1748,0.3373,4.0,1.0,8.0,,6.0,,1.0,,,,,,
11369933,home,Sint-Truidense VV,Fatih Kaya,,,fatih-kaya,F. Kaya,F,29,183,257,M,930697,EUR,942364800,F,11,11,False,17.0,13.0,,,6.0,6.0,7.0,11.0,,5.0,1.0,3.0,,89.0,38.0,5.6,14.0,0.0277141,4,,1.0,10.0,3.0,,,1.0,1.0,3.0,,,2.0,1.0,1.0,1.0,2.0,1.0,,1.0193,0.3223,,,5.0,,1.0,,,,,,,,
11369933,home,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,8,8,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,,3.0,3.0,,,0.00020079,0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11369933,home,Sint-Truidense VV,Olivier Dumont,Olivier Dumont,,olivier-dumont,O. Dumont,M,14,182,41,M,1127338,EUR,1015372800,M,14,14,True,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,3.0,4.0,,2.0,0.00036335,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369933,home,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179,455,M,1030211,EUR,1008115200,M,6,6,True,3.0,2.0,,,,,2.0,3.0,,3.0,1.0,,,3.0,8.0,,3.0,0.00386694,0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,3.0,,2.0,,,,,,,,
11369933,home,Sint-Truidense VV,Joselpho Barnes,,,joselpho-barnes,J. Barnes,F,,185,65,M,1100555,EUR,1008115200,F,23,23,True,,,,,,,,,,,,,,1.0,4.0,,3.0,,0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,
11369933,home,Sint-Truidense VV,Jo Coppens,,,jo-coppens,J. Coppens,G,12,190,48,M,45854,EUR,661737600,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369933,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175,67,M,1047164,EUR,1017100800,D,60,60,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369933,home,Sint-Truidense VV,Ryoya Ogawa,,,ryoya-ogawa,R. Ogawa,M,7,182,155,M,790973,EUR,848793600,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369933,away,RC Sporting Charleroi,Hervé Koffi,,,herve-koffi,H. Koffi,G,12,187,15803,M,867299,EUR,845424000,G,16,16,False,25.0,12.0,23.0,10.0,4.0,6.0,8.0,19.0,,,9.0,,2.0,90.0,34.0,8.3,13.0,0.00401062,0,1.2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,HKoffi,4.0,6.0,,
11369933,away,RC Sporting Charleroi,Jonas Bager,,,jonas-bager,J. Bager,D,5,182,87,M,541350,EUR,837648000,D,2,2,False,28.0,19.0,8.0,3.0,11.0,14.0,8.0,14.0,,4.0,7.0,,,86.0,43.0,7.0,9.0,0.00327284,0,,1.0,4.0,,5.0,2.0,4.0,3.0,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,
11369933,away,RC Sporting Charleroi,Damien Marcq,,,damien-marcq,D. Marcq,D,,183,29,M,51622,EUR,597542400,D,25,25,False,29.0,25.0,2.0,2.0,18.0,20.0,7.0,9.0,2.0,5.0,6.0,1.0,,90.0,44.0,7.2,5.0,0.00362015,0,,,2.0,,6.0,1.0,2.0,2.0,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,
11369933,away,RC Sporting Charleroi,Stelios Andreou,,,andreou-stelios,S. Andreou,D,5,187,339,M,994282,EUR,1027468800,D,21,21,False,18.0,16.0,1.0,,11.0,11.0,5.0,7.0,,1.0,4.0,1.0,,90.0,30.0,6.6,3.0,0.00259689,0,,1.0,5.0,,2.0,3.0,,,1.0,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,
11369933,away,RC Sporting Charleroi,Žan Rogelj,,,zan-rogelj,Ž. Rogelj,D,21,175,87,M,888605,EUR,943488000,M,29,29,False,19.0,13.0,2.0,,10.0,12.0,3.0,9.0,,2.0,5.0,,,69.0,31.0,6.7,10.0,0.00130872,0,,1.0,4.0,,2.0,,2.0,2.0,1.0,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,
11369933,away,RC Sporting Charleroi,Adem Zorgane,,,adem-zorgane,A. Zorgane,M,8,184,6525,M,1000472,EUR,947116800,M,6,6,False,65.0,60.0,5.0,3.0,29.0,30.0,32.0,37.0,,3.0,4.0,,,90.0,82.0,7.4,11.0,0.506514,0,,,5.0,1.0,2.0,1.0,3.0,2.0,2.0,,2.0,1.0,2.0,,,,,1.0,,,2.0,1.0,1.0,,,,,,AdemZorgane,,,,
11369933,away,RC Sporting Charleroi,Marco Ilaimaharitra,,,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,500,M,358198,EUR,806716800,M,26,26,False,31.0,24.0,3.0,3.0,16.0,17.0,8.0,15.0,1.0,4.0,11.0,,,69.0,41.0,7.0,12.0,0.0490009,0,,,3.0,,2.0,,3.0,3.0,3.0,True,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
