match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_dispossessed,stat_onTargetScoringAttempt,stat_keyPass,stat_totalContest,stat_blockedScoringAttempt,stat_wonContest,stat_goals,stat_goalAssist,stat_totalOffside,stat_bigChanceCreated
10433956,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,29.0,22.0,16.0,9.0,19.0,22.0,3.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,90.0,33.0,6.5,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433956,home,Galatasaray,Léo Dubois,leo-dubois,L. Dubois,D,,178,587,M,,552680,EUR,779500800,D,2,2,False,,31.0,25.0,3.0,2.0,12.0,13.0,14.0,21.0,8.0,4.0,2.0,,,,,,90.0,53.0,6.9,11.0,0,,,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,
10433956,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,53.0,46.0,10.0,7.0,35.0,38.0,11.0,15.0,3.0,4.0,,,,,,,90.0,62.0,6.9,8.0,0,,,,,2.0,1.0,4.0,,3.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
10433956,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,52.0,38.0,10.0,4.0,29.0,34.0,9.0,18.0,4.0,4.0,1.0,,,,,,90.0,61.0,6.8,14.0,1,,,,,1.0,3.0,1.0,,2.0,3.0,,,,,1.0,1.0,2.0,,,,,,,,,,
10433956,home,Galatasaray,Patrick van Aanholt,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,,74577,EUR,651888000,D,3,3,False,,34.0,25.0,5.0,3.0,14.0,17.0,11.0,17.0,4.0,8.0,,,,,,,90.0,61.0,6.8,20.0,0,,,,,,2.0,2.0,,4.0,1.0,2.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,
10433956,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186,2127,M,,992912,EUR,885686400,M,22,22,False,,46.0,34.0,8.0,3.0,22.0,25.0,12.0,21.0,11.0,5.0,3.0,,,,,,90.0,72.0,8.1,13.0,2,,,,,1.0,2.0,3.0,,5.0,4.0,6.0,3.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,,
10433956,home,Galatasaray,Fredrik Midtsjø,fredrik-midtsjo,F. Midtsjø,M,,176,251,M,,98198,EUR,745027200,M,6,6,False,,29.0,24.0,1.0,,7.0,9.0,17.0,20.0,6.0,8.0,1.0,,,,,,89.0,47.0,6.6,11.0,1,,,,,,1.0,6.0,,1.0,,4.0,1.0,2.0,3.0,,,,2.0,,,1.0,1.0,,,,,
10433956,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,18.0,10.0,1.0,,5.0,7.0,5.0,14.0,9.0,5.0,,,,,,,89.0,41.0,6.8,19.0,2,,,3.0,,1.0,4.0,9.0,,2.0,,2.0,1.0,4.0,5.0,1.0,,,2.0,2.0,,5.0,,3.0,1.0,,,
10433956,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,30.0,21.0,3.0,1.0,4.0,5.0,19.0,33.0,3.0,5.0,2.0,,,,,,83.0,47.0,7.3,19.0,1,,,8.0,2.0,,,3.0,,,,1.0,,2.0,1.0,,1.0,,2.0,,4.0,,,,,1.0,1.0,
10433956,home,Galatasaray,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,MRashica,800411,EUR,835920000,M,26,26,False,,18.0,13.0,,,6.0,8.0,11.0,15.0,6.0,10.0,2.0,,,,,,83.0,37.0,7.8,9.0,1,,,5.0,4.0,1.0,,4.0,,,,4.0,2.0,1.0,2.0,,1.0,,1.0,,2.0,1.0,,,,1.0,,2.0
10433956,home,Galatasaray,Bafetimbi Gomis,bafetimbi-gomis,B. Gomis,F,,184,1063,M,,3530,EUR,492134400,F,18,18,False,,11.0,7.0,,,4.0,5.0,3.0,6.0,1.0,2.0,1.0,,,,,,71.0,16.0,7.3,6.0,2,,,,,1.0,,1.0,,,,,,2.0,,,1.0,,,1.0,1.0,,,,1.0,,1.0,
10433956,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,True,,8.0,5.0,,,4.0,5.0,1.0,3.0,4.0,1.0,1.0,,,,,,19.0,20.0,6.4,8.0,0,,,,,,2.0,3.0,,2.0,,1.0,,1.0,1.0,,,,2.0,,1.0,1.0,,,,,,
10433956,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9047,M,yunusakgun17,857738,EUR,962928000,F,11,11,True,,5.0,5.0,,,3.0,3.0,2.0,2.0,1.0,5.0,,,,,,,14.0,8.0,7.1,1.0,0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,2.0,1.0,,1.0,,,,1.0
10433956,home,Galatasaray,Yusuf Demir,yusuf-demir,Y. Demir,F,,173,4507,M,yusufdemir.10,962283,EUR,1054512000,F,30,30,True,,2.0,1.0,,,1.0,2.0,,,1.0,2.0,,,,,,,14.0,7.0,6.6,3.0,2,,,,,1.0,1.0,4.0,1.0,,,,,,,,1.0,,,1.0,,2.0,,,,,,
