match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_dispossessed,stat_fouls,player_firstName,player_lastName,captain,stat_clearanceOffLine,stat_outfielderBlock,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_shotOffTarget,stat_lastManTackle,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
14109723,home,Kasımpaşa,Pape Habib Gueye,pape-habib-gueye,P. H. Gueye,F,77,188.0,366,M,880778,EUR,937785600,F,77,77,False,10.0,6.0,,,0.0,3.0,3.0,3.0,7.0,,,,90.0,27.0,6.1,12.0,0.00264154,29.895997835432,6.0,5.46,7.875,,3,,-0.1,0.05,-0.04,,,,8.0,14.0,9.0,,2.0,1.0,1.0,1.0,,,,,,4.0,3.0,0.3292,,-0.54,5.0,3.0,3.0,,,,,,,,,,2.0,,,,,,,
14109723,home,Kasımpaşa,Cem Üstündag,cem-ustundag,C. Üstündag,M,6,,49,M,1387006,EUR,979948800,M,6,6,True,13.0,10.0,,,0.0,6.0,7.0,4.0,6.0,1.0,,,50.0,18.0,5.9,4.0,0.00553491,15.4884789948,3.0,14.49,6.615,,0,,-0.04,0.02,-0.26,,1.0,,1.0,5.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
14109723,home,Kasımpaşa,Fousseni Diabaté,fousseni-diabate,F. Diabaté,M,34,175.0,1077,M,796374,EUR,813974400,F,34,34,True,19.0,17.0,1.0,,1.0,4.0,4.0,13.0,15.0,3.0,,,45.0,44.0,7.1,14.0,0.331904,74.357838391486,8.0,58.065,17.745,,2,,0.35,0.28,0.0,,13.0,5.0,,3.0,1.0,,3.0,1.0,,1.0,1.0,,,,,1.0,,0.063,5.0,-0.18,,1.0,,,,,,,,0.0912,,,,,,,,,,
14109723,home,Kasımpaşa,Ali Yavuz Kol,ali-yavuz-kol,A. Y. Kol,M,11,175.0,109,M,910091,EUR,980726400,F,11,11,True,16.0,14.0,1.0,1.0,0.0,5.0,5.0,9.0,11.0,1.0,,,26.0,34.0,7.0,8.0,0.165415,93.868169676168,12.0,34.44,19.845,,1,,0.28,0.06,0.16,,4.0,2.0,,3.0,4.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,2.0,0.0647,1.0,-0.04,,3.0,,,,,,,,,,,,,,,,,,
14109723,home,Kasımpaşa,Kubilay Kanatsızkuş,kubilay-kanatsizkus,K. Kanatsızkuş,F,17,190.0,94,M,828953,EUR,859507200,F,17,17,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,26.0,7.0,6.7,1.0,0.00454106,16.635782059862,2.0,8.295,9.03,,1,,-0.02,0.17,0.17,,,,,,2.0,,,,,,1.0,1.0,,2.0,,1.0,,0.1877,,-0.18,,,,,,,,,,,,,,,,,,,,
14109723,home,Kasımpaşa,Şant Kazancı,sant-kazanci,Ş. Kazancı,G,98,186.0,13,M,1912907,EUR,1229558400,G,98,98,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sant Kazanci,,,,,,,,,,,,,,,,
14109723,home,Kasımpaşa,Jhon Espinoza,espinoza-jhon,J. Espinoza,D,14,177.0,133,M,929098,EUR,919814400,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109723,home,Kasımpaşa,Taylan Utku Aydın,aydin-taylan-utku,T. U. Aydın,D,29,180.0,50,M,1498789,EUR,1139529600,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109723,home,Kasımpaşa,Atakan Mujde,mujde-atakan,A. Mujde,M,4,182.0,17,M,1134704,EUR,1067040000,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109723,home,Kasımpaşa,Yasin Eratilla,yasin-eratilla,Y. Eratilla,F,72,,4,M,2214554,EUR,1081123200,F,72,72,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yasin Eratilla,,,,,,,,,,,,,,,,
14109723,home,Kasımpaşa,Yusuf Barası,yusuf-barasi,Y. Barası,F,9,182.0,285,M,1000187,EUR,1049068800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109723,away,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185.0,464,M,827418,EUR,852422400,G,16,16,False,37.0,18.0,27.0,8.0,0.0,13.0,13.0,5.0,24.0,8.0,1.0,2.0,90.0,46.0,6.6,19.0,0.282675,53.633942220895,9.0,-41.265,3.675,0.0078,0,-0.2461,0.35,0.01,0.0,-0.54,,,,,2.0,,,,,,,2.0,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,
14109723,away,Başakşehir FK,Onur Bulut,onur-bulut,O. Bulut,D,6,179.0,562,M,142494,EUR,766454400,D,6,6,False,22.0,17.0,,,0.0,7.0,9.0,10.0,13.0,5.0,,,53.0,41.0,6.8,12.0,0.014327,73.587780234674,8.0,5.355,11.55,,1,,-0.11,0.04,0.17,,4.0,,1.0,3.0,2.0,1.0,,,,,,2.0,,1.0,1.0,1.0,1.0,0.0365,,0.01,,,1.0,,,,,1.0,,,,,1.0,,,,,,,
14109723,away,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183.0,505,M,839982,EUR,837561600,D,5,5,False,60.0,51.0,8.0,2.0,0.0,38.0,41.0,13.0,19.0,3.0,,,90.0,82.0,7.3,11.0,0.00709298,82.492107320312,14.0,-39.165,4.41,,0,,0.1,0.04,0.38,,,,4.0,9.0,6.0,1.0,1.0,,,,,16.0,,2.0,1.0,1.0,,,,,4.0,,3.0,,,True,1.0,1.0,,,,,,,,,,,,
14109723,away,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194.0,1395,M,920514,EUR,908323200,D,3,3,False,46.0,42.0,4.0,1.0,0.0,33.0,34.0,9.0,12.0,4.0,,,90.0,70.0,7.8,8.0,0.00381312,104.17175553173,10.0,-77.175,4.515,,0,,0.14,0.01,1.0,,,,2.0,9.0,11.0,1.0,1.0,,,,,10.0,,2.0,2.0,2.0,3.0,,,,7.0,1.0,4.0,,,,,1.0,,,,,,2.0,,,,,,
14109723,away,Başakşehir FK,Christopher Operi,christopher-operi,C. Operi,D,21,182.0,1314,M,858977,EUR,862272000,D,21,21,False,27.0,23.0,6.0,4.0,0.0,9.0,11.0,14.0,16.0,5.0,,,90.0,41.0,7.5,5.0,0.010064,55.492942411601,7.0,-19.635,3.78,,0,,0.24,0.01,-0.1,,2.0,1.0,,,4.0,,,,,,,5.0,1.0,1.0,,,,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,
14109723,away,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177.0,827,M,280447,EUR,837820800,M,8,8,False,45.0,40.0,2.0,1.0,1.0,20.0,21.0,20.0,24.0,1.0,,,78.0,57.0,7.4,7.0,0.0778613,89.55374164064,13.0,-43.26,10.71,,0,,0.28,0.08,0.0,,2.0,1.0,,4.0,6.0,1.0,2.0,2.0,,,,2.0,1.0,2.0,2.0,,1.0,,2.0,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,
14109723,away,Başakşehir FK,Umut Güneş,umut-gunes,U. Güneş,M,20,177.0,131,M,876782,EUR,953164800,M,20,20,False,42.0,38.0,4.0,4.0,0.0,20.0,21.0,18.0,21.0,4.0,,,72.0,53.0,7.1,7.0,0.0232696,61.626446458129,8.0,-47.25,3.57,,1,,0.28,0.14,-0.06,,,,,3.0,3.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,3.0,,0.0379,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,
14109723,away,Başakşehir FK,Abbosbek Fayzullaev,fayzullaev-abbosbek,A. Fayzullaev,M,11,172.0,31162,M,1118429,EUR,1065139200,M,11,11,False,18.0,15.0,2.0,2.0,0.0,6.0,7.0,9.0,11.0,2.0,,,78.0,39.0,7.3,14.0,0.00544535,51.450170316053,5.0,-36.015,4.62,,4,,-0.25,0.05,-0.05,,5.0,,,3.0,1.0,1.0,,,1.0,3.0,1.0,,2.0,,,2.0,,0.7807,,0.53,1.0,2.0,,,,,,,1.0,0.6148,,1.0,,,,,,,,abbos
14109723,away,Başakşehir FK,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190.0,32386,M,791355,EUR,804384000,M,14,14,False,19.0,16.0,,,0.0,6.0,6.0,10.0,13.0,5.0,,,90.0,30.0,7.4,6.0,0.0673805,159.94674206714,15.0,-80.535,9.45,,4,,0.05,0.42,-0.11,,,,4.0,5.0,4.0,1.0,1.0,1.0,,2.0,,,,1.0,,2.0,1.0,0.2334,1.0,0.48,1.0,,,,,,,,1.0,0.1159,,,2.0,,,,,,,
14109723,away,Başakşehir FK,Amine Harit,amine-harit,A. Harit,M,25,179.0,11354,M,827522,EUR,866592000,M,25,25,False,29.0,22.0,1.0,1.0,0.0,6.0,7.0,16.0,22.0,6.0,,,72.0,44.0,7.8,12.0,0.0431332,173.41932383308,19.0,-86.52,7.14,,1,,-0.61,0.42,0.0,,1.0,,,2.0,6.0,,4.0,3.0,,1.0,,,,1.0,,2.0,2.0,0.2688,1.0,0.51,,1.0,,,,,,,1.0,0.244,,,,,,,,,,amineharit
14109723,away,Başakşehir FK,Davie Selke,davie-selke,D. Selke,F,9,195.0,1252,M,187437,EUR,790560000,F,9,9,False,7.0,5.0,,,0.0,,,5.0,7.0,,,,75.0,15.0,5.6,4.0,0.0116833,11.144028311448,2.0,6.405,3.99,,0,,0.0,-0.6,0.27,,,,3.0,9.0,1.0,,1.0,,,,,2.0,,,,,1.0,,,,,1.0,4.0,,,,,1.0,,,,,,,,,,,,
14109723,away,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175.0,88,M,103912,EUR,694310400,M,42,42,True,6.0,5.0,1.0,,0.0,5.0,5.0,,1.0,,,,37.0,14.0,6.7,2.0,0.00020866,26.054087849615,3.0,20.79,10.395,,0,,-0.01,-0.16,0.21,,,,,,2.0,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
14109723,away,Başakşehir FK,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187.0,216,M,876857,EUR,895881600,M,2,2,True,4.0,2.0,,,0.0,2.0,2.0,,2.0,2.0,,,18.0,12.0,6.8,4.0,2.506e-05,4.1152750819356,1.0,-4.095,-4.095,,0,,0.01,-0.12,0.53,,,,,3.0,,,2.0,,,,,2.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,
14109723,away,Başakşehir FK,Nuno Da Costa,nuno-da-costa,N. Da Costa,F,10,184.0,1004,M,209374,EUR,666144000,F,10,10,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,18.0,6.0,6.4,4.0,8e-08,4.4638235852238,1.0,-3.045,-3.045,,0,,0.01,-0.3,-0.04,,,,1.0,4.0,3.0,1.0,1.0,,,,,,,,,3.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,
14109723,away,Başakşehir FK,Hamza Güreler,hamza-gureler,H. Güreler,D,15,192.0,199,M,1562294,EUR,1144627200,D,15,15,True,,,,,0.0,,,,,,,,12.0,3.0,6.5,,,,,,,,0,,,,0.13,,,,,,,,,,,,,2.0,,,,,,,,,,,,Hamza Güreler,,,,1.0,,,,,,,,,,,,
14109723,away,Başakşehir FK,Miguel Crespo,miguel-crespo,M. Crespo,M,13,187.0,618,M,972410,EUR,842400000,M,13,13,True,3.0,3.0,,,1.0,1.0,1.0,2.0,2.0,2.0,,,12.0,7.0,6.8,2.0,0.0264114,39.436601093942,5.0,-15.33,9.975,,0,,0.08,0.04,-0.04,,,,,,2.0,,1.0,1.0,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
14109723,away,Başakşehir FK,Doğan Alemdar,dogan-alemdar,D. Alemdar,G,80,192.0,621,M,947874,EUR,1035849600,G,80,80,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109723,away,Başakşehir FK,Ivan Brnić,ivan-brnic,I. Brnić,M,77,175.0,376,M,916182,EUR,998524800,F,77,77,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109723,away,Başakşehir FK,Jakub Kałuziński,jakub-kaluzinski,J. Kałuziński,M,18,185.0,896,M,1019026,EUR,1036022400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109723,away,Başakşehir FK,Onur Ergün,onur-ergun,O. Ergün,M,4,185.0,45,M,893009,EUR,721785600,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109723,away,Başakşehir FK,Bertuğ Yıldırım,bertug-ozgur-yildirim,B. Yıldırım,F,91,186.0,1621,M,1382235,EUR,1026432000,F,91,91,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertug Yildirim,,,,,,,,,,,,,,,,
