match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_shotOffTarget,stat_wasFouled,stat_penaltyConceded,captain,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_totalOffside,stat_bigChanceMissed
10385580,home,Southampton,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189,914,M,936719,EUR,1014163200,G,31,31,False,41.0,22.0,24.0,6.0,20.0,27.0,2.0,14.0,1.0,1.0,1.0,8.0,1.0,4.0,1.0,4.0,1.0,90.0,51.0,6.2,19.0,0.0,0.0,0.0012781,0,-1.2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385580,home,Southampton,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,D,3,3,False,31.0,20.0,6.0,3.0,16.0,20.0,4.0,12.0,1.0,4.0,3.0,4.0,,,,,,90.0,49.0,6.2,14.0,0.0,0.0,0.00627172,0,,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10385580,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,286085,EUR,829267200,D,35,35,False,37.0,31.0,5.0,1.0,28.0,30.0,3.0,7.0,2.0,3.0,7.0,2.0,,,,,,90.0,54.0,6.6,6.0,0.0,0.0,0.00149439,0,,,1.0,,,,2.0,1.0,1.0,,,janbednarek_,1.0,2.0,,,,,,,,,,,,,,,,,
10385580,home,Southampton,Armel Bella-Kotchap,,,armel-bella-kotchap,A. Bella-Kotchap,D,37,190,1085,M,976025,EUR,1008028800,D,37,37,False,34.0,30.0,6.0,2.0,29.0,29.0,1.0,5.0,,3.0,3.0,9.0,,,,,,90.0,43.0,6.1,5.0,0.1571,0.0,0.00151452,1,,,2.0,,2.0,1.0,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
10385580,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,D,2,2,False,22.0,16.0,2.0,,8.0,11.0,8.0,11.0,,1.0,1.0,9.0,,,,,,90.0,31.0,5.6,8.0,0.0,0.0,0.00635307,0,,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
10385580,home,Southampton,Theo Walcott,,,theo-walcott,T. Walcott,M,,176,709,,10501,EUR,606009600,M,32,32,False,11.0,9.0,,,4.0,6.0,5.0,5.0,,1.0,1.0,2.0,,,,,,80.0,17.0,6.4,3.0,0.0,0.0,0.00217506,0,,,3.0,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
10385580,home,Southampton,James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,8,8,False,28.0,24.0,1.0,,18.0,19.0,7.0,11.0,1.0,4.0,3.0,6.0,,,,,,90.0,41.0,6.8,5.0,0.0,0.0,0.117775,0,,2.0,2.0,,1.0,1.0,,2.0,2.0,,,prowsey16,2.0,1.0,,,,True,1.0,1.0,,,,,,,,,,,
10385580,home,Southampton,Roméo Lavia,Romeo Lavia,,romeo-lavia,R. Lavia,M,45,181,16643,M,1069488,EUR,1073347200,M,45,45,False,19.0,17.0,1.0,,8.0,8.0,9.0,11.0,,5.0,2.0,1.0,,,,,,80.0,32.0,6.8,2.0,0.0,0.0,0.0166251,0,,,1.0,,2.0,2.0,1.0,1.0,1.0,,1.0,romeolavia,,,,2.0,,,,1.0,,,,,,,,,,,
10385580,home,Southampton,Mohamed Elyounoussi,,,mohamed-elyounoussi,M. Elyounoussi,M,10,176,2069,M,119151,EUR,775958400,M,24,24,False,8.0,6.0,,,,1.0,6.0,8.0,1.0,5.0,,,,,,,,61.0,20.0,6.6,5.0,0.0251,0.0,0.00402286,1,,1.0,4.0,2.0,1.0,,1.0,3.0,3.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
10385580,home,Southampton,Carlos Alcaraz,,,carlos-alcaraz,C. Alcaraz,M,24,183,6146,M,1017392,EUR,1038614400,F,26,26,False,12.0,10.0,,,8.0,10.0,2.0,3.0,1.0,4.0,1.0,3.0,,,,,,69.0,25.0,6.5,9.0,0.0,0.0,0.00045924,0,,1.0,6.0,1.0,1.0,1.0,,,,5.0,1.0,_alcaraz22,3.0,,,2.0,,,,,,1.0,,,,,,,,,
