match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_aerialWon,stat_totalContest,stat_wonContest,stat_errorLeadToAGoal,captain,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_punches,stat_lastManTackle,stat_goalAssist,stat_bigChanceCreated,stat_goals
11352575,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,41.0,30.0,13.0,2.0,28.0,30.0,2.0,11.0,10.0,1.0,1.0,90.0,48.0,6.0,11.0,0.00070228,0,-1.2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352575,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,33.0,26.0,3.0,1.0,18.0,21.0,8.0,14.0,5.0,,,90.0,65.0,6.3,16.0,0.0265171,2,,2.0,8.0,7.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,0.2522,,,,,,,,,,,,,,,,,,,,,,
11352575,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,42.0,37.0,2.0,,33.0,38.0,4.0,4.0,6.0,,,85.0,52.0,5.9,6.0,0.00847063,1,,,1.0,5.0,,,,1.0,1.0,,3.0,1.0,,1.0,,0.1411,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11352575,home,Aston Villa,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,17,17,False,27.0,25.0,1.0,1.0,23.0,25.0,2.0,2.0,1.0,,,58.0,32.0,6.2,3.0,0.00133931,0,,,1.0,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11352575,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,35.0,30.0,3.0,2.0,25.0,29.0,5.0,6.0,4.0,,,90.0,47.0,5.9,9.0,0.00735792,0,,,4.0,2.0,,2.0,,,2.0,,1.0,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11352575,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,7.0,5.0,,,3.0,5.0,2.0,3.0,1.0,,,58.0,19.0,6.5,5.0,0.00252654,1,,1.0,1.0,2.0,,,1.0,,1.0,,1.0,2.0,2.0,,,0.0326,,,,1.0,,,,,,,,,,,,,,,,,,
11352575,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,15.0,12.0,4.0,3.0,4.0,4.0,9.0,14.0,6.0,,,65.0,33.0,6.5,8.0,0.140386,0,,3.0,5.0,11.0,2.0,1.0,,,1.0,,,3.0,1.0,5.0,2.0,,,,1.0,2.0,2.0,,True,1.0,1.0,3.0,,,,,,,,,,,,
11352575,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,39.0,34.0,7.0,5.0,24.0,26.0,11.0,16.0,4.0,,,90.0,52.0,6.9,10.0,0.124956,0,,3.0,3.0,5.0,1.0,1.0,,,,,1.0,3.0,2.0,,1.0,,,,,2.0,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,
11352575,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,10.0,7.0,1.0,,5.0,5.0,2.0,5.0,4.0,,,58.0,21.0,6.7,3.0,0.00088461,2,,,2.0,3.0,,,,2.0,,,,1.0,1.0,2.0,1.0,0.0645,,,,,,,,,,,1.0,,,,,,,,,,,
11352575,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,F,31,31,False,11.0,4.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,,,69.0,23.0,6.4,15.0,0.00160539,1,,2.0,5.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,0.0484,,,,,,,,,4.0,1.0,2.0,2.0,,,,,,,,,,
