match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelWon,stat_wasFouled,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_keyPass,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,captain,stat_errorLeadToAGoal,stat_penaltyConceded,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_punches,stat_penaltyWon,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork
14109729,home,Gaziantep FK,Zafer Görgen,zafer-gorgen,Z. Görgen,G,20,188,71,M,930907,EUR,951091200,G,20,20,False,24.0,20.0,7.0,4.0,0.0,16.0,19.0,4.0,5.0,1.0,1.0,1.0,6.0,1.0,5.0,1.0,5.0,90.0,36.0,7.0,4.0,0.00874868,29.206237660123,5.0,28.665,9.87,0.5862,0,0.7173,0.06,0.03,-0.23,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109729,home,Gaziantep FK,Luis Pérez,luis-perez,L. Pérez,D,2,173,259,M,843180,EUR,791856000,D,2,2,False,18.0,14.0,2.0,1.0,0.0,7.0,7.0,7.0,11.0,,,3.0,1.0,,,,,45.0,32.0,6.4,8.0,0.00561433,62.828735480488,6.0,11.13,13.02,,0,,-0.06,-0.29,-0.17,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109729,home,Gaziantep FK,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,23,188,911,M,851909,EUR,945388800,D,23,23,False,17.0,12.0,2.0,,0.0,7.0,7.0,5.0,10.0,2.0,,2.0,1.0,,,,,45.0,30.0,6.4,5.0,0.00082678,50.696543686599,5.0,24.36,15.54,,2,,0.01,0.01,-0.05,,,1.0,5.0,,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,0.196,-0.54,,,,,,,,,,,,,,,,,,,,,,
14109729,home,Gaziantep FK,Semih Güler,semih-guler,S. Güler,D,6,184,112,M,325155,EUR,786153600,D,17,17,False,57.0,53.0,5.0,3.0,0.0,37.0,39.0,16.0,18.0,5.0,2.0,3.0,4.0,,,,,90.0,66.0,6.4,4.0,0.0133643,139.59899381867,17.0,59.745,22.89,,1,,0.11,0.09,-0.31,,,2.0,3.0,,,,,1.0,2.0,1.0,,,0.0172,-0.13,3.0,1.0,,,,,,,,,,,,,,,,,,,,
14109729,home,Gaziantep FK,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,77,169,248,M,234232,EUR,762825600,D,77,77,False,57.0,51.0,7.0,5.0,0.0,26.0,29.0,25.0,28.0,7.0,3.0,2.0,10.0,,,,,90.0,90.0,7.2,13.0,0.113467,143.0703541332,18.0,100.17,18.48,,1,,0.39,0.16,-0.42,,5.0,,8.0,4.0,1.0,1.0,,,3.0,3.0,3.0,2.0,0.0349,-0.07,,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,
14109729,home,Gaziantep FK,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,6,178,97,M,828872,EUR,824601600,M,6,6,False,22.0,19.0,4.0,4.0,0.0,13.0,14.0,6.0,8.0,3.0,1.0,,2.0,,,,,44.0,28.0,6.3,5.0,0.00270589,88.566447100226,4.0,25.2,30.66,,0,,-0.04,0.03,-0.35,,,1.0,1.0,,,,,,4.0,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,
14109729,home,Gaziantep FK,Drissa Camara,drissa-camara,D. Camara,M,3,179,601,M,958167,EUR,1013990400,M,3,3,False,20.0,12.0,1.0,1.0,0.0,1.0,2.0,11.0,18.0,11.0,,,3.0,,,,,90.0,52.0,6.5,22.0,0.222877,136.18230800535,13.0,108.465,25.305,,3,,0.31,0.01,-0.1,,2.0,1.0,8.0,3.0,11.0,4.0,1.0,,1.0,,,,0.1385,-0.28,2.0,1.0,,2.0,2.0,1.0,,1.0,0.2757,,,,,,,,,,,,,
14109729,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,10,10,False,18.0,14.0,2.0,2.0,0.0,6.0,8.0,8.0,10.0,10.0,,,4.0,,,,,90.0,39.0,6.2,18.0,0.333334,84.817541643166,12.0,36.225,10.92,,1,,0.29,-0.5,-0.13,,5.0,2.0,3.0,1.0,3.0,,1.0,,,,,3.0,0.0301,-0.15,,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,
14109729,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,43.0,36.0,7.0,4.0,0.0,14.0,18.0,22.0,25.0,9.0,2.0,,4.0,,,,,90.0,74.0,6.3,21.0,0.243068,92.224092977607,11.0,41.475,20.37,,2,,0.44,0.07,-0.92,,11.0,2.0,6.0,2.0,2.0,1.0,,,1.0,1.0,1.0,3.0,0.0576,0.01,1.0,,3.0,2.0,3.0,4.0,,2.0,0.3011,,,True,1.0,1.0,,,,,,,,
14109729,home,Gaziantep FK,Christophe Lungoyi,christophe-lungoyi,C. Lungoyi,F,11,180,197,M,883355,EUR,962668800,M,11,11,False,21.0,16.0,2.0,1.0,0.0,6.0,7.0,10.0,14.0,4.0,,1.0,4.0,,,,,65.0,38.0,7.0,11.0,0.0239074,104.46048857313,9.0,65.205,32.76,,1,,0.08,0.09,0.13,,1.0,1.0,8.0,4.0,3.0,1.0,,,,2.0,2.0,2.0,0.1085,0.01,,,,,2.0,,,1.0,0.4062,,,,,,,,,,,,,
