match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11068543,home,Fatih Karagümrük,Batuhan Şen,batuhan-ahmet-sen,B. A. Şen,G,12,192,1076,M,867595,EUR,918000000,G,1,1,False,33.0,28.0,7.0,2.0,28.0,31.0,2.0,7.0,3.0,4.0,90.0,44.0,6.4,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068543,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,4,182,102,M,233252,EUR,773107200,D,4,4,False,45.0,31.0,7.0,4.0,17.0,24.0,21.0,8.0,,,90.0,73.0,7.0,20.0,0,,,14.0,2.0,3.0,5.0,7.0,5.0,1.0,2.0,4.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
11068543,home,Fatih Karagümrük,Rayyan Baniya,rayyan-baniya,R. Baniya,D,23,192,339,M,929739,EUR,919296000,D,99,99,False,72.0,61.0,10.0,6.0,57.0,63.0,9.0,4.0,,,90.0,86.0,7.0,12.0,0,,,4.0,,2.0,2.0,8.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11068543,home,Fatih Karagümrük,Ibrahim Drešević,ibrahim-dresevic,I. Drešević,D,5,186,210,M,817987,EUR,854064000,D,5,5,False,75.0,66.0,8.0,5.0,54.0,59.0,16.0,4.0,,,90.0,89.0,6.8,10.0,0,,,12.0,,,2.0,5.0,3.0,,2.0,3.0,1.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
11068543,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,22,176,1693,M,1085938,EUR,976406400,D,18,18,False,35.0,31.0,1.0,1.0,22.0,24.0,13.0,5.0,,,90.0,56.0,6.6,8.0,0,,,9.0,,,,1.0,3.0,2.0,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
11068543,home,Fatih Karagümrük,Andrea Bertolacci,andrea-bertolacci,A. Bertolacci,M,,179,98,M,47568,EUR,663552000,M,91,91,False,38.0,29.0,1.0,1.0,13.0,17.0,22.0,5.0,,,77.0,43.0,6.7,11.0,0,,,17.0,,1.0,3.0,3.0,,,,,,1.0,2.0,1.0,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
11068543,home,Fatih Karagümrük,Matteo Ricci,matteo-ricci,M. Ricci,M,8,172,128,M,225132,EUR,769996800,M,8,8,False,75.0,66.0,12.0,9.0,43.0,47.0,31.0,7.0,,,90.0,91.0,6.9,14.0,2,,,24.0,,2.0,6.0,3.0,1.0,1.0,1.0,,,2.0,4.0,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11068543,home,Fatih Karagümrük,Magomed Ozdoev,magomed-ozdoev,M. Ozdoev,M,27,184,813,M,121185,EUR,720921600,M,27,27,False,28.0,22.0,1.0,,8.0,10.0,21.0,3.0,,,77.0,42.0,7.4,12.0,2,,,14.0,,2.0,2.0,2.0,1.0,,1.0,,,1.0,,1.0,,,3.0,,2.0,,1.0,,,,2.0,1.0,,,,,,,,,,
11068543,home,Fatih Karagümrük,Ebrima Colley,colley-ebrima,E. Colley,F,11,179,640,M,928106,EUR,949363200,F,19,19,False,25.0,21.0,1.0,1.0,7.0,8.0,19.0,2.0,,,69.0,38.0,6.8,9.0,0,,,15.0,2.0,,7.0,4.0,,,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,
11068543,home,Fatih Karagümrük,Mbaye Diagne,mbaye-diagne,M. Diagne,F,45,191,1430,M,346790,EUR,688608000,F,9,9,False,15.0,12.0,1.0,,3.0,4.0,11.0,1.0,,,84.0,33.0,10.0,5.0,8,,,9.0,1.0,3.0,3.0,8.0,1.0,,1.0,1.0,,1.0,,2.0,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,,,,,,,,,
