match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_dispossessed,stat_accurateCross,stat_shotOffTarget,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_clearanceOffLine
11451159,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9287,M,Muslera,28381,EUR,519264000,G,1,1,False,True,33.0,27.0,12.0,6.0,24.0,28.0,3.0,5.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,90.0,41.0,7.2,6.0,0.0,0.0,0.00332034,0,0.2674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451159,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178,14393,M,sacha_boey,980418,EUR,968803200,D,93,93,False,,41.0,35.0,4.0,3.0,13.0,15.0,22.0,29.0,3.0,9.0,,,,,,,90.0,68.0,7.7,13.0,0.0,0.0,0.0354146,0,,,,3.0,1.0,4.0,7.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,
11451159,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2645,M,Nelsson,846148,EUR,908323200,D,25,25,False,,40.0,31.0,5.0,2.0,24.0,26.0,7.0,14.0,4.0,,,,,,,,90.0,48.0,7.3,9.0,0.0352,0.1193,0.00321867,1,,,,,6.0,,7.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
11451159,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6103,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,39.0,28.0,6.0,3.0,16.0,21.0,12.0,18.0,4.0,4.0,,,,,,,90.0,48.0,7.2,11.0,0.0,0.0,0.0129282,0,,,,,5.0,5.0,6.0,,,2.0,,,,1.0,1.0,,,,3.0,2.0,1.0,,,,,,,,,
11451159,home,Galatasaray,Angeliño,angelino,Angeliño,M,3,171,3342,M,,848355,EUR,852336000,D,3,3,False,,32.0,18.0,6.0,,6.0,11.0,12.0,24.0,,7.0,,,,,,,90.0,53.0,6.8,24.0,0.0993,0.0,0.578761,2,,,,3.0,1.0,5.0,1.0,,,,,,2.0,,2.0,1.0,,,2.0,1.0,,1.0,2.0,,,,,,,
11451159,home,Galatasaray,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181,1611,M,,991493,EUR,707443200,M,27,27,False,,29.0,18.0,5.0,1.0,8.0,9.0,10.0,20.0,,4.0,,,,,,,89.0,49.0,7.3,14.0,0.1022,0.0,0.54117,2,,,,,1.0,6.0,7.0,2.0,1.0,1.0,5.0,2.0,,,3.0,2.0,,,1.0,,1.0,1.0,2.0,1.0,,,,,,
11451159,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8766,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,39.0,30.0,7.0,5.0,14.0,18.0,16.0,21.0,,6.0,,,,,,,82.0,50.0,7.1,9.0,0.0,0.0,0.0110073,0,,,,,,1.0,5.0,,,1.0,4.0,2.0,,1.0,,,,1.0,,1.0,,,,,,,,,,
11451159,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13222,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,17.0,11.0,,,5.0,7.0,7.0,14.0,,6.0,,,,,,,64.0,35.0,6.5,17.0,0.0186,0.0,0.0399896,1,,,,4.0,3.0,8.0,6.0,3.0,2.0,,1.0,1.0,4.0,,3.0,1.0,,,1.0,1.0,,,,3.0,1.0,1.0,,,,
11451159,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10150,M,driesmertens,32493,EUR,547257600,M,10,10,False,,22.0,16.0,2.0,1.0,7.0,7.0,10.0,18.0,,7.0,,,,,,,82.0,32.0,7.1,9.0,0.1326,0.0166,0.112294,2,,,,3.0,1.0,5.0,3.0,,,,2.0,2.0,1.0,,4.0,1.0,2.0,,1.0,1.0,,,,,1.0,,,,,
11451159,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24950,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,21.0,13.0,2.0,1.0,5.0,6.0,12.0,23.0,,3.0,,,,,,,82.0,40.0,7.6,22.0,0.0,0.0,0.52941,0,,,,8.0,,4.0,1.0,2.0,1.0,,,,7.0,,,4.0,,,3.0,,,1.0,,,4.0,,1.0,,,
11451159,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181,38599,M,MauroIcardi,233114,EUR,730080000,F,9,9,False,,13.0,8.0,,,4.0,5.0,4.0,8.0,3.0,,,,,,,,90.0,23.0,8.1,6.0,1.1233,1.5712,0.0602229,5,,,,,2.0,2.0,2.0,,,,,,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,3.0,,1.0,2.0,
11451159,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9062,M,yunusakgun17,857738,EUR,962928000,F,11,11,True,,12.0,11.0,1.0,1.0,1.0,1.0,10.0,11.0,,,,,,,,,26.0,20.0,6.6,3.0,0.3717,0.8024,0.0162069,1,,,,,,3.0,5.0,3.0,1.0,,1.0,,,3.0,,,1.0,,1.0,,,,,,,,,1.0,,
11451159,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186,2128,M,,992912,EUR,885686400,M,22,22,True,,12.0,11.0,1.0,,4.0,4.0,7.0,8.0,,3.0,,,,,,,8.0,17.0,6.6,3.0,0.0,0.0,0.0184901,0,,,,,,2.0,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,
11451159,home,Galatasaray,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2108,M,,142619,EUR,741657600,M,8,8,True,,6.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,,1.0,,,,,,,8.0,9.0,6.5,2.0,0.0,0.0,0.00141033,0,,,,,,2.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,
11451159,home,Galatasaray,Cédric Bakambu,cedric-bakambu,C. Bakambu,F,11,182,45564,M,bakambu17,115665,EUR,671328000,F,94,94,True,,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,,,,,,8.0,7.0,6.7,1.0,0.6608,0.0,0.452037,1,,,,,,2.0,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,
11451159,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185,4083,M,,138152,EUR,784425600,D,23,23,True,,7.0,6.0,,,1.0,2.0,6.0,6.0,,1.0,,,,,,,11.0,10.0,7.4,1.0,0.0243,0.0,0.0816198,1,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,
11451159,home,Galatasaray,Günay Güvenç,gunay-guvenc,G. Güvenç,G,19,187,2983,M,,103457,EUR,677808000,G,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451159,home,Galatasaray,Kazımcan Karataş,kazimcan-karatas,K. Karataş,D,88,182,1608,M,,1008884,EUR,1042675200,D,88,88,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451159,home,Galatasaray,Léo Dubois,leo-dubois,L. Dubois,D,,178,587,M,,552680,EUR,779500800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451159,home,Galatasaray,Fredrik Midtsjø,fredrik-midtsjo,F. Midtsjø,M,,176,251,M,,98198,EUR,745027200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451159,home,Galatasaray,Halil Dervişoğlu,halil-dervisoglu,H. Dervişoğlu,F,11,183,805,M,,930775,EUR,944611200,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451159,away,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4877,M,,754330,EUR,828662400,G,1,1,False,True,43.0,23.0,37.0,17.0,11.0,12.0,12.0,31.0,,8.0,,3.0,3.0,,1.0,1.0,90.0,50.0,6.9,20.0,0.0,0.0,0.00244568,0,0.5095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451159,away,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,371,M,,44848,EUR,667094400,D,19,19,False,,36.0,24.0,8.0,3.0,13.0,17.0,11.0,19.0,1.0,4.0,,,,,,,90.0,54.0,6.4,15.0,0.0,0.0,0.00575138,0,,,,,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
11451159,away,Trabzonspor,Filip Benković,filip-benkovic,F. Benković,D,32,194,531,M,,357588,EUR,868752000,D,32,32,False,,26.0,17.0,6.0,2.0,15.0,20.0,2.0,6.0,2.0,2.0,,,,,,,90.0,34.0,6.5,9.0,0.0,0.0,0.00624106,0,,,,,1.0,2.0,1.0,,,2.0,,,,,,,,,2.0,,2.0,,,,,,,,,
11451159,away,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,,97404,EUR,736732800,D,24,24,False,,31.0,27.0,6.0,2.0,26.0,26.0,1.0,5.0,3.0,6.0,,,,,,,81.0,39.0,6.6,5.0,0.0354,0.0,0.00072224,1,,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,2.0,1.0,,,,,1.0,,,,
11451159,away,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4093,M,,981483,EUR,962928000,D,18,18,False,,27.0,17.0,4.0,,13.0,19.0,4.0,8.0,4.0,1.0,,,,,,,90.0,50.0,7.1,11.0,0.0,0.0,0.00258812,0,,,,,1.0,5.0,4.0,,,2.0,2.0,1.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,1.0
11451159,away,Trabzonspor,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,21,182,578,M,,128089,EUR,752198400,M,21,21,False,,34.0,26.0,3.0,2.0,18.0,21.0,8.0,13.0,3.0,4.0,,,,,,,81.0,47.0,6.6,10.0,0.0,0.0,0.00502062,0,,,,,2.0,6.0,4.0,2.0,,1.0,1.0,,,2.0,2.0,,,,3.0,,,,,,,,,,,
11451159,away,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,641,M,,826155,EUR,930268800,M,10,10,False,,17.0,14.0,2.0,1.0,7.0,8.0,7.0,10.0,,6.0,,,,,,,72.0,30.0,6.4,12.0,0.0,0.0,0.0431284,0,,,,1.0,,6.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,,,1.0,,,2.0,1.0,,,,,,,,,,
11451159,away,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180,2114,M,,114076,EUR,741225600,M,11,11,False,,45.0,29.0,8.0,3.0,12.0,15.0,17.0,30.0,4.0,4.0,,,,,,,90.0,60.0,6.5,18.0,0.0351,0.0,0.014051,1,,,,,1.0,3.0,6.0,2.0,1.0,,1.0,1.0,,3.0,,,,,,1.0,,,1.0,1.0,,,,,,
11451159,away,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,,355024,EUR,804643200,M,8,8,False,,28.0,17.0,2.0,,12.0,15.0,6.0,16.0,,9.0,,,,,,,90.0,52.0,5.9,20.0,0.0,0.0,0.0386242,0,,,,3.0,,8.0,6.0,6.0,1.0,,1.0,,1.0,4.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,
11451159,away,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38616,M,mahmoudtrezeguet,295361,EUR,780969600,M,27,27,False,,17.0,15.0,2.0,1.0,7.0,8.0,8.0,9.0,,3.0,,,,,,,51.0,27.0,6.6,7.0,0.0432,0.0,0.039151,1,,,,,,4.0,3.0,2.0,1.0,,,,4.0,2.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,
