match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonContest,stat_unsuccessfulTouch,stat_totalCross,stat_shotOffTarget,stat_accurateCross,stat_dispossessed,stat_goals,stat_totalOffside,player_sofascoreId,stat_errorLeadToAShot,stat_hitWoodwork,stat_bigChanceMissed
11409213,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,38.0,30.0,12.0,5.0,27.0,29.0,3.0,9.0,1.0,9.0,3.0,1.0,1.0,90.0,48.0,6.4,8.0,0.0,0.0,0.000763,0,-0.5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409213,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,47.0,37.0,6.0,1.0,32.0,33.0,5.0,14.0,3.0,7.0,,,,90.0,58.0,7.4,10.0,0.0,0.0,0.247669,0,,1.0,1.0,3.0,2.0,7.0,1.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11409213,home,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,47.0,37.0,7.0,2.0,25.0,29.0,12.0,18.0,1.0,4.0,,,,90.0,53.0,6.4,10.0,0.0,0.0,0.0163817,0,,,3.0,,5.0,1.0,,1.0,,,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11409213,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,70.0,64.0,5.0,2.0,48.0,50.0,16.0,20.0,2.0,5.0,,,,90.0,79.0,6.7,6.0,0.0,0.0,0.00794624,0,,,3.0,,4.0,3.0,,,2.0,2.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
11409213,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,17.0,11.0,1.0,,9.0,12.0,2.0,5.0,,3.0,,,,70.0,36.0,6.6,7.0,0.033,0.023,0.00148635,2,,,,,1.0,,,,,,,,,,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
11409213,home,Casa Pia,Pablo,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,M,80,80,False,30.0,22.0,2.0,1.0,15.0,18.0,7.0,12.0,,5.0,,,,71.0,46.0,6.4,15.0,0.0,0.0,0.0118751,0,,,,,6.0,4.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,5.0,,,2.0,4.0,,,,,,,,,,
11409213,home,Casa Pia,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,False,30.0,25.0,1.0,1.0,17.0,19.0,8.0,12.0,,4.0,,,,86.0,44.0,6.8,9.0,0.0216,0.0,0.00607024,1,,,,,3.0,7.0,,,3.0,3.0,1.0,,,1.0,2.0,2.0,,,3.0,,,2.0,2.0,1.0,1.0,,,,,,,,
11409213,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,44.0,37.0,2.0,2.0,21.0,24.0,18.0,23.0,,4.0,,,,90.0,68.0,6.8,10.0,0.1125,0.0,0.0537506,1,,,,,3.0,2.0,,,1.0,,1.0,2.0,,1.0,,,,,2.0,,1.0,1.0,1.0,3.0,,2.0,,,,,,,
11409213,home,Casa Pia,Yuki Soma,soma-yuki,Y. Soma,F,7,165,617,M,945290,EUR,856828800,F,11,11,False,8.0,4.0,1.0,,2.0,3.0,2.0,9.0,,3.0,,,,65.0,16.0,6.6,10.0,0.0245,0.0,0.00358487,1,,,,,2.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,4.0,1.0,,,,,,,,
11409213,home,Casa Pia,Clayton,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,99,99,False,14.0,10.0,,,5.0,5.0,5.0,9.0,,2.0,,,,65.0,29.0,7.6,5.0,0.4613,0.2016,0.0230926,3,,,1.0,1.0,5.0,7.0,,,,,4.0,2.0,,,,4.0,,,2.0,1.0,2.0,2.0,,,,,1.0,1.0,,,,,
11409213,home,Casa Pia,Saviour Godwin,saviour-godwin,S. Godwin,M,77,170,247,M,359650,EUR,840672000,F,7,7,False,18.0,12.0,2.0,,2.0,5.0,10.0,21.0,,4.0,,,,90.0,43.0,6.6,23.0,0.057,0.0261,0.0566304,2,,,,,3.0,2.0,,,,,1.0,1.0,,,2.0,1.0,,,2.0,1.0,,1.0,6.0,8.0,1.0,,1.0,,,,,,
11409213,home,Casa Pia,Fernando Andrade,fernando-andrade,F. Andrade,M,19,182,123,M,268821,EUR,726451200,F,23,23,True,8.0,6.0,,,1.0,2.0,5.0,6.0,,,,,,25.0,16.0,6.5,5.0,0.1164,0.0,0.0124545,2,,,,1.0,3.0,1.0,,,,,,1.0,,,,,,,2.0,,1.0,,,,1.0,,1.0,,,,,,
11409213,home,Casa Pia,Felippe Cardoso,felippe-cardoso,F. Cardoso,F,70,187,417,M,922616,EUR,907459200,F,30,30,True,3.0,1.0,,,,,1.0,3.0,1.0,,,,,25.0,4.0,6.6,2.0,0.0,0.0,0.00428657,0,,,1.0,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
11409213,home,Casa Pia,André Geraldes,andre-geraldes,A. Geraldes,D,18,181,32,M,125039,EUR,673142400,D,18,18,True,13.0,9.0,1.0,1.0,4.0,4.0,5.0,10.0,1.0,2.0,,,,20.0,18.0,6.6,6.0,0.0,0.0,0.034027,0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,
11409213,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,True,25.0,19.0,3.0,1.0,8.0,8.0,12.0,18.0,1.0,5.0,,,,19.0,30.0,6.9,7.0,0.0,0.0,0.0647148,0,,,1.0,2.0,3.0,3.0,,,1.0,,2.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,
11409213,home,Casa Pia,Rafael Martins,rafael-martins,R. Martins,F,99,177,43,M,123231,EUR,606096000,F,9,9,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,12.0,3.0,6.5,,0.0,0.0,0.0016224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409213,home,Casa Pia,Lucas Paes,lucas-paes,L. Paes,G,1,193,72,M,931473,EUR,881452800,G,68,68,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409213,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409213,home,Casa Pia,Tiago Dias,tiago-dias,T. Dias,M,77,175,51,M,825676,EUR,894240000,F,77,77,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409213,home,Casa Pia,Jajá,jaja,Jajá,M,11,177,555,M,1020057,EUR,987292800,F,79,79,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409213,away,Sporting CP,Antonio Adán,antonio-adan,A. Adán,G,1,192,816,M,59623,EUR,547862400,G,1,1,False,32.0,26.0,13.0,7.0,23.0,24.0,3.0,8.0,,6.0,2.0,,,90.0,35.0,6.7,6.0,0.0,0.0,0.00506565,0,-0.7493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
